"StationCode","County","CALWNUM","PSARegion","PSA9c_1987","PSA6c","PSA9c","PSA10c","Eco_III_1987","Eco_III_2010","New_Lat","New_Long","ELEV_RANGE","BDH_AVE","PPT_00_09","LPREM_mean","KFCT_AVE","TEMP_00_09","P_MEAN","N_MEAN","PRMH_AVE","AREA_SQKM","SITE_ELEV","MgO_Mean","S_Mean","SumAve_P","CaO_Mean","FlowStatus","Ag_2000_1K","Ag_2000_5K","Ag_2000_WS","CODE_21_2000_1K","CODE_21_2000_5K","CODE_21_2000_WS","URBAN_2000_1K","URBAN_2000_5K","URBAN_2000_WS","RoadDens_1K","RoadDens_5K","RoadDens_WS","PAVED_INT_1K","PAVED_INT_5K","PAVED_INT_WS","PerManMade_WS","InvDamDist","MINES_5K","MINES_WS","GravelMineDensL_R5K","MaxOfCOND","MaxOfW1_HALL","BPJ_Nonref","Active","UCS_Mean","AtmCa","AtmMg","AtmSO4","MINP_WS","MEANP_WS","TMAX_WS","XWD_WS","MAXWD_WS","LST32AVE","PCT_CENOZ","PCT_NOSED","PCT_QUART","PCT_SEDIM","PCT_VOLCNC","MAFLOWU","MAX_ELEV","NHD_SO","FinalCaty5","final_wgt5","LogWSA","Invasives","W1_Hall_screening","CondQR01","CondQR50","CondQR99","CondQR99c","Sampled","SiteStatus","RefStrata","StressStrata","DevelopmentSet","SiteSet"
"519WE0624","Sacramento",5519.21,"Central_Valley","CV","CV","CV","CV",7,7,38.67456721,-121.4484016,377.9200001,1.6518,48213.39844,-1.1763,0.2355,2406.899902,0.1485,0.056,4.3112,253.18427,13.07999992,1.5275,0.0488,713.4422,3.5524,"Perennial",27.1264,6.4889,7.4154,27.5862,42.3541,23.1861,8.9655,12.6258,26.0087,4.230577581,4.683491409,6.483687692,1,8,572,11.61906162,0.031969309,0,9,0,417,2.734945455,FALSE,TRUE,116.7153,0.0517,0.0541,0.3261,1.5705,647.7976,346.6262,54.6135,8.5549,51.3509,26.62704913,56.87991593,0.61488812,42.50516825,0,83.88564,391,3,NA,NA,2.40343672004828,"Detected",2.734945455,31,316,820.835625,820.835625,"Sampled","Stressed","LargeXer","LargeXer","Validation","StressVal"
"520PS0007","Butte",5520.400001,"Central_Valley","CV","CV","CV","CV",7,7,39.61991646,-121.775299,2144.529999,1.3114,63106.60156,-0.4999,0.1589,2409.300049,0.2459,0.052,3.2079,406.510723,42.47000122,3.8241,0.0786,3334.0359,6.6303,"Perennial",86.4811,83.8473,3.3131,0,5.6241,3.2394,0,5.2129,0.9314,0,2.993762657,2.585156718,0,1,121,9.187663612,0.036670333,0,6,0,114,1.0005,FALSE,TRUE,117.235,0.0394,0.028,0.21,3.0526,1703.9882,299.7854,87.6379,12.9763,128.0431,3.142844527,0,3.142844527,25.8639918,70.99318267,240.67829,2187,4,NA,NA,2.60907200596529,"Detected",1.0005,27,147.795698924731,400,400,"Sampled","Stressed","LargeXer","LargeXer","Validation","StressVal"
"520PS0054","Glenn",5520.400001,"Central_Valley","CV","CV","CV","CV",7,7,39.50852655,-121.8889214,9.32999992,1.4763,56007.10156,2.1066,0.2633,2423,0.1252,0.8454,0.4404,42.876038,26.67000008,0.9636,0.1104,1223.5309,1.5171,"Perennial",96.7033,55.1926,79.7246,0,3.5699,1.2491,0,1.2116,0.8208,0.462708303,1.042490476,0.445025751,0,9,17,45.08978016,0,0,0,0,468.5,2.522727273,FALSE,TRUE,2.2265,0.041,0.0392,0.2467,0,581.2,356.7843,49.8828,8,75.3258,100,0,100,0,0,9.2756,36,3,NA,NA,1.63221464715498,"Not detected",2.522727273,27,322,972.175,972.175,"Sampled","Stressed","MedXer","MedXer","Validation","StressVal"
"520PS0071","Butte",5520.400001,"Central_Valley","CV","CV","CV","CV",7,7,39.70057697,-121.8549909,1015.279999,1.4729,62579,-0.2979,0.2113,2402.899902,0.2198,0.1453,3.1349,96.008579,49.72000122,2.7124,0.0895,2132.2842,5.2101,"Perennial",83.6422,38.7953,4.3681,1.4504,12.9721,2.4639,14.5044,44.7968,6.6136,1.699133718,5.666168591,2.477916058,1,7,60,0,0,0,1,0,115.6,2.78,FALSE,TRUE,66.0257,0.0399,0.0325,0.2245,0.9397,1135.8491,341.6207,62.6108,9.557,89.7898,7.000832725,0,7.000832725,0.186962459,92.81222695,2.90716,1065,3,NA,NA,1.98231004185095,"Detected",2.78,27,255.076555023923,796.05,796.05,"Sampled","Stressed","MedXer","MedXer","Validation","StressVal"
"520PS0135","Butte",5520.400001,"Interior_Chaparral","CHin","CH","CHin","CHin",6,6,39.64689489,-121.6394523,555.7600021,1.4477,84721.70313,-0.8892,0.1916,2332.5,0.2444,0.0094,3.4582,17.721904,90.23999786,2.8648,0.0162,2094.3093,5.2999,"Perennial",0,0,0,6.5076,3.2268,10.9074,4.9892,3.9045,7.8251,2.894674972,2.144282478,3.752676872,2,11,27,0,0,0,0,0,167,0.3335,FALSE,TRUE,79.7478,0.0413,0.034,0.2326,1.0435,1135.625,339.1304,63.7037,9.7963,74.6,0,0,0,20.50231211,79.49766724,11.25307,646,2,NA,NA,1.24851037964313,"Detected",0.3335,27,238.707070707071,636.351428571429,636.351428571429,"Sampled","Intermediate","MedXer","MedXer","Other","Other"
"520PS0202","Glenn",5520.21,"Central_Valley","CV","CV","CV","CV",7,7,39.40233536,-122.1635012,22.79000092,1.5169,47544.30078,2.1066,0.3006,2433.800049,0.1252,0.8454,0.966,27.719828,24.20999908,0.9636,0.1104,1033.6488,1.5171,"Perennial",0,42.3118,71.3215,8.5057,8.525,5.1916,1.1494,2.0796,1.3994,3.322796281,2.721946568,1.787674193,1,28,34,38.51550581,0,0,0,0,308.4,0.409090909,FALSE,TRUE,2.2265,0.0394,0.0418,0.2477,0,482.8438,359.3824,52.4651,8,74.4767,100,0,100,0,0,17.94298,47,3,NA,NA,1.44279053117488,"Detected",0.409090909,31,335.518987341772,972.248,972.248,"Sampled","Stressed","MedXer","MedXer","Validation","StressVal"
"520WE1103","Butte",5520.400001,"Central_Valley","CV","CV","CV","CV",7,7,39.57870582,-121.9990502,4274.4,1.3963,54335.5,-0.4128,0.1952,2438,0.2034,0.0999,3.2725,31185.21262,28.60000038,3.7694,0.06,3686.3711,6.0853,"Perennial",42.3402,56.4203,5.6151,0,1.0097,1.9041,0,0.6668,0.6469,0,0.472640008,1.369625064,0,1,5946,3.176930831,0.025445293,0,238,0,133.2,NA,FALSE,TRUE,98.2836,0.0356,0.0186,0.1684,6.0866,953.8121,309.3582,78.0401,10.964,127.5209,14.85957096,3.460422775,2.041912325,35.41730414,59.08036101,11071.93578,4303,7,NA,NA,4.49394870940616,"Not detected",0,26,140,418.866666666666,418.866666666666,"Sampled","Stressed","LargeXer","LargeXer","Validation","StressVal"
"521BTCLBC","Butte",5521.300305,"Interior_Chaparral","CHin","CH","CHin","CHin",6,6,39.78641134,-121.6605206,2024.729996,1.2688,115738.3984,-0.573,0.1465,2279.199951,0.2618,0.0116,3.3464,291.558915,162.2700043,4.1498,0.0676,3691.8933,7.0467,"Perennial",0,0,0,0,0,1.1117,0,0,0.0441,2.634028385,1.325006765,2.258225736,1,7,38,10.83574902,0.095693782,0,2,0,111.3,1.5,FALSE,TRUE,131.4654,0.0391,0.0263,0.2042,3.4643,1862.4344,286.9808,94.2536,13.835,141.726,0,0,0,18.87134885,81.12864592,181.0099,2187,4,NA,NA,2.46472632538702,"Not detected",1.5,23,138,330,330,"Sampled","Intermediate","LargeXer","LargeXer","Other","Other"
"521WE0747","Butte",5521.100103,"Interior_Chaparral","CHin","CH","CHin","CHin",6,6,39.71608258,-121.6366823,405.1600037,1.3041,111313.5,-0.8892,0.1714,2278.899902,0.2444,0.0094,2.8909,8.348878,273.8399963,2.8648,0.0162,2394.2483,5.2999,"Perennial",0,0,0,2.0875,15.0946,19.4334,0,13.9932,16.4925,1.334383641,4.42587662,5.696455498,0,5,20,0,0,0,0,0,137,0,FALSE,TRUE,79.7478,0.0409,0.0331,0.2288,2,1363.7894,335,66.9545,9.8182,76.6897,0,0,0,21.73585388,78.26440538,4.06758,679,2,NA,NA,0.921628114866867,"Not detected",0,23,228,635.27935483871,635.27935483871,"Sampled","Stressed","SmallXer","SmallXer","Validation","StressVal"
"522GSCBSC","Glenn",5522.230301,"Interior_Chaparral","CHin","CH","CHin","CHin",6,6,39.72237085,-122.7235763,1703.220001,1.4858,63480.10156,-0.5327,0.1854,2042,0.1291,0.0501,2.272,259.570168,395.7799988,3.3472,0.0534,2172.635,3.2096,"Perennial",0,0,0,0.8052,0.7408,3.5883,0,0,0.0017,1.183449618,0.157743772,0.159533364,2,2,5,0,0,0,0,0,512,0,FALSE,TRUE,96.641,0.0349,0.0353,0.2135,3.7055,983.4724,290.9482,77.7402,12.4485,107.0413,0,0,0,100,0,86.22459,2099,4,NA,NA,2.41425477819977,"Not detected",0,35,200,501.581818181818,501.581818181818,"Sampled","Reference","LargeXer","LargeXer","Calibration","RefCal"
"522WE0767","Glenn",5522.310104,"Interior_Chaparral","CHin","CH","CHin","CHin",6,6,39.44203628,-122.637141,1392.450012,1.4789,68575.5,-0.2153,0.1865,2071,0.0672,0.0093,2.2734,36.243982,657.5499878,5.0373,0.0399,1903.2421,5.6694,"Perennial",0,0,0,4.2283,1.937,2.6331,0,0,0,0,0.011274221,0.107348664,0,0,0,0,0,1,1,0,249,0.36365,FALSE,TRUE,148.1903,0.0347,0.0383,0.2205,4.7273,978.5679,294.75,66.0089,10.7679,109.7727,0,0,0,100,0,9.79522,2050,3,NA,NA,1.55923590604738,"Not detected",0.36365,26,238.935582822086,503.378846153846,503.378846153846,"Sampled","Intermediate","MedXer","MedXer","Other","Other"
"523PS0172","Tehama",5523.100202,"North_Coast","NC","NC","NC","NC",78,78,39.93458556,-122.8273985,822,1.463,112529.5,-0.6753,0.178,1699.099976,0.1154,0.0589,2.25,9.292383087,1171.839966,3.0047,0.0572,2762.5,3.3631,"Perennial",0,0,0,1.5421,4.3002,4.3002,0,0,0,0,0.434468743,0.434468743,0,0,0,0,0,0,0,0,NA,NA,FALSE,TRUE,101.7499,0.0349,0.0349,0.207166667,4.424266667,986.5833333,260.4848667,89.4046,13.72646667,115.7142667,NA,NA,NA,100,NA,4.56894,1994,2,NA,NA,0.968127105684882,"Not detected",0,24.47,142.099514563107,361.06,361.06,"Sampled","Reference","SmallMtn","Mtn","Calibration","RefCal"
"523PS0222","Tehama",5523.100403,"Interior_Chaparral","CHin","CH","CHin","CHin",6,6,39.8598634,-122.6391469,2158.049988,1.4728,66602.5,-0.6261,0.1756,2239,0.1226,0.0509,2.4892,444.164301,302.9500122,4.6492,0.059,2538.0828,3.3744,"Perennial",0,0,0,2.4221,1.0376,3.8366,0,0,0.0047,2.322595882,0.367233531,0.56610945,3,7,40,0,0,0,0,0,NA,NA,FALSE,TRUE,99.1982,0.035,0.033,0.2077,3.9328,1069.8757,278.804,84.482,13.2342,112.4133,0,0,0,100,0,175.9045,2461,5,NA,NA,2.64754364988615,"Not detected",0,27,166,501.808673469388,501.808673469388,"Sampled","Intermediate","LargeXer","LargeXer","Other","Other"
"523TMCATG","Tehama",5523.100401,"Interior_Chaparral","CHin","CH","CHin","CHin",6,6,39.85365304,-122.6709404,2117.279999,1.4712,73490.70313,-0.6038,0.1736,2038.300049,0.123,0.0534,2.5188,405.987373,343.7200012,3.6056,0.0561,2568.5005,3.2818,"Perennial",0,0,0,4.1249,1.622,3.903,0,0,0.0051,0,0.080447734,0.584580072,0,1,32,0,0,0,0,0,97.7,0,FALSE,TRUE,99.547,0.0349,0.033,0.2074,4,1082.8428,274.3537,86.8042,13.5947,113.825,0,0,0,100,0,163.97799,2461,5,NA,NA,2.60851252638089,"Not detected",0,27,156.072222222222,500.415,500.415,"Sampled","Reference","LargeXer","LargeXer","Calibration","RefCal"
"523WE0512","Tehama",5523.210101,"Interior_Chaparral","CHin","CH","CHin","CHin",6,6,40.03513594,-122.6124541,1651.75,1.485,76077.10156,-0.6334,0.1917,2246.399902,0.1335,0.0427,2.1672,62.526325,349.25,7.4489,0.0642,2925.4141,4.5181,"Perennial",0,0,0,1.6992,3.831,3.9515,0,0,0,0.518197139,0.996333583,1.352866544,0,1,1,0,0,2,4,0,1623,0.090909091,FALSE,TRUE,102.7299,0.0351,0.0309,0.2025,3.5897,1080.2877,292.1282,78.8083,12.7876,102.9628,0,0,0,100,0,32.67971,2001,2,NA,NA,1.7960629036667,"Not detected",0.090909091,38,233.20202020202,501.897260273973,501.897260273973,"Sampled","Intermediate","MedXer","MedXer","Other","Other"
"525WE0755","Siskiyou",5525.220306,"North_Coast","NC","NC","NC","NC",78,78,41.33707374,-122.4087735,1199.329956,1.3807,120795.3984,-0.6918,0.1561,1626.400024,0.0818,0.4472,3.3766,5.105586,1501.670044,15.0095,0.0621,4320.6401,2.6783,"Perennial",0,0,0,0,0,0,0,0,0,0,0.1073233,0.101274183,0,0,0,0,0,0,0,0,153,0,FALSE,TRUE,59.2958,0.0309,0.0086,0.1201,8.8333,1155.25,233,96.5714,13.5714,148.7143,0,100,0,0,0,70.50427,2701,1,NA,NA,0.708045595974497,"Not detected",0,15,98,253.6,253.6,"Sampled","Reference","SmallMtn","Mtn","Calibration","RefCal"
"525WE0862","Shasta",5525.100202,"North_Coast","NC","NC","NC","NC",78,78,40.98044783,-122.5084249,822.7999878,1.4477,187705.5,-0.8615,0.1605,1970.699951,0.2314,0.0233,2.667,9.736067,817.2000122,5.944,0.0432,5946.2666,6.06,"Perennial",0,0,0,0,0,0,0,0,0,0.958870655,2.648613348,2.648613348,0,0,0,0,0,0,0,0,127,0.272740909,FALSE,TRUE,98.1024,0.0315,0.0111,0.1325,10.3333,1944.85,310.8333,117.7097,17.2581,114.4333,0,38.36148623,0,61.63885276,0,13.95353,1640,1,NA,NA,0.988383553885748,"Not detected",0.272740909,23,93,271.162727272727,271.162727272727,"Sampled","Intermediate","SmallMtn","Mtn","Other","Other"
"526PS0072","Lassen",5526.640204,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.13510762,-120.8002516,667.2900391,1.4462,41316.89844,-0.3131,0.1698,1539.800049,0.2596,0.0712,2.5457,365.435502,1494.709961,3.4433,0.0254,4569.3525,5.9257,"Perennial",0,0,1.3968,0,0.2271,0.3337,0,0,0,0.916585308,0.668705812,0.81499396,0,0,6,0,0,0,0,0,184,0.71,FALSE,TRUE,111.9919,0.04,0.014,0.1662,10.5933,423.946,270.9596,76.9861,9.4195,174.5107,0,0,0,0,100,24.3355,2162,4,NA,NA,2.56281073670488,"Not detected",0.71,31,162.388888888889,441,441,"Sampled","Reference","LargeMtn","Mtn","Calibration","RefCal"
"526PS0076","Modoc",5526.530201,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.27434167,-120.2636819,1171.640015,1.4087,62507.89844,-0.5558,0.1593,1242.800049,0.264,0.0373,3.7047,45.351623,1833.359985,3.484,0.0184,6577.5151,6.0185,"Perennial",0,0,0,0,0,0,0,0,0,0.21762167,0.319122299,0.319643817,0,5,7,0,0,0,0,0,45.2,0,FALSE,TRUE,113.737,0.0446,0.0144,0.1779,11.5091,806.2789,225.2,101.187,14.1871,183.3262,81.45640069,0,0,81.45640069,18.54376842,16.0172,3005,3,NA,NA,1.6565928337849,"Not detected",0,12,50,185.45,185.45,"Sampled","Reference","MedNorMtn","Mtn","Calibration","RefCal"
"526PS0220","Shasta",5526.320004,"Deserts_Modoc","DM","DM","DM","DMmo",9,4,41.00902774,-121.6507743,1749.900024,1.2748,88892.5,-0.1274,0.1874,1925.699951,0.2685,0.0796,3.0184,463.88806,888.0999756,3.6974,0.0262,4503.2813,6.3046,"Perennial",0,3.6737,5.2883,12.2313,3.5289,1.3824,0,0,0.4988,1.566560273,2.003072955,2.699849805,0,0,33,6.281152255,0.067294753,0,0,0,119.2,0.0455,FALSE,TRUE,127.8776,0.0337,0.0129,0.148,6.5552,1042.5889,291.5623,91.8496,12.7597,163.0357,0,0,0,0,100,279.76749,2638,3,NA,NA,2.66641319437078,"Not detected",0.0455,26,117,330.379999999999,330.379999999999,"Sampled","Intermediate","LargeMtn","Mtn","Other","Other"
"526PS0228","Lassen",5526.610801,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.17921359,-121.1629131,1122.880005,1.2778,46620.10156,-0.4196,0.179,1816.400024,0.2573,0.0326,4.0878,948.235585,1260.119995,3.3567,0.0201,4165.0742,6.0445,"Perennial",28.582,11.1767,0.3306,0,0.7749,0.3015,0,0.0477,0.0019,1.475632689,0.613089639,1.729173504,0,4,27,0.777653328,0.053792361,0,5,0,930,0.82,FALSE,TRUE,124.6437,0.0345,0.0106,0.1411,8.4765,570.1774,289.9617,75.0178,9.9152,164.0708,0,0,0,0,100,12.68052,2383,3,NA,NA,2.97691624931573,"Detected",0.82,30,152.135416666667,595.165277777778,595.165277777778,"Sampled","Intermediate","LargeMtn","Mtn","Other","Other"
"526PS0344","Modoc",5526.630202,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.42410355,-121.0034675,553.7199707,1.4591,42053.80078,-0.4577,0.18,1717.599976,0.2741,0.0075,1.0772,130.749802,1309.280029,3.6874,0.0179,4277.1865,6.4174,"Perennial",0,0,0.444,0,0,0.7014,0,0,0.0089,0,0.819135799,0.931704235,0,0,1,0,0,0,0,0,336,1.681909091,FALSE,TRUE,125.4776,0.0367,0.0115,0.1501,7.8013,509.0304,287.1602,80.1901,10.042,168.2327,0,0,0,0,100,16.47354,1863,4,NA,NA,2.11644103986916,"Not detected",1.681909091,32,166.473076923077,596.410227272727,596.410227272727,"Sampled","Intermediate","LargeMtn","Mtn","Other","Other"
"526PS0356","Lassen",5526.610801,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.17726546,-121.1628287,1122.900024,1.2777,46620.10156,-0.4191,0.1791,1816.400024,0.2573,0.0327,4.0878,948.379925,1260.099976,3.3563,0.0201,4164.6738,6.0438,"Perennial",22.7407,11.871,0.3352,0,0.6127,0.3015,0,0,0.0019,1.741908975,0.572057259,1.729146676,0,3,27,0.776764767,0.053163213,0,5,0,171,1.462136364,FALSE,TRUE,124.6231,0.0345,0.0106,0.1411,8.4765,570.1774,289.9617,75.0178,9.9152,164.0708,0,0,0,0,100,12.68052,2383,3,NA,NA,2.9769823523981,"Detected",1.462136364,30,152.135416666667,595.165277777778,595.165277777778,"Sampled","Intermediate","LargeMtn","Mtn","Other","Other"
"526PS0396","Modoc",5526.520402,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.37827034,-120.4141952,1097.819946,1.3415,36353.69922,-0.3793,0.159,1664.900024,0.2794,0.0086,7.8165,69.279857,1543.180054,3.8683,0.0188,5846.5122,6.6119,"Perennial",0,0,0.1,0,0,0,0,0,0,0.960962753,0.85753348,0.727931867,1,5,12,0,0,0,0,0,138,1.5,FALSE,TRUE,134.1835,0.0436,0.014,0.175,12.1829,593.1111,259.9878,93.1542,11.7757,179.4739,49.7821463,0,0,49.7821463,50.21791509,18.88741,2641,3,NA,NA,1.84060698258644,"Not detected",1.5,23,98,316,316,"Sampled","Reference","MedNorMtn","Mtn","Calibration","RefCal"
"526PS0440","Modoc",5526.530205,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.23104433,-120.3982193,1566.689941,1.3677,34895,-0.2435,0.1782,1675.699951,0.2563,0.0965,4.8006,277.859966,1440.310059,3.3833,0.0276,5913.8979,5.8117,"Perennial",0,0,2.7687,0,0,0.0933,0,0,0,2.005341508,0.449174667,0.632533231,0,0,20,9.545130389,0,0,1,0,125,1.568181818,FALSE,TRUE,109.7044,0.0445,0.0145,0.1778,11.0828,651.0166,249.1183,95.0738,12.6574,178.7247,19.35413755,0,0,19.35413755,80.64583874,1.16686,3007,4,NA,NA,2.44382597823562,"Not detected",1.568181818,24,91,250,250,"Sampled","Intermediate","LargeMtn","Mtn","Other","Other"
"526PS0472","Modoc",5526.520902,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.44633648,-120.5053108,1616.410034,1.399,27627.69922,-0.3451,0.1857,1797.300049,0.2538,0.0886,3.0166,70.103082,1330.589966,3.3659,0.0256,5742.3594,5.8243,"Perennial",49.1461,54.0723,5.8476,0,0,0,0,0,0,0.743397946,0.978713968,0.404771407,4,16,22,0,0,0,0,0,157,1.41,FALSE,TRUE,112.9747,0.0437,0.0139,0.1748,11.4024,670.5652,252.3902,94.8312,12.2684,180.3047,79.5940758,0,0,79.5940758,20.40595028,20.49387,2947,3,NA,NA,1.84573711163528,"Not detected",1.41,24,96,249.62,249.62,"Sampled","Stressed","MedNorMtn","Mtn","Calibration","StressCal"
"526PS0504","Lassen",5526.530101,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.18090506,-120.2097441,699.0699463,1.2639,63118.80078,-0.3316,0.1834,1215.599976,0.2837,0.008,4.3405,50.424724,2029.930054,4.0046,0.0197,6194.4648,6.7368,"Perennial",0,0,0,0,0,0,0,0,0,0.577719142,0.832560713,0.745851961,0,1,1,0,0,0,0,0,108.8,1.681818182,FALSE,TRUE,139.9205,0.0455,0.0147,0.1797,11.9831,742.1652,230.4068,97.6968,13.0516,175.6667,0,0,0,0,100,18.88655,2729,2,NA,NA,1.70264352977811,"Not detected",1.681818182,18.3233333333333,81,201.2575,201.2575,"Sampled","Intermediate","MedNorMtn","Mtn","Other","Other"
"526PS0756","Modoc",5526.610801,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.19593996,-120.9836015,887.9699707,1.4518,33894.69922,-0.5643,0.1758,1787.900024,0.2456,0.0412,2.0509,803.503472,1274.030029,3.1085,0.0249,4562.8701,5.5774,"Perennial",100,18.8089,3.2074,0,5.5562,0.7798,0,0.7763,0.033,0,2.004133113,0.864435832,0,20,66,0,0,0,0,0,NA,NA,FALSE,TRUE,99.8896,0.0389,0.0134,0.1619,9.8423,462.8683,274.2979,77.2966,9.4401,174.6716,0,0,0,0,100,58.69967,2162,4,NA,NA,2.90498775772311,"Detected",0,32,163.950592885375,483.992727272727,483.992727272727,"Sampled","Stressed","LargeMtn","Mtn","Calibration","StressCal"
"526PS0764","Shasta",5526.140202,"Deserts_Modoc","DM","DM","DM","DMmo",9,78,40.89499427,-121.9440059,585.9099731,1.2082,143427.4063,-0.3401,0.157,2211.899902,0.2784,0.0095,2.475,26.849714,538.0900269,3.9229,0.0218,4922.3926,6.5691,"Perennial",0,0,0,0,4.0442,2.1924,0,0,0,0.329924161,3.686070961,3.370374241,0,1,1,0,0,0,0,0,NA,NA,FALSE,TRUE,138.0413,0.0322,0.0114,0.1389,8.625,1868.8064,320.25,78.0238,11.381,129.3882,0,0,0,0,100,19.03664,1124,2,NA,NA,1.4289396640064,"Not detected",0,25.305,110,359.441578947368,359.441578947368,"Sampled","Intermediate","MedNorMtn","Mtn","Other","Other"
"526PS0808","Modoc",5526.510501,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.49095728,-120.7907142,251.0400391,1.414,33756.39844,-0.3962,0.2035,1748.900024,0.2664,0.0105,0.9637,54.326712,1323.959961,3.5293,0.0267,3852.144,6.2579,"Perennial",16.6227,14.3306,5.2105,0,0,0,0,0,0,0.582082416,0.72115119,0.304282378,0,0,0,0,0,0,0,0,NA,NA,FALSE,TRUE,130.9098,0.0391,0.0121,0.1584,6.9848,363.2213,297.8788,78.1446,9.9759,167.2143,0,0,0,0,100,2.16645,1575,2,NA,NA,1.7350134211488,"Not detected",0,27,171,598.910655737705,598.910655737705,"Sampled","Intermediate","MedNorMtn","Mtn","Other","Other"
"526PS0948","Modoc",5526.640304,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.20772678,-120.9330854,880,1.463833333,34765.60156,-0.650233333,0.186,1765.900024,0.1882,0.0375,1.601666667,659.5087239,1281.939941,2.270066667,0.0475,4153.5761,4.6769,"Perennial",46.6863,26.7203,2.5093,7.6583,1.3314,0.5935,0,0.1176,0.0109,1.908345668,1.066727039,0.78915122,3,18,43,0,0,0,0,0,NA,NA,FALSE,TRUE,95.82436667,0.038033333,0.038033333,0.1588,9.308966667,439.8947,287.0305667,72.42776667,8.588533333,173.9407667,NA,NA,NA,NA,100,57.07815,2162,4,NA,NA,2.81922054471418,"Detected",0,26,171,598.462903225806,598.462903225806,"Sampled","Stressed","LargeMtn","Mtn","Validation","StressVal"
"526PS1036","Modoc",5526.520106,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.55120788,-120.4541078,1158,1.427733333,30135.40039,0.448766667,0.224766667,1732,0.2068,0.3461,2.4015,408.2451072,1357.109985,2.4469,0.053566667,4156.7478,4.2644,"Perennial",0,0,8.5668,5.3503,2.1032,1.172,0,0.3549,0.065,1.466336336,1.238050448,0.558104521,1,3,69,0,0,0,1,0,NA,NA,FALSE,TRUE,67.506,0.043066667,0.043066667,0.1713,9.786566667,470.6434667,292.7109667,78.4665,9.520166667,169.7788667,75.48215327,NA,NA,75.48215327,24.51784673,57.93173,2515,4,NA,NA,2.61092098843926,"Not detected",0,26,171.04,733.466666666667,733.466666666667,"Sampled","Intermediate","LargeMtn","Mtn","Other","Other"
"526PSCBBL","Lassen",5526.530403,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.16706555,-120.3020157,444.4499512,1.2908,48574.89844,-0.3477,0.1242,1454.199951,0.2759,0.0079,15.0934,27.083694,1795.550049,3.9717,0.0196,5808.1533,6.6953,"Perennial",0,0,0,0,0,0,0,0,0,2.40746725,0.98394865,0.910831775,0,2,2,0,0,0,0,0,106.7,0.14,FALSE,TRUE,138.1802,0.0446,0.0146,0.1773,12.5152,657.9492,249.0606,93.7857,11.8452,176.037,0,0,0,0,100,7.87068,2240,3,NA,NA,1.43270789835895,"Not detected",0.14,15,92,262.15880952381,262.15880952381,"Sampled","Intermediate","MedNorMtn","Mtn","Other","Other"
"526WE0506","Modoc",5526.530205,"Deserts_Modoc","DM","DM","DM","DMmo",9,9,41.22915169,-120.4051556,1578.199951,1.3677,33019.19922,-0.2437,0.1782,1671.300049,0.2563,0.0965,4.8006,277.954394,1428.800049,3.383,0.0276,5913.8979,5.8114,"Perennial",0,0,2.7676,0,0,0.0932,0,0,0,1.04083049,0.51811424,0.632034904,0,0,19,9.544650092,0,0,1,0,91,1.818190909,FALSE,TRUE,109.6898,0.0445,0.0145,0.1778,11.0828,651.0166,249.1183,95.0564,12.6544,178.7218,19.35130405,0,0,19.35130405,80.64869793,1.16686,3007,4,NA,NA,2.44397354390748,"Not detected",1.818190909,24,91,250,250,"Sampled","Intermediate","LargeMtn","Mtn","Other","Other"
"526WE0744","Shasta",5526.330101,"West_Sierra","SNws","SN","SNws","SNws",5,4,40.81520982,-121.7231536,1440.72998,1.1559,105260.2031,-0.1271,0.1493,1802.300049,0.2676,0.0871,4.6162,152.16065,1197.27002,3.6739,0.0265,5802.9746,6.2562,"Perennial",0,0,0,0,0.786,0.5217,0,0.0979,0.0195,4.193007318,3.285528693,1.990963689,0,3,4,0,0,0,0,0,110,0.666672727,FALSE,TRUE,126.8172,0.0343,0.0141,0.1534,7.4754,1334.7587,269.8962,104.0149,14.6468,165.2255,0,0,0,0,100,82.13168,2638,3,NA,NA,2.18230235481686,"Not detected",0.666672727,19.9366666666667,66.2258064516129,209.091538461538,209.091538461538,"Sampled","Intermediate","LargeMtn","Mtn","Other","Other"
