"","StationCode","SampleDate","variable","type","value"
"32595","404S22464","2009-05-19","CFC_LWD","result","1"
"32596","901S00313","2009-04-30","CFC_LWD","result","1"
"32597","901S00469","2009-05-13","CFC_LWD","result","1"
"32598","901S00531","2009-05-07","CFC_LWD","result","0"
"32599","901S00997","2009-05-14","CFC_LWD","result","0"
"32600","901S01705","2009-05-14","CFC_LWD","result","0"
"32601","901S01811","2009-05-07","CFC_LWD","result","0"
"32602","901S06030","2009-04-30","CFC_LWD","result","0"
"32616","902S00565","2009-04-27","CFC_LWD","result","6"
"32617","902S01097","2009-05-11","CFC_LWD","result","5"
"32632","904S00537","2009-05-04","CFC_LWD","result","7"
"32658","905S01953","2009-04-29","CFC_LWD","result","1"
"32659","907S00577","2009-05-12","CFC_LWD","result","0"
"32660","907S01418","2009-05-12","CFC_LWD","result","0"
"32661","907S01434","2009-05-13","CFC_LWD","result","1"
"32677","911S00538","2009-05-05","CFC_LWD","result","1"
"32678","911S01818","2009-05-06","CFC_LWD","result","1"
"32679","911S02058","2009-05-05","CFC_LWD","result","1"
"32680","911S03354","2009-05-05","CFC_LWD","result","5"
"32681","911S04086","2009-05-06","CFC_LWD","result","0"
"33045","403S00640","2009-06-11","CFC_LTR","result","6"
"33046","403S00772","2009-05-20","CFC_LTR","result","0"
"33047","403S01163","2009-06-08","CFC_LTR","result","10"
"33048","403S01195","2009-06-10","CFC_LTR","result","10"
"33049","403S01272","2009-06-09","CFC_LTR","result","9"
"33050","403S01784","2009-06-09","CFC_LTR","result","9"
"33051","403S03832","2009-06-08","CFC_LTR","result","2"
"33052","403S14156","2009-06-09","CFC_LTR","result","9"
"33053","404S02920","2009-05-12","CFC_LTR","result","10"
"33054","404S03048","2009-05-13","CFC_LTR","result","10"
"33055","404S05992","2009-05-12","CFC_LTR","result","9"
"33056","404S06456","2009-05-14","CFC_LTR","result","11"
"33057","404S08040","2009-05-12","CFC_LTR","result","0"
"33058","404S08616","2009-05-13","CFC_LTR","result","10"
"33059","404S11406","2009-05-11","CFC_LTR","result","10"
"33060","404S16516","2009-05-18","CFC_LTR","result","11"
"33061","404S17266","2009-05-19","CFC_LTR","result","11"
"33062","404S17664","2009-05-20","CFC_LTR","result","10"
"33063","404S22464","2009-05-19","CFC_LTR","result","11"
"33064","901S00313","2009-04-30","CFC_LTR","result","4"
"33065","901S00469","2009-05-13","CFC_LTR","result","1"
"33066","901S00531","2009-05-07","CFC_LTR","result","0"
"33067","901S00997","2009-05-14","CFC_LTR","result","0"
"33068","901S01705","2009-05-14","CFC_LTR","result","11"
"33069","901S01811","2009-05-07","CFC_LTR","result","1"
"33070","901S06030","2009-04-30","CFC_LTR","result","6"
"33084","902S00565","2009-04-27","CFC_LTR","result","11"
"33085","902S01097","2009-05-11","CFC_LTR","result","10"
"33100","904S00537","2009-05-04","CFC_LTR","result","9"
"33126","905S01953","2009-04-29","CFC_LTR","result","1"
"33127","907S00577","2009-05-12","CFC_LTR","result","0"
"33128","907S01418","2009-05-12","CFC_LTR","result","11"
"33129","907S01434","2009-05-13","CFC_LTR","result","11"
"33145","911S00538","2009-05-05","CFC_LTR","result","9"
"33146","911S01818","2009-05-06","CFC_LTR","result","1"
"33147","911S02058","2009-05-05","CFC_LTR","result","1"
"33148","911S03354","2009-05-05","CFC_LTR","result","0"
"33149","911S04086","2009-05-06","CFC_LTR","result","4"
"33513","403S00640","2009-06-11","CFC_OHV","result","11"
"33514","403S00772","2009-05-20","CFC_OHV","result","11"
"33515","403S01163","2009-06-08","CFC_OHV","result","11"
"33516","403S01195","2009-06-10","CFC_OHV","result","11"
"33517","403S01272","2009-06-09","CFC_OHV","result","11"
"33518","403S01784","2009-06-09","CFC_OHV","result","11"
"33519","403S03832","2009-06-08","CFC_OHV","result","10"
"33520","403S14156","2009-06-09","CFC_OHV","result","11"
"33521","404S02920","2009-05-12","CFC_OHV","result","11"
"33522","404S03048","2009-05-13","CFC_OHV","result","11"
"33523","404S05992","2009-05-12","CFC_OHV","result","11"
"33524","404S06456","2009-05-14","CFC_OHV","result","11"
"33525","404S08040","2009-05-12","CFC_OHV","result","1"
"33526","404S08616","2009-05-13","CFC_OHV","result","11"
"33527","404S11406","2009-05-11","CFC_OHV","result","11"
"33528","404S16516","2009-05-18","CFC_OHV","result","10"
"33529","404S17266","2009-05-19","CFC_OHV","result","11"
"33530","404S17664","2009-05-20","CFC_OHV","result","11"
"33531","404S22464","2009-05-19","CFC_OHV","result","11"
"33532","901S00313","2009-04-30","CFC_OHV","result","8"
"33533","901S00469","2009-05-13","CFC_OHV","result","10"
"33534","901S00531","2009-05-07","CFC_OHV","result","0"
"33535","901S00997","2009-05-14","CFC_OHV","result","4"
"33536","901S01705","2009-05-14","CFC_OHV","result","11"
"33537","901S01811","2009-05-07","CFC_OHV","result","11"
"33538","901S06030","2009-04-30","CFC_OHV","result","11"
"33552","902S00565","2009-04-27","CFC_OHV","result","11"
"33553","902S01097","2009-05-11","CFC_OHV","result","11"
"33568","904S00537","2009-05-04","CFC_OHV","result","10"
"33594","905S01953","2009-04-29","CFC_OHV","result","9"
"33595","907S00577","2009-05-12","CFC_OHV","result","11"
"33596","907S01418","2009-05-12","CFC_OHV","result","11"
"33597","907S01434","2009-05-13","CFC_OHV","result","11"
"33613","911S00538","2009-05-05","CFC_OHV","result","5"
"33614","911S01818","2009-05-06","CFC_OHV","result","8"
"33615","911S02058","2009-05-05","CFC_OHV","result","8"
"33616","911S03354","2009-05-05","CFC_OHV","result","6"
"33617","911S04086","2009-05-06","CFC_OHV","result","9"
"33981","403S00640","2009-06-11","CFC_BRS","result","0"
"33982","403S00772","2009-05-20","CFC_BRS","result","2"
"33983","403S01163","2009-06-08","CFC_BRS","result","5"
"33984","403S01195","2009-06-10","CFC_BRS","result","9"
"33985","403S01272","2009-06-09","CFC_BRS","result","3"
"33986","403S01784","2009-06-09","CFC_BRS","result","3"
"33987","403S03832","2009-06-08","CFC_BRS","result","2"
"33988","403S14156","2009-06-09","CFC_BRS","result","1"
"33989","404S02920","2009-05-12","CFC_BRS","result","11"
"33990","404S03048","2009-05-13","CFC_BRS","result","11"
"33991","404S05992","2009-05-12","CFC_BRS","result","11"
"33992","404S06456","2009-05-14","CFC_BRS","result","11"
"33993","404S08040","2009-05-12","CFC_BRS","result","1"
"33994","404S08616","2009-05-13","CFC_BRS","result","9"
"33995","404S11406","2009-05-11","CFC_BRS","result","11"
"33996","404S16516","2009-05-18","CFC_BRS","result","11"
"33997","404S17266","2009-05-19","CFC_BRS","result","10"
"33998","404S17664","2009-05-20","CFC_BRS","result","11"
"33999","404S22464","2009-05-19","CFC_BRS","result","9"
"34000","901S00313","2009-04-30","CFC_BRS","result","11"
"34001","901S00469","2009-05-13","CFC_BRS","result","10"
"34002","901S00531","2009-05-07","CFC_BRS","result","2"
"34003","901S00997","2009-05-14","CFC_BRS","result","4"
"34004","901S01705","2009-05-14","CFC_BRS","result","11"
"34005","901S01811","2009-05-07","CFC_BRS","result","6"
"34006","901S06030","2009-04-30","CFC_BRS","result","10"
"34020","902S00565","2009-04-27","CFC_BRS","result","10"
"34021","902S01097","2009-05-11","CFC_BRS","result","11"
"34036","904S00537","2009-05-04","CFC_BRS","result","8"
"34062","905S01953","2009-04-29","CFC_BRS","result","8"
"34063","907S00577","2009-05-12","CFC_BRS","result","8"
"34064","907S01418","2009-05-12","CFC_BRS","result","11"
"34065","907S01434","2009-05-13","CFC_BRS","result","11"
"34081","911S00538","2009-05-05","CFC_BRS","result","2"
"34082","911S01818","2009-05-06","CFC_BRS","result","8"
"34083","911S02058","2009-05-05","CFC_BRS","result","10"
"34084","911S03354","2009-05-05","CFC_BRS","result","10"
"34085","911S04086","2009-05-06","CFC_BRS","result","0"
"34449","403S00640","2009-06-11","CFC_UCB","result","7"
"34450","403S00772","2009-05-20","CFC_UCB","result","0"
"34451","403S01163","2009-06-08","CFC_UCB","result","11"
"34452","403S01195","2009-06-10","CFC_UCB","result","9"
"34453","403S01272","2009-06-09","CFC_UCB","result","11"
"34454","403S01784","2009-06-09","CFC_UCB","result","7"
"34455","403S03832","2009-06-08","CFC_UCB","result","4"
"34456","403S14156","2009-06-09","CFC_UCB","result","11"
"34457","404S02920","2009-05-12","CFC_UCB","result","2"
"34458","404S03048","2009-05-13","CFC_UCB","result","9"
"34459","404S05992","2009-05-12","CFC_UCB","result","10"
"34460","404S06456","2009-05-14","CFC_UCB","result","7"
"34461","404S08040","2009-05-12","CFC_UCB","result","0"
"34462","404S08616","2009-05-13","CFC_UCB","result","4"
"34463","404S11406","2009-05-11","CFC_UCB","result","9"
"34464","404S16516","2009-05-18","CFC_UCB","result","9"
"34465","404S17266","2009-05-19","CFC_UCB","result","8"
"34466","404S17664","2009-05-20","CFC_UCB","result","0"
"34467","404S22464","2009-05-19","CFC_UCB","result","10"
"34468","901S00313","2009-04-30","CFC_UCB","result","0"
"34469","901S00469","2009-05-13","CFC_UCB","result","2"
"34470","901S00531","2009-05-07","CFC_UCB","result","0"
"34471","901S00997","2009-05-14","CFC_UCB","result","2"
"34472","901S01705","2009-05-14","CFC_UCB","result","0"
"34473","901S01811","2009-05-07","CFC_UCB","result","0"
"34474","901S06030","2009-04-30","CFC_UCB","result","0"
"34488","902S00565","2009-04-27","CFC_UCB","result","0"
"34489","902S01097","2009-05-11","CFC_UCB","result","5"
"34504","904S00537","2009-05-04","CFC_UCB","result","8"
"34530","905S01953","2009-04-29","CFC_UCB","result","0"
"34531","907S00577","2009-05-12","CFC_UCB","result","5"
"34532","907S01418","2009-05-12","CFC_UCB","result","0"
"34533","907S01434","2009-05-13","CFC_UCB","result","0"
"34549","911S00538","2009-05-05","CFC_UCB","result","0"
"34550","911S01818","2009-05-06","CFC_UCB","result","0"
"34551","911S02058","2009-05-05","CFC_UCB","result","0"
"34552","911S03354","2009-05-05","CFC_UCB","result","0"
"34553","911S04086","2009-05-06","CFC_UCB","result","1"
"34917","403S00640","2009-06-11","CFC_ALL_EMAP","result","4"
"34918","403S00772","2009-05-20","CFC_ALL_EMAP","result","5"
"34919","403S01163","2009-06-08","CFC_ALL_EMAP","result","7"
"34920","403S01195","2009-06-10","CFC_ALL_EMAP","result","7"
"34921","403S01272","2009-06-09","CFC_ALL_EMAP","result","6"
"34922","403S01784","2009-06-09","CFC_ALL_EMAP","result","6"
"34923","403S03832","2009-06-08","CFC_ALL_EMAP","result","7"
"34924","403S14156","2009-06-09","CFC_ALL_EMAP","result","6"
"34925","404S02920","2009-05-12","CFC_ALL_EMAP","result","5"
"34926","404S03048","2009-05-13","CFC_ALL_EMAP","result","8"
"34927","404S05992","2009-05-12","CFC_ALL_EMAP","result","8"
"34928","404S06456","2009-05-14","CFC_ALL_EMAP","result","7"
"34929","404S08040","2009-05-12","CFC_ALL_EMAP","result","4"
"34930","404S08616","2009-05-13","CFC_ALL_EMAP","result","8"
"34931","404S11406","2009-05-11","CFC_ALL_EMAP","result","7"
"34932","404S16516","2009-05-18","CFC_ALL_EMAP","result","8"
"34933","404S17266","2009-05-19","CFC_ALL_EMAP","result","7"
"34934","404S17664","2009-05-20","CFC_ALL_EMAP","result","6"
"34935","404S22464","2009-05-19","CFC_ALL_EMAP","result","8"
"34936","901S00313","2009-04-30","CFC_ALL_EMAP","result","6"
"34937","901S00469","2009-05-13","CFC_ALL_EMAP","result","7"
"34938","901S00531","2009-05-07","CFC_ALL_EMAP","result","2"
"34939","901S00997","2009-05-14","CFC_ALL_EMAP","result","7"
"34940","901S01705","2009-05-14","CFC_ALL_EMAP","result","5"
"34941","901S01811","2009-05-07","CFC_ALL_EMAP","result","6"
"34942","901S06030","2009-04-30","CFC_ALL_EMAP","result","5"
"34956","902S00565","2009-04-27","CFC_ALL_EMAP","result","6"
"34957","902S01097","2009-05-11","CFC_ALL_EMAP","result","8"
"34972","904S00537","2009-05-04","CFC_ALL_EMAP","result","8"
"34998","905S01953","2009-04-29","CFC_ALL_EMAP","result","6"
"34999","907S00577","2009-05-12","CFC_ALL_EMAP","result","6"
"35000","907S01418","2009-05-12","CFC_ALL_EMAP","result","5"
"35001","907S01434","2009-05-13","CFC_ALL_EMAP","result","6"
"35017","911S00538","2009-05-05","CFC_ALL_EMAP","result","6"
"35018","911S01818","2009-05-06","CFC_ALL_EMAP","result","6"
"35019","911S02058","2009-05-05","CFC_ALL_EMAP","result","6"
"35020","911S03354","2009-05-05","CFC_ALL_EMAP","result","6"
"35021","911S04086","2009-05-06","CFC_ALL_EMAP","result","4"
"35385","403S00640","2009-06-11","CFC_ALL_SWAMP","result","5"
"35386","403S00772","2009-05-20","CFC_ALL_SWAMP","result","5"
"35387","403S01163","2009-06-08","CFC_ALL_SWAMP","result","8"
"35388","403S01195","2009-06-10","CFC_ALL_SWAMP","result","8"
"35389","403S01272","2009-06-09","CFC_ALL_SWAMP","result","7"
"35390","403S01784","2009-06-09","CFC_ALL_SWAMP","result","7"
"35391","403S03832","2009-06-08","CFC_ALL_SWAMP","result","8"
"35392","403S14156","2009-06-09","CFC_ALL_SWAMP","result","7"
"35393","404S02920","2009-05-12","CFC_ALL_SWAMP","result","6"
"35394","404S03048","2009-05-13","CFC_ALL_SWAMP","result","9"
"35395","404S05992","2009-05-12","CFC_ALL_SWAMP","result","9"
"35396","404S06456","2009-05-14","CFC_ALL_SWAMP","result","8"
"35397","404S08040","2009-05-12","CFC_ALL_SWAMP","result","4"
"35398","404S08616","2009-05-13","CFC_ALL_SWAMP","result","9"
"35399","404S11406","2009-05-11","CFC_ALL_SWAMP","result","8"
"35400","404S16516","2009-05-18","CFC_ALL_SWAMP","result","9"
"35401","404S17266","2009-05-19","CFC_ALL_SWAMP","result","8"
"35402","404S17664","2009-05-20","CFC_ALL_SWAMP","result","7"
"35403","404S22464","2009-05-19","CFC_ALL_SWAMP","result","9"
"35404","901S00313","2009-04-30","CFC_ALL_SWAMP","result","7"
"35405","901S00469","2009-05-13","CFC_ALL_SWAMP","result","8"
"35406","901S00531","2009-05-07","CFC_ALL_SWAMP","result","2"
"35407","901S00997","2009-05-14","CFC_ALL_SWAMP","result","7"
"35408","901S01705","2009-05-14","CFC_ALL_SWAMP","result","6"
"35409","901S01811","2009-05-07","CFC_ALL_SWAMP","result","7"
"35410","901S06030","2009-04-30","CFC_ALL_SWAMP","result","6"
"35424","902S00565","2009-04-27","CFC_ALL_SWAMP","result","7"
"35425","902S01097","2009-05-11","CFC_ALL_SWAMP","result","9"
"35440","904S00537","2009-05-04","CFC_ALL_SWAMP","result","9"
"35466","905S01953","2009-04-29","CFC_ALL_SWAMP","result","7"
"35467","907S00577","2009-05-12","CFC_ALL_SWAMP","result","6"
"35468","907S01418","2009-05-12","CFC_ALL_SWAMP","result","6"
"35469","907S01434","2009-05-13","CFC_ALL_SWAMP","result","7"
"35485","911S00538","2009-05-05","CFC_ALL_SWAMP","result","7"
"35486","911S01818","2009-05-06","CFC_ALL_SWAMP","result","7"
"35487","911S02058","2009-05-05","CFC_ALL_SWAMP","result","7"
"35488","911S03354","2009-05-05","CFC_ALL_SWAMP","result","6"
"35489","911S04086","2009-05-06","CFC_ALL_SWAMP","result","5"
"35853","403S00640","2009-06-11","XSLOPE","result","0.62"
"35854","403S00772","2009-05-20","XSLOPE","result","1.11333333333333"
"35855","403S01163","2009-06-08","XSLOPE","result","2.03333333333333"
"35856","403S01195","2009-06-10","XSLOPE","result","0.98"
"35857","403S01272","2009-06-09","XSLOPE","result","0.153333333333333"
"35858","403S01784","2009-06-09","XSLOPE","result","0.4"
"35859","403S03832","2009-06-08","XSLOPE","result","0.666666666666666"
"35860","403S14156","2009-06-09","XSLOPE","result","0.753333333333334"
"35861","404S02920","2009-05-12","XSLOPE","result","1.01333333333333"
"35862","404S03048","2009-05-13","XSLOPE","result","2.96666666666667"
"35863","404S05992","2009-05-12","XSLOPE","result","0.4"
"35864","404S06456","2009-05-14","XSLOPE","result","1.16"
"35865","404S08040","2009-05-12","XSLOPE","result","1.38"
"35866","404S08616","2009-05-13","XSLOPE","result","0.746666666666666"
"35867","404S11406","2009-05-11","XSLOPE","result","0.58"
"35868","404S16516","2009-05-18","XSLOPE","result","0.859999999999999"
"35869","404S17266","2009-05-19","XSLOPE","result","NaN"
"35870","404S17664","2009-05-20","XSLOPE","result","0.860000000000001"
"35871","404S22464","2009-05-19","XSLOPE","result","1.06666666666667"
"35872","901S00313","2009-04-30","XSLOPE","result","3.63636363636364"
"35873","901S00469","2009-05-13","XSLOPE","result","1.5"
"35874","901S00531","2009-05-07","XSLOPE","result","2"
"35875","901S00997","2009-05-14","XSLOPE","result","0.0102"
"35876","901S01705","2009-05-14","XSLOPE","result","2.45"
"35877","901S01811","2009-05-07","XSLOPE","result","1.2"
"35878","901S06030","2009-04-30","XSLOPE","result","1.7"
"35892","902S00565","2009-04-27","XSLOPE","result","1.85"
"35893","902S01097","2009-05-11","XSLOPE","result","1.2"
"35908","904S00537","2009-05-04","XSLOPE","result","2.47916666666667"
"35934","905S01953","2009-04-29","XSLOPE","result","2"
"35935","907S00577","2009-05-12","XSLOPE","result","4.25"
"35936","907S01418","2009-05-12","XSLOPE","result","5.75"
"35937","907S01434","2009-05-13","XSLOPE","result","6.59090909090909"
"35955","911S00538","2009-05-05","XSLOPE","result","2.35"
"35956","911S01818","2009-05-06","XSLOPE","result","1.06090909090909"
"35957","911S02058","2009-05-05","XSLOPE","result","3.9"
"35958","911S03354","2009-05-05","XSLOPE","result","1.45454545454545"
"35959","911S04086","2009-05-06","XSLOPE","result","1.75"
"36324","403S00640","2009-06-11","XSLOPE","count","10"
"36325","403S00772","2009-05-20","XSLOPE","count","10"
"36326","403S01163","2009-06-08","XSLOPE","count","10"
"36327","403S01195","2009-06-10","XSLOPE","count","10"
"36328","403S01272","2009-06-09","XSLOPE","count","10"
"36329","403S01784","2009-06-09","XSLOPE","count","10"
"36330","403S03832","2009-06-08","XSLOPE","count","10"
"36331","403S14156","2009-06-09","XSLOPE","count","10"
"36332","404S02920","2009-05-12","XSLOPE","count","10"
"36333","404S03048","2009-05-13","XSLOPE","count","10"
"36334","404S05992","2009-05-12","XSLOPE","count","10"
"36335","404S06456","2009-05-14","XSLOPE","count","10"
"36336","404S08040","2009-05-12","XSLOPE","count","10"
"36337","404S08616","2009-05-13","XSLOPE","count","10"
"36338","404S11406","2009-05-11","XSLOPE","count","10"
"36339","404S16516","2009-05-18","XSLOPE","count","10"
"36340","404S17266","2009-05-19","XSLOPE","count","0"
"36341","404S17664","2009-05-20","XSLOPE","count","10"
"36342","404S22464","2009-05-19","XSLOPE","count","10"
"36343","901S00313","2009-04-30","XSLOPE","count","11"
"36344","901S00469","2009-05-13","XSLOPE","count","11"
"36345","901S00531","2009-05-07","XSLOPE","count","10"
"36346","901S00997","2009-05-14","XSLOPE","count","10"
"36347","901S01705","2009-05-14","XSLOPE","count","10"
"36348","901S01811","2009-05-07","XSLOPE","count","10"
"36349","901S06030","2009-04-30","XSLOPE","count","10"
"36363","902S00565","2009-04-27","XSLOPE","count","10"
"36364","902S01097","2009-05-11","XSLOPE","count","10"
"36379","904S00537","2009-05-04","XSLOPE","count","12"
"36405","905S01953","2009-04-29","XSLOPE","count","10"
"36406","907S00577","2009-05-12","XSLOPE","count","15"
"36407","907S01418","2009-05-12","XSLOPE","count","10"
"36408","907S01434","2009-05-13","XSLOPE","count","11"
"36426","911S00538","2009-05-05","XSLOPE","count","10"
"36427","911S01818","2009-05-06","XSLOPE","count","11"
"36428","911S02058","2009-05-05","XSLOPE","count","10"
"36429","911S03354","2009-05-05","XSLOPE","count","11"
"36430","911S04086","2009-05-06","XSLOPE","count","2"
"36795","403S00640","2009-06-11","XSLOPE","sd","0.507766836740868"
"36796","403S00772","2009-05-20","XSLOPE","sd","0.640254578996454"
"36797","403S01163","2009-06-08","XSLOPE","sd","2.78110911350752"
"36798","403S01195","2009-06-10","XSLOPE","sd","1.57356244408415"
"36799","403S01272","2009-06-09","XSLOPE","sd","0.121918815327513"
"36800","403S01784","2009-06-09","XSLOPE","sd","0.0769800358919501"
"36801","403S03832","2009-06-08","XSLOPE","sd","0.782525193851511"
"36802","403S14156","2009-06-09","XSLOPE","sd","0.624638166866365"
"36803","404S02920","2009-05-12","XSLOPE","sd","1.36871571776223"
"36804","404S03048","2009-05-13","XSLOPE","sd","4.46132903854036"
"36805","404S05992","2009-05-12","XSLOPE","sd","0.421637021355784"
"36806","404S06456","2009-05-14","XSLOPE","sd","1.08602798772566"
"36807","404S08040","2009-05-12","XSLOPE","sd","0.133518390095998"
"36808","404S08616","2009-05-13","XSLOPE","sd","0.327806025148192"
"36809","404S11406","2009-05-11","XSLOPE","sd","0.556931629112742"
"36810","404S16516","2009-05-18","XSLOPE","sd","0.786585055402603"
"36811","404S17266","2009-05-19","XSLOPE","sd",NA
"36812","404S17664","2009-05-20","XSLOPE","sd","0.455907722957017"
"36813","404S22464","2009-05-19","XSLOPE","sd","0.613429944081878"
"36814","901S00313","2009-04-30","XSLOPE","sd","2.50090892567991"
"36815","901S00469","2009-05-13","XSLOPE","sd","0.836660026534076"
"36816","901S00531","2009-05-07","XSLOPE","sd","0"
"36817","901S00997","2009-05-14","XSLOPE","sd","0.0268995387541345"
"36818","901S01705","2009-05-14","XSLOPE","sd","1.25720147770974"
"36819","901S01811","2009-05-07","XSLOPE","sd","0.632455532033676"
"36820","901S06030","2009-04-30","XSLOPE","sd","1.25166555703457"
"36834","902S00565","2009-04-27","XSLOPE","sd","0.914391114956347"
"36835","902S01097","2009-05-11","XSLOPE","sd","0.714920352984241"
"36850","904S00537","2009-05-04","XSLOPE","sd","3.69652529308596"
"36876","905S01953","2009-04-29","XSLOPE","sd","1.52752523165195"
"36877","907S00577","2009-05-12","XSLOPE","sd","3.66815446005987"
"36878","907S01418","2009-05-12","XSLOPE","sd","4.16499966653327"
"36879","907S01434","2009-05-13","XSLOPE","sd","3.94219597317397"
"36897","911S00538","2009-05-05","XSLOPE","sd","1.2703892666773"
"36898","911S01818","2009-05-06","XSLOPE","sd","0.812089336778344"
"36899","911S02058","2009-05-05","XSLOPE","sd","3.10733898304571"
"36900","911S03354","2009-05-05","XSLOPE","sd","1.17163444500718"
"36901","911S04086","2009-05-06","XSLOPE","sd","1.06066017177982"
"37266","403S00640","2009-06-11","SLOPE_0","result","50"
"37267","403S00772","2009-05-20","SLOPE_0","result","10"
"37268","403S01163","2009-06-08","SLOPE_0","result","30"
"37269","403S01195","2009-06-10","SLOPE_0","result","50"
"37270","403S01272","2009-06-09","SLOPE_0","result","80"
"37271","403S01784","2009-06-09","SLOPE_0","result","100"
"37272","403S03832","2009-06-08","SLOPE_0","result","60"
"37273","403S14156","2009-06-09","SLOPE_0","result","50"
"37274","404S02920","2009-05-12","SLOPE_0","result","30"
"37275","404S03048","2009-05-13","SLOPE_0","result","10"
"37276","404S05992","2009-05-12","SLOPE_0","result","70"
"37277","404S06456","2009-05-14","SLOPE_0","result","30"
"37278","404S08040","2009-05-12","SLOPE_0","result","0"
"37279","404S08616","2009-05-13","SLOPE_0","result","20"
"37280","404S11406","2009-05-11","SLOPE_0","result","60"
"37281","404S16516","2009-05-18","SLOPE_0","result","50"
"37282","404S17266","2009-05-19","SLOPE_0","result","0"
"37283","404S17664","2009-05-20","SLOPE_0","result","30"
"37284","404S22464","2009-05-19","SLOPE_0","result","20"
"37285","901S00313","2009-04-30","SLOPE_0","result","0"
"37286","901S00469","2009-05-13","SLOPE_0","result","30"
"37287","901S00531","2009-05-07","SLOPE_0","result","0"
"37288","901S00997","2009-05-14","SLOPE_0","result","80"
"37289","901S01705","2009-05-14","SLOPE_0","result","10"
"37290","901S01811","2009-05-07","SLOPE_0","result","0"
"37291","901S06030","2009-04-30","SLOPE_0","result","0"
"37305","902S00565","2009-04-27","SLOPE_0","result","0"
"37306","902S01097","2009-05-11","SLOPE_0","result","40"
"37321","904S00537","2009-05-04","SLOPE_0","result","0"
"37347","905S01953","2009-04-29","SLOPE_0","result","10"
"37348","907S00577","2009-05-12","SLOPE_0","result","10"
"37349","907S01418","2009-05-12","SLOPE_0","result","20"
"37350","907S01434","2009-05-13","SLOPE_0","result","0"
"37368","911S00538","2009-05-05","SLOPE_0","result","20"
"37369","911S01818","2009-05-06","SLOPE_0","result","50"
"37370","911S02058","2009-05-05","SLOPE_0","result","30"
"37371","911S03354","2009-05-05","SLOPE_0","result","30"
"37372","911S04086","2009-05-06","SLOPE_0","result","0"
"37737","403S00640","2009-06-11","SLOPE_0","count","10"
"37738","403S00772","2009-05-20","SLOPE_0","count","10"
"37739","403S01163","2009-06-08","SLOPE_0","count","10"
"37740","403S01195","2009-06-10","SLOPE_0","count","10"
"37741","403S01272","2009-06-09","SLOPE_0","count","10"
"37742","403S01784","2009-06-09","SLOPE_0","count","10"
"37743","403S03832","2009-06-08","SLOPE_0","count","10"
"37744","403S14156","2009-06-09","SLOPE_0","count","10"
"37745","404S02920","2009-05-12","SLOPE_0","count","10"
"37746","404S03048","2009-05-13","SLOPE_0","count","10"
"37747","404S05992","2009-05-12","SLOPE_0","count","10"
"37748","404S06456","2009-05-14","SLOPE_0","count","10"
"37749","404S08040","2009-05-12","SLOPE_0","count","10"
"37750","404S08616","2009-05-13","SLOPE_0","count","10"
"37751","404S11406","2009-05-11","SLOPE_0","count","10"
"37752","404S16516","2009-05-18","SLOPE_0","count","10"
"37753","404S17266","2009-05-19","SLOPE_0","count","0"
"37754","404S17664","2009-05-20","SLOPE_0","count","10"
"37755","404S22464","2009-05-19","SLOPE_0","count","10"
"37756","901S00313","2009-04-30","SLOPE_0","count","11"
"37757","901S00469","2009-05-13","SLOPE_0","count","11"
"37758","901S00531","2009-05-07","SLOPE_0","count","10"
"37759","901S00997","2009-05-14","SLOPE_0","count","10"
"37760","901S01705","2009-05-14","SLOPE_0","count","10"
"37761","901S01811","2009-05-07","SLOPE_0","count","10"
"37762","901S06030","2009-04-30","SLOPE_0","count","10"
"37776","902S00565","2009-04-27","SLOPE_0","count","10"
"37777","902S01097","2009-05-11","SLOPE_0","count","10"
"37792","904S00537","2009-05-04","SLOPE_0","count","12"
"37818","905S01953","2009-04-29","SLOPE_0","count","10"
"37819","907S00577","2009-05-12","SLOPE_0","count","15"
"37820","907S01418","2009-05-12","SLOPE_0","count","10"
"37821","907S01434","2009-05-13","SLOPE_0","count","11"
"37839","911S00538","2009-05-05","SLOPE_0","count","10"
"37840","911S01818","2009-05-06","SLOPE_0","count","11"
"37841","911S02058","2009-05-05","SLOPE_0","count","10"
"37842","911S03354","2009-05-05","SLOPE_0","count","11"
"37843","911S04086","2009-05-06","SLOPE_0","count","2"
"38208","403S00640","2009-06-11","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38209","403S00772","2009-05-20","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38210","403S01163","2009-06-08","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38211","403S01195","2009-06-10","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38212","403S01272","2009-06-09","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38213","403S01784","2009-06-09","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38214","403S03832","2009-06-08","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38215","403S14156","2009-06-09","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38216","404S02920","2009-05-12","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38217","404S03048","2009-05-13","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38218","404S05992","2009-05-12","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
"38219","404S06456","2009-05-14","SLOPE_0","notes","Reach length pulled from analyte 'Reach, length'"
