"","StationCode","SampleDate","variable","type","value"
"65955","911S02058","2009-05-05","W1H_ORVY","result","0"
"65956","911S03354","2009-05-05","W1H_ORVY","result","0"
"65957","911S04086","2009-05-06","W1H_ORVY","result","0"
"66321","403S00640","2009-06-11","W1H_ORVY","count","11"
"66322","403S00772","2009-05-20","W1H_ORVY","count","11"
"66323","403S01163","2009-06-08","W1H_ORVY","count","11"
"66324","403S01195","2009-06-10","W1H_ORVY","count","11"
"66325","403S01272","2009-06-09","W1H_ORVY","count","11"
"66326","403S01784","2009-06-09","W1H_ORVY","count","11"
"66327","403S03832","2009-06-08","W1H_ORVY","count","11"
"66328","403S14156","2009-06-09","W1H_ORVY","count","11"
"66329","404S02920","2009-05-12","W1H_ORVY","count","11"
"66330","404S03048","2009-05-13","W1H_ORVY","count","11"
"66331","404S05992","2009-05-12","W1H_ORVY","count","11"
"66332","404S06456","2009-05-14","W1H_ORVY","count","11"
"66333","404S08040","2009-05-12","W1H_ORVY","count","11"
"66334","404S08616","2009-05-13","W1H_ORVY","count","11"
"66335","404S11406","2009-05-11","W1H_ORVY","count","11"
"66336","404S16516","2009-05-18","W1H_ORVY","count","11"
"66337","404S17266","2009-05-19","W1H_ORVY","count","11"
"66338","404S17664","2009-05-20","W1H_ORVY","count","11"
"66339","404S22464","2009-05-19","W1H_ORVY","count","11"
"66340","901S00313","2009-04-30","W1H_ORVY","count","11"
"66341","901S00469","2009-05-13","W1H_ORVY","count","11"
"66342","901S00531","2009-05-07","W1H_ORVY","count","11"
"66343","901S00997","2009-05-14","W1H_ORVY","count","11"
"66344","901S01705","2009-05-14","W1H_ORVY","count","11"
"66345","901S01811","2009-05-07","W1H_ORVY","count","11"
"66346","901S06030","2009-04-30","W1H_ORVY","count","11"
"66360","902S00565","2009-04-27","W1H_ORVY","count","11"
"66361","902S01097","2009-05-11","W1H_ORVY","count","11"
"66376","904S00537","2009-05-04","W1H_ORVY","count","11"
"66402","905S01953","2009-04-29","W1H_ORVY","count","11"
"66403","907S00577","2009-05-12","W1H_ORVY","count","11"
"66404","907S01418","2009-05-12","W1H_ORVY","count","11"
"66405","907S01434","2009-05-13","W1H_ORVY","count","11"
"66421","911S00538","2009-05-05","W1H_ORVY","count","11"
"66422","911S01818","2009-05-06","W1H_ORVY","count","11"
"66423","911S02058","2009-05-05","W1H_ORVY","count","11"
"66424","911S03354","2009-05-05","W1H_ORVY","count","11"
"66425","911S04086","2009-05-06","W1H_ORVY","count","11"
"66789","403S00640","2009-06-11","W1H_ORVY","sd","0"
"66790","403S00772","2009-05-20","W1H_ORVY","sd","0"
"66791","403S01163","2009-06-08","W1H_ORVY","sd","0"
"66792","403S01195","2009-06-10","W1H_ORVY","sd","0"
"66793","403S01272","2009-06-09","W1H_ORVY","sd","0"
"66794","403S01784","2009-06-09","W1H_ORVY","sd","0"
"66795","403S03832","2009-06-08","W1H_ORVY","sd","0"
"66796","403S14156","2009-06-09","W1H_ORVY","sd","0"
"66797","404S02920","2009-05-12","W1H_ORVY","sd","0"
"66798","404S03048","2009-05-13","W1H_ORVY","sd","0"
"66799","404S05992","2009-05-12","W1H_ORVY","sd","0"
"66800","404S06456","2009-05-14","W1H_ORVY","sd","0"
"66801","404S08040","2009-05-12","W1H_ORVY","sd","0"
"66802","404S08616","2009-05-13","W1H_ORVY","sd","0"
"66803","404S11406","2009-05-11","W1H_ORVY","sd","0"
"66804","404S16516","2009-05-18","W1H_ORVY","sd","0"
"66805","404S17266","2009-05-19","W1H_ORVY","sd","0"
"66806","404S17664","2009-05-20","W1H_ORVY","sd","0"
"66807","404S22464","2009-05-19","W1H_ORVY","sd","0"
"66808","901S00313","2009-04-30","W1H_ORVY","sd","0"
"66809","901S00469","2009-05-13","W1H_ORVY","sd","0"
"66810","901S00531","2009-05-07","W1H_ORVY","sd","0"
"66811","901S00997","2009-05-14","W1H_ORVY","sd","0"
"66812","901S01705","2009-05-14","W1H_ORVY","sd","0"
"66813","901S01811","2009-05-07","W1H_ORVY","sd","0"
"66814","901S06030","2009-04-30","W1H_ORVY","sd","0"
"66828","902S00565","2009-04-27","W1H_ORVY","sd","0"
"66829","902S01097","2009-05-11","W1H_ORVY","sd","0"
"66844","904S00537","2009-05-04","W1H_ORVY","sd","0"
"66870","905S01953","2009-04-29","W1H_ORVY","sd","0"
"66871","907S00577","2009-05-12","W1H_ORVY","sd","0"
"66872","907S01418","2009-05-12","W1H_ORVY","sd","0"
"66873","907S01434","2009-05-13","W1H_ORVY","sd","0"
"66889","911S00538","2009-05-05","W1H_ORVY","sd","0"
"66890","911S01818","2009-05-06","W1H_ORVY","sd","0"
"66891","911S02058","2009-05-05","W1H_ORVY","sd","0"
"66892","911S03354","2009-05-05","W1H_ORVY","sd","0"
"66893","911S04086","2009-05-06","W1H_ORVY","sd","0"
"67257","403S00640","2009-06-11","W1H_PARK","result","0"
"67258","403S00772","2009-05-20","W1H_PARK","result","0"
"67259","403S01163","2009-06-08","W1H_PARK","result","0"
"67260","403S01195","2009-06-10","W1H_PARK","result","0"
"67261","403S01272","2009-06-09","W1H_PARK","result","0"
"67262","403S01784","2009-06-09","W1H_PARK","result","0"
"67263","403S03832","2009-06-08","W1H_PARK","result","0"
"67264","403S14156","2009-06-09","W1H_PARK","result","0"
"67265","404S02920","2009-05-12","W1H_PARK","result","0"
"67266","404S03048","2009-05-13","W1H_PARK","result","0.212227272727273"
"67267","404S05992","2009-05-12","W1H_PARK","result","0.515409090909091"
"67268","404S06456","2009-05-14","W1H_PARK","result","0"
"67269","404S08040","2009-05-12","W1H_PARK","result","0"
"67270","404S08616","2009-05-13","W1H_PARK","result","0"
"67271","404S11406","2009-05-11","W1H_PARK","result","0"
"67272","404S16516","2009-05-18","W1H_PARK","result","0.0606363636363636"
"67273","404S17266","2009-05-19","W1H_PARK","result","0"
"67274","404S17664","2009-05-20","W1H_PARK","result","0"
"67275","404S22464","2009-05-19","W1H_PARK","result","0.0303181818181818"
"67276","901S00313","2009-04-30","W1H_PARK","result","0"
"67277","901S00469","2009-05-13","W1H_PARK","result","0"
"67278","901S00531","2009-05-07","W1H_PARK","result","0"
"67279","901S00997","2009-05-14","W1H_PARK","result","0.363636363636364"
"67280","901S01705","2009-05-14","W1H_PARK","result","0"
"67281","901S01811","2009-05-07","W1H_PARK","result","0.151590909090909"
"67282","901S06030","2009-04-30","W1H_PARK","result","0.181909090909091"
"67296","902S00565","2009-04-27","W1H_PARK","result","0"
"67297","902S01097","2009-05-11","W1H_PARK","result","0.0303181818181818"
"67312","904S00537","2009-05-04","W1H_PARK","result","0.401545454545455"
"67338","905S01953","2009-04-29","W1H_PARK","result","0"
"67339","907S00577","2009-05-12","W1H_PARK","result","0"
"67340","907S01418","2009-05-12","W1H_PARK","result","0"
"67341","907S01434","2009-05-13","W1H_PARK","result","0"
"67357","911S00538","2009-05-05","W1H_PARK","result","0"
"67358","911S01818","2009-05-06","W1H_PARK","result","0.0454545454545455"
"67359","911S02058","2009-05-05","W1H_PARK","result","0"
"67360","911S03354","2009-05-05","W1H_PARK","result","0"
"67361","911S04086","2009-05-06","W1H_PARK","result","0"
"67725","403S00640","2009-06-11","W1H_PARK","count","11"
"67726","403S00772","2009-05-20","W1H_PARK","count","11"
"67727","403S01163","2009-06-08","W1H_PARK","count","11"
"67728","403S01195","2009-06-10","W1H_PARK","count","11"
"67729","403S01272","2009-06-09","W1H_PARK","count","11"
"67730","403S01784","2009-06-09","W1H_PARK","count","11"
"67731","403S03832","2009-06-08","W1H_PARK","count","11"
"67732","403S14156","2009-06-09","W1H_PARK","count","11"
"67733","404S02920","2009-05-12","W1H_PARK","count","11"
"67734","404S03048","2009-05-13","W1H_PARK","count","11"
"67735","404S05992","2009-05-12","W1H_PARK","count","11"
"67736","404S06456","2009-05-14","W1H_PARK","count","11"
"67737","404S08040","2009-05-12","W1H_PARK","count","11"
"67738","404S08616","2009-05-13","W1H_PARK","count","11"
"67739","404S11406","2009-05-11","W1H_PARK","count","11"
"67740","404S16516","2009-05-18","W1H_PARK","count","11"
"67741","404S17266","2009-05-19","W1H_PARK","count","11"
"67742","404S17664","2009-05-20","W1H_PARK","count","11"
"67743","404S22464","2009-05-19","W1H_PARK","count","11"
"67744","901S00313","2009-04-30","W1H_PARK","count","11"
"67745","901S00469","2009-05-13","W1H_PARK","count","11"
"67746","901S00531","2009-05-07","W1H_PARK","count","11"
"67747","901S00997","2009-05-14","W1H_PARK","count","11"
"67748","901S01705","2009-05-14","W1H_PARK","count","11"
"67749","901S01811","2009-05-07","W1H_PARK","count","11"
"67750","901S06030","2009-04-30","W1H_PARK","count","11"
"67764","902S00565","2009-04-27","W1H_PARK","count","11"
"67765","902S01097","2009-05-11","W1H_PARK","count","11"
"67780","904S00537","2009-05-04","W1H_PARK","count","11"
"67806","905S01953","2009-04-29","W1H_PARK","count","11"
"67807","907S00577","2009-05-12","W1H_PARK","count","11"
"67808","907S01418","2009-05-12","W1H_PARK","count","11"
"67809","907S01434","2009-05-13","W1H_PARK","count","11"
"67825","911S00538","2009-05-05","W1H_PARK","count","11"
"67826","911S01818","2009-05-06","W1H_PARK","count","11"
"67827","911S02058","2009-05-05","W1H_PARK","count","11"
"67828","911S03354","2009-05-05","W1H_PARK","count","11"
"67829","911S04086","2009-05-06","W1H_PARK","count","11"
"68193","403S00640","2009-06-11","W1H_PARK","sd","0"
"68194","403S00772","2009-05-20","W1H_PARK","sd","0"
"68195","403S01163","2009-06-08","W1H_PARK","sd","0"
"68196","403S01195","2009-06-10","W1H_PARK","sd","0"
"68197","403S01272","2009-06-09","W1H_PARK","sd","0"
"68198","403S01784","2009-06-09","W1H_PARK","sd","0"
"68199","403S03832","2009-06-08","W1H_PARK","sd","0"
"68200","403S14156","2009-06-09","W1H_PARK","sd","0"
"68201","404S02920","2009-05-12","W1H_PARK","sd","0"
"68202","404S03048","2009-05-13","W1H_PARK","sd","0.336518161066045"
"68203","404S05992","2009-05-12","W1H_PARK","sd","0.458596951185203"
"68204","404S06456","2009-05-14","W1H_PARK","sd","0"
"68205","404S08040","2009-05-12","W1H_PARK","sd","0"
"68206","404S08616","2009-05-13","W1H_PARK","sd","0"
"68207","404S11406","2009-05-11","W1H_PARK","sd","0"
"68208","404S16516","2009-05-18","W1H_PARK","sd","0.269814784957789"
"68209","404S17266","2009-05-19","W1H_PARK","sd","0"
"68210","404S17664","2009-05-20","W1H_PARK","sd","0"
"68211","404S22464","2009-05-19","W1H_PARK","sd","0.201108066833368"
"68212","901S00313","2009-04-30","W1H_PARK","sd","0"
"68213","901S00469","2009-05-13","W1H_PARK","sd","0"
"68214","901S00531","2009-05-07","W1H_PARK","sd","0"
"68215","901S00997","2009-05-14","W1H_PARK","sd","0.467099366496914"
"68216","901S01705","2009-05-14","W1H_PARK","sd","0"
"68217","901S01811","2009-05-07","W1H_PARK","sd","0.348329389567351"
"68218","901S06030","2009-04-30","W1H_PARK","sd","0.623110554906883"
"68232","902S00565","2009-04-27","W1H_PARK","sd","0"
"68233","902S01097","2009-05-11","W1H_PARK","sd","0.201108066833368"
"68248","904S00537","2009-05-04","W1H_PARK","sd","1.09247658597752"
"68274","905S01953","2009-04-29","W1H_PARK","sd","0"
"68275","907S00577","2009-05-12","W1H_PARK","sd","0"
"68276","907S01418","2009-05-12","W1H_PARK","sd","0"
"68277","907S01434","2009-05-13","W1H_PARK","sd","0"
"68293","911S00538","2009-05-05","W1H_PARK","sd","0"
"68294","911S01818","2009-05-06","W1H_PARK","sd","0.301511344577764"
"68295","911S02058","2009-05-05","W1H_PARK","sd","0"
"68296","911S03354","2009-05-05","W1H_PARK","sd","0"
"68297","911S04086","2009-05-06","W1H_PARK","sd","0"
"68661","403S00640","2009-06-11","W1H_PSTR","result","0"
"68662","403S00772","2009-05-20","W1H_PSTR","result","0"
"68663","403S01163","2009-06-08","W1H_PSTR","result","0"
"68664","403S01195","2009-06-10","W1H_PSTR","result","0"
"68665","403S01272","2009-06-09","W1H_PSTR","result","0"
"68666","403S01784","2009-06-09","W1H_PSTR","result","0"
"68667","403S03832","2009-06-08","W1H_PSTR","result","0.0606363636363636"
"68668","403S14156","2009-06-09","W1H_PSTR","result","0"
"68669","404S02920","2009-05-12","W1H_PSTR","result","0"
"68670","404S03048","2009-05-13","W1H_PSTR","result","0"
"68671","404S05992","2009-05-12","W1H_PSTR","result","0"
"68672","404S06456","2009-05-14","W1H_PSTR","result","0"
"68673","404S08040","2009-05-12","W1H_PSTR","result","0"
"68674","404S08616","2009-05-13","W1H_PSTR","result","0"
"68675","404S11406","2009-05-11","W1H_PSTR","result","0"
"68676","404S16516","2009-05-18","W1H_PSTR","result","0"
"68677","404S17266","2009-05-19","W1H_PSTR","result","0"
"68678","404S17664","2009-05-20","W1H_PSTR","result","0"
"68679","404S22464","2009-05-19","W1H_PSTR","result","0"
"68680","901S00313","2009-04-30","W1H_PSTR","result","0"
"68681","901S00469","2009-05-13","W1H_PSTR","result","0"
"68682","901S00531","2009-05-07","W1H_PSTR","result","0"
"68683","901S00997","2009-05-14","W1H_PSTR","result","0"
"68684","901S01705","2009-05-14","W1H_PSTR","result","0"
"68685","901S01811","2009-05-07","W1H_PSTR","result","0"
"68686","901S06030","2009-04-30","W1H_PSTR","result","0"
"68700","902S00565","2009-04-27","W1H_PSTR","result","0"
"68701","902S01097","2009-05-11","W1H_PSTR","result","0"
"68716","904S00537","2009-05-04","W1H_PSTR","result","0.242454545454545"
"68742","905S01953","2009-04-29","W1H_PSTR","result","0"
"68743","907S00577","2009-05-12","W1H_PSTR","result","0"
"68744","907S01418","2009-05-12","W1H_PSTR","result","0"
"68745","907S01434","2009-05-13","W1H_PSTR","result","0"
"68761","911S00538","2009-05-05","W1H_PSTR","result","0"
"68762","911S01818","2009-05-06","W1H_PSTR","result","0"
"68763","911S02058","2009-05-05","W1H_PSTR","result","0"
"68764","911S03354","2009-05-05","W1H_PSTR","result","0"
"68765","911S04086","2009-05-06","W1H_PSTR","result","0"
"69129","403S00640","2009-06-11","W1H_PSTR","count","11"
"69130","403S00772","2009-05-20","W1H_PSTR","count","11"
"69131","403S01163","2009-06-08","W1H_PSTR","count","11"
"69132","403S01195","2009-06-10","W1H_PSTR","count","11"
"69133","403S01272","2009-06-09","W1H_PSTR","count","11"
"69134","403S01784","2009-06-09","W1H_PSTR","count","11"
"69135","403S03832","2009-06-08","W1H_PSTR","count","11"
"69136","403S14156","2009-06-09","W1H_PSTR","count","11"
"69137","404S02920","2009-05-12","W1H_PSTR","count","11"
"69138","404S03048","2009-05-13","W1H_PSTR","count","11"
"69139","404S05992","2009-05-12","W1H_PSTR","count","11"
"69140","404S06456","2009-05-14","W1H_PSTR","count","11"
"69141","404S08040","2009-05-12","W1H_PSTR","count","11"
"69142","404S08616","2009-05-13","W1H_PSTR","count","11"
"69143","404S11406","2009-05-11","W1H_PSTR","count","11"
"69144","404S16516","2009-05-18","W1H_PSTR","count","11"
"69145","404S17266","2009-05-19","W1H_PSTR","count","11"
"69146","404S17664","2009-05-20","W1H_PSTR","count","11"
"69147","404S22464","2009-05-19","W1H_PSTR","count","11"
"69148","901S00313","2009-04-30","W1H_PSTR","count","11"
"69149","901S00469","2009-05-13","W1H_PSTR","count","11"
"69150","901S00531","2009-05-07","W1H_PSTR","count","11"
"69151","901S00997","2009-05-14","W1H_PSTR","count","11"
"69152","901S01705","2009-05-14","W1H_PSTR","count","11"
"69153","901S01811","2009-05-07","W1H_PSTR","count","11"
"69154","901S06030","2009-04-30","W1H_PSTR","count","11"
"69168","902S00565","2009-04-27","W1H_PSTR","count","11"
"69169","902S01097","2009-05-11","W1H_PSTR","count","11"
"69184","904S00537","2009-05-04","W1H_PSTR","count","11"
"69210","905S01953","2009-04-29","W1H_PSTR","count","11"
"69211","907S00577","2009-05-12","W1H_PSTR","count","11"
"69212","907S01418","2009-05-12","W1H_PSTR","count","11"
"69213","907S01434","2009-05-13","W1H_PSTR","count","11"
"69229","911S00538","2009-05-05","W1H_PSTR","count","11"
"69230","911S01818","2009-05-06","W1H_PSTR","count","11"
"69231","911S02058","2009-05-05","W1H_PSTR","count","11"
"69232","911S03354","2009-05-05","W1H_PSTR","count","11"
"69233","911S04086","2009-05-06","W1H_PSTR","count","11"
"69597","403S00640","2009-06-11","W1H_PSTR","sd","0"
"69598","403S00772","2009-05-20","W1H_PSTR","sd","0"
"69599","403S01163","2009-06-08","W1H_PSTR","sd","0"
"69600","403S01195","2009-06-10","W1H_PSTR","sd","0"
"69601","403S01272","2009-06-09","W1H_PSTR","sd","0"
"69602","403S01784","2009-06-09","W1H_PSTR","sd","0"
"69603","403S03832","2009-06-08","W1H_PSTR","sd","0.269814784957789"
"69604","403S14156","2009-06-09","W1H_PSTR","sd","0"
"69605","404S02920","2009-05-12","W1H_PSTR","sd","0"
"69606","404S03048","2009-05-13","W1H_PSTR","sd","0"
"69607","404S05992","2009-05-12","W1H_PSTR","sd","0"
"69608","404S06456","2009-05-14","W1H_PSTR","sd","0"
"69609","404S08040","2009-05-12","W1H_PSTR","sd","0"
"69610","404S08616","2009-05-13","W1H_PSTR","sd","0"
"69611","404S11406","2009-05-11","W1H_PSTR","sd","0"
"69612","404S16516","2009-05-18","W1H_PSTR","sd","0"
"69613","404S17266","2009-05-19","W1H_PSTR","sd","0"
"69614","404S17664","2009-05-20","W1H_PSTR","sd","0"
"69615","404S22464","2009-05-19","W1H_PSTR","sd","0"
"69616","901S00313","2009-04-30","W1H_PSTR","sd","0"
"69617","901S00469","2009-05-13","W1H_PSTR","sd","0"
"69618","901S00531","2009-05-07","W1H_PSTR","sd","0"
"69619","901S00997","2009-05-14","W1H_PSTR","sd","0"
"69620","901S01705","2009-05-14","W1H_PSTR","sd","0"
"69621","901S01811","2009-05-07","W1H_PSTR","sd","0"
"69622","901S06030","2009-04-30","W1H_PSTR","sd","0"
"69636","902S00565","2009-04-27","W1H_PSTR","sd","0"
"69637","902S01097","2009-05-11","W1H_PSTR","sd","0"
"69652","904S00537","2009-05-04","W1H_PSTR","sd","0.705072543011775"
"69678","905S01953","2009-04-29","W1H_PSTR","sd","0"
"69679","907S00577","2009-05-12","W1H_PSTR","sd","0"
"69680","907S01418","2009-05-12","W1H_PSTR","sd","0"
"69681","907S01434","2009-05-13","W1H_PSTR","sd","0"
"69697","911S00538","2009-05-05","W1H_PSTR","sd","0"
"69698","911S01818","2009-05-06","W1H_PSTR","sd","0"
"69699","911S02058","2009-05-05","W1H_PSTR","sd","0"
"69700","911S03354","2009-05-05","W1H_PSTR","sd","0"
"69701","911S04086","2009-05-06","W1H_PSTR","sd","0"
"70065","403S00640","2009-06-11","W1H_PVMT","result","0"
"70066","403S00772","2009-05-20","W1H_PVMT","result","0"
"70067","403S01163","2009-06-08","W1H_PVMT","result","0"
"70068","403S01195","2009-06-10","W1H_PVMT","result","0"
"70069","403S01272","2009-06-09","W1H_PVMT","result","0"
"70070","403S01784","2009-06-09","W1H_PVMT","result","0"
"70071","403S03832","2009-06-08","W1H_PVMT","result","0"
"70072","403S14156","2009-06-09","W1H_PVMT","result","0"
"70073","404S02920","2009-05-12","W1H_PVMT","result","0"
"70074","404S03048","2009-05-13","W1H_PVMT","result","0"
"70075","404S05992","2009-05-12","W1H_PVMT","result","0"
"70076","404S06456","2009-05-14","W1H_PVMT","result","0"
"70077","404S08040","2009-05-12","W1H_PVMT","result","0.151545454545455"
"70078","404S08616","2009-05-13","W1H_PVMT","result","0.0303181818181818"
"70079","404S11406","2009-05-11","W1H_PVMT","result","0"
"70080","404S16516","2009-05-18","W1H_PVMT","result","0.462318181818182"
"70081","404S17266","2009-05-19","W1H_PVMT","result","0"
"70082","404S17664","2009-05-20","W1H_PVMT","result","0.5"
"70083","404S22464","2009-05-19","W1H_PVMT","result","0"
"70084","901S00313","2009-04-30","W1H_PVMT","result","0"
"70085","901S00469","2009-05-13","W1H_PVMT","result","0"
"70086","901S00531","2009-05-07","W1H_PVMT","result","0.515181818181818"
"70087","901S00997","2009-05-14","W1H_PVMT","result","0"
"70088","901S01705","2009-05-14","W1H_PVMT","result","0"
"70089","901S01811","2009-05-07","W1H_PVMT","result","0.363727272727273"
"70090","901S06030","2009-04-30","W1H_PVMT","result","0.71695"
"70104","902S00565","2009-04-27","W1H_PVMT","result","0"
"70105","902S01097","2009-05-11","W1H_PVMT","result","0"
"70120","904S00537","2009-05-04","W1H_PVMT","result","0.409090909090909"
"70146","905S01953","2009-04-29","W1H_PVMT","result","0"
"70147","907S00577","2009-05-12","W1H_PVMT","result","0"
"70148","907S01418","2009-05-12","W1H_PVMT","result","0"
"70149","907S01434","2009-05-13","W1H_PVMT","result","0"
"70165","911S00538","2009-05-05","W1H_PVMT","result","0"
"70166","911S01818","2009-05-06","W1H_PVMT","result","0"
"70167","911S02058","2009-05-05","W1H_PVMT","result","0"
"70168","911S03354","2009-05-05","W1H_PVMT","result","0"
"70169","911S04086","2009-05-06","W1H_PVMT","result","0"
"70533","403S00640","2009-06-11","W1H_PVMT","count","11"
"70534","403S00772","2009-05-20","W1H_PVMT","count","11"
"70535","403S01163","2009-06-08","W1H_PVMT","count","11"
"70536","403S01195","2009-06-10","W1H_PVMT","count","11"
"70537","403S01272","2009-06-09","W1H_PVMT","count","11"
"70538","403S01784","2009-06-09","W1H_PVMT","count","11"
"70539","403S03832","2009-06-08","W1H_PVMT","count","11"
"70540","403S14156","2009-06-09","W1H_PVMT","count","11"
"70541","404S02920","2009-05-12","W1H_PVMT","count","11"
"70542","404S03048","2009-05-13","W1H_PVMT","count","11"
"70543","404S05992","2009-05-12","W1H_PVMT","count","11"
"70544","404S06456","2009-05-14","W1H_PVMT","count","11"
"70545","404S08040","2009-05-12","W1H_PVMT","count","11"
"70546","404S08616","2009-05-13","W1H_PVMT","count","11"
"70547","404S11406","2009-05-11","W1H_PVMT","count","11"
"70548","404S16516","2009-05-18","W1H_PVMT","count","11"
"70549","404S17266","2009-05-19","W1H_PVMT","count","11"
"70550","404S17664","2009-05-20","W1H_PVMT","count","11"
"70551","404S22464","2009-05-19","W1H_PVMT","count","11"
"70552","901S00313","2009-04-30","W1H_PVMT","count","11"
"70553","901S00469","2009-05-13","W1H_PVMT","count","11"
"70554","901S00531","2009-05-07","W1H_PVMT","count","11"
"70555","901S00997","2009-05-14","W1H_PVMT","count","11"
"70556","901S01705","2009-05-14","W1H_PVMT","count","11"
"70557","901S01811","2009-05-07","W1H_PVMT","count","11"
"70558","901S06030","2009-04-30","W1H_PVMT","count","10"
"70572","902S00565","2009-04-27","W1H_PVMT","count","11"
"70573","902S01097","2009-05-11","W1H_PVMT","count","11"
"70588","904S00537","2009-05-04","W1H_PVMT","count","11"
"70614","905S01953","2009-04-29","W1H_PVMT","count","11"
"70615","907S00577","2009-05-12","W1H_PVMT","count","11"
"70616","907S01418","2009-05-12","W1H_PVMT","count","11"
"70617","907S01434","2009-05-13","W1H_PVMT","count","11"
"70633","911S00538","2009-05-05","W1H_PVMT","count","11"
"70634","911S01818","2009-05-06","W1H_PVMT","count","11"
"70635","911S02058","2009-05-05","W1H_PVMT","count","11"
"70636","911S03354","2009-05-05","W1H_PVMT","count","11"
"70637","911S04086","2009-05-06","W1H_PVMT","count","11"
"71001","403S00640","2009-06-11","W1H_PVMT","sd","0"
"71002","403S00772","2009-05-20","W1H_PVMT","sd","0"
"71003","403S01163","2009-06-08","W1H_PVMT","sd","0"
"71004","403S01195","2009-06-10","W1H_PVMT","sd","0"
"71005","403S01272","2009-06-09","W1H_PVMT","sd","0"
"71006","403S01784","2009-06-09","W1H_PVMT","sd","0"
"71007","403S03832","2009-06-08","W1H_PVMT","sd","0"
"71008","403S14156","2009-06-09","W1H_PVMT","sd","0"
"71009","404S02920","2009-05-12","W1H_PVMT","sd","0"
"71010","404S03048","2009-05-13","W1H_PVMT","sd","0"
"71011","404S05992","2009-05-12","W1H_PVMT","sd","0"
"71012","404S06456","2009-05-14","W1H_PVMT","sd","0"
"71013","404S08040","2009-05-12","W1H_PVMT","sd","0.433505814158347"
"71014","404S08616","2009-05-13","W1H_PVMT","sd","0.201108066833368"
"71015","404S11406","2009-05-11","W1H_PVMT","sd","0"
"71016","404S16516","2009-05-18","W1H_PVMT","sd","0.574405305116043"
"71017","404S17266","2009-05-19","W1H_PVMT","sd","0"
"71018","404S17664","2009-05-20","W1H_PVMT","sd","0"
"71019","404S22464","2009-05-19","W1H_PVMT","sd","0"
"71020","901S00313","2009-04-30","W1H_PVMT","sd","0"
"71021","901S00469","2009-05-13","W1H_PVMT","sd","0"
"71022","901S00531","2009-05-07","W1H_PVMT","sd","0.233588643870918"
"71023","901S00997","2009-05-14","W1H_PVMT","sd","0"
"71024","901S01705","2009-05-14","W1H_PVMT","sd","0"
"71025","901S01811","2009-05-07","W1H_PVMT","sd","0.786399563025866"
"71026","901S06030","2009-04-30","W1H_PVMT","sd",NA
"71040","902S00565","2009-04-27","W1H_PVMT","sd","0"
"71041","902S01097","2009-05-11","W1H_PVMT","sd","0"
"71056","904S00537","2009-05-04","W1H_PVMT","sd","0.78334945180064"
"71082","905S01953","2009-04-29","W1H_PVMT","sd","0"
"71083","907S00577","2009-05-12","W1H_PVMT","sd","0"
"71084","907S01418","2009-05-12","W1H_PVMT","sd","0"
"71085","907S01434","2009-05-13","W1H_PVMT","sd","0"
"71101","911S00538","2009-05-05","W1H_PVMT","sd","0"
"71102","911S01818","2009-05-06","W1H_PVMT","sd","0"
"71103","911S02058","2009-05-05","W1H_PVMT","sd","0"
"71104","911S03354","2009-05-05","W1H_PVMT","sd","0"
"71105","911S04086","2009-05-06","W1H_PVMT","sd","0"
"71469","403S00640","2009-06-11","W1H_PIPE","result","0"
"71470","403S00772","2009-05-20","W1H_PIPE","result","0"
"71471","403S01163","2009-06-08","W1H_PIPE","result","0"
"71472","403S01195","2009-06-10","W1H_PIPE","result","0"
"71473","403S01272","2009-06-09","W1H_PIPE","result","0"
"71474","403S01784","2009-06-09","W1H_PIPE","result","0"
"71475","403S03832","2009-06-08","W1H_PIPE","result","0"
"71476","403S14156","2009-06-09","W1H_PIPE","result","0.113636363636364"
"71477","404S02920","2009-05-12","W1H_PIPE","result","0"
"71478","404S03048","2009-05-13","W1H_PIPE","result","0"
"71479","404S05992","2009-05-12","W1H_PIPE","result","0"
"71480","404S06456","2009-05-14","W1H_PIPE","result","0"
"71481","404S08040","2009-05-12","W1H_PIPE","result","0"
"71482","404S08616","2009-05-13","W1H_PIPE","result","0"
"71483","404S11406","2009-05-11","W1H_PIPE","result","0"
"71484","404S16516","2009-05-18","W1H_PIPE","result","0.0681818181818182"
"71485","404S17266","2009-05-19","W1H_PIPE","result","0"
"71486","404S17664","2009-05-20","W1H_PIPE","result","0"
"71487","404S22464","2009-05-19","W1H_PIPE","result","0"
"71488","901S00313","2009-04-30","W1H_PIPE","result","0.0454545454545455"
"71489","901S00469","2009-05-13","W1H_PIPE","result","0"
"71490","901S00531","2009-05-07","W1H_PIPE","result","0"
"71491","901S00997","2009-05-14","W1H_PIPE","result","0.525"
"71492","901S01705","2009-05-14","W1H_PIPE","result","0"
"71493","901S01811","2009-05-07","W1H_PIPE","result","0.0681818181818182"
"71494","901S06030","2009-04-30","W1H_PIPE","result","0.416833333333333"
"71508","902S00565","2009-04-27","W1H_PIPE","result","0"
"71509","902S01097","2009-05-11","W1H_PIPE","result","0"
"71524","904S00537","2009-05-04","W1H_PIPE","result","0"
"71550","905S01953","2009-04-29","W1H_PIPE","result","0"
"71551","907S00577","2009-05-12","W1H_PIPE","result","0"
"71552","907S01418","2009-05-12","W1H_PIPE","result","0"
"71553","907S01434","2009-05-13","W1H_PIPE","result","0"
"71569","911S00538","2009-05-05","W1H_PIPE","result","0"
