"","XGB.result","XGB.count","XGB.sd","XGH.result","XGH.count","XGH.sd","XGW.result","XGW.count","XGW.sd","XM.result","XM.count","XM.sd","XC.result","XC.count","XC.sd","XG.result","XCM.result","XCMG.result","XPMID.result","XPCAN.result","XPGVEG.result","XPCM.result","XPCMG.result","XPMGVEG.result"
"907S01434 2009-05-13",12.7272727272727,22,17.421748362817,30,22,13.9300975964858,51.25,22,20.969791197271,52.6136363636364,22,22.3270772073592,19.0909090909091,22,16.3580738501384,81.25,71.7045454545455,152.954545454545,1,0.863636363636364,1,0.863636363636364,0.863636363636364,1
"907SRSD1x 2008-04-11",5.5,20,4.83953020773494,56.75,20,24.8429276179676,37.25,20,21.9583936714774,26.125,20,20.591180406337,19.625,20,18.9402627392436,94,45.75,139.75,1,0.95,1,0.95,0.95,1
"907SRSD1x 2008-07-02",7.14285714285714,14,7.77428842014241,19.6428571428571,14,18.6273460798371,46.7857142857143,14,18.2247868888187,31.4285714285714,14,24.782016698573,32.5,14,24.1788209930796,66.4285714285714,63.9285714285714,130.357142857143,1.07692307692308,0.857142857142857,1,0.857142857142857,0.857142857142857,1
"907SRSD1x 2008-07-09",19.5833333333333,6,21.4718808367285,28.75,6,30.4035359785667,32.5,6,20.8566536146142,11.6666666666667,6,10.3279555898864,10.8333333333333,6,11.1430097669645,61.25,22.5,83.75,1,0.833333333333333,1,0.833333333333333,0.833333333333333,1
"907SRSD1x 2010-05-04",15.75,20,10.5475115548645,23.875,20,17.0809797266156,29,20,24.8468996265657,28.75,20,21.0965824121748,18.75,20,16.8292508511379,52.875,47.5,100.375,1,0.9,1,0.9,0.9,0.7
"907SRSD1x 2010-06-01",20.7954545454545,22,21.8543114907775,49.2045454545455,22,27.5095910075486,26.5909090909091,22,17.0528843836128,28.0681818181818,22,18.2726020865389,15.7954545454545,22,14.2550401202932,75.7954545454545,43.8636363636364,119.659090909091,1,0.863636363636364,1,0.863636363636364,0.863636363636364,0.954545454545455
"907SRSD1x 2010-06-15",17.7272727272727,22,16.2917794584287,46.1363636363636,22,19.7714210644832,31.9318181818182,22,19.3638688175792,43.9772727272727,22,21.1522132539629,23.75,22,21.0406352882543,78.0681818181818,67.7272727272727,145.795454545455,1,0.909090909090909,1,0.909090909090909,0.909090909090909,1
"907SRSD1x 2010-06-29",17.3863636363636,22,13.4181219129577,38.8636363636364,22,17.9072888978482,30.1136363636364,22,20.8805741449649,38.8636363636364,22,17.9072888978482,25.2272727272727,22,22.2393512627672,68.9772727272727,64.0909090909091,133.068181818182,1,0.909090909090909,1,0.909090909090909,0.909090909090909,1
"907SRSD1x 2010-07-13",25.9090909090909,22,21.6650016010222,37.3863636363636,22,17.6351460618668,23.4090909090909,22,13.8989862285642,40.1190476190476,21,19.517239022147,28.75,22,25.6435037721893,60.7954545454545,68.8690476190476,129.664502164502,1,0.863636363636364,1,0.857142857142857,0.857142857142857,0.954545454545455
"911NCPCR2 2010-04-28",31.8181818181818,22,24.9545040569287,14.3181818181818,22,16.3332449860673,16.1363636363636,22,16.3067191951383,14.0909090909091,22,16.5029841195005,5.22727272727273,22,8.37758811854478,30.4545454545455,19.3181818181818,49.7727272727273,1.04761904761905,0.5,1,0.5,0.5,0.590909090909091
"911NCPCR2 2010-05-24",24.4318181818182,22,20.4841956817267,46.1363636363636,22,19.7714210644832,28.1818181818182,22,15.739354266528,20.3409090909091,22,17.8501609727545,5.22727272727273,22,8.37758811854478,74.3181818181818,25.5681818181818,99.8863636363636,1,0.5,1,0.5,0.5,0.954545454545455
"911NCPCR2 2010-06-14",32.7272727272727,22,30.6954034377754,32.5,22,24.4218871389697,28.75,22,25.3282028012818,25.1136363636364,22,27.0633875937945,10.2272727272727,22,17.4046567884023,61.25,35.3409090909091,96.5909090909091,1,0.545454545454545,1,0.545454545454545,0.545454545454545,0.909090909090909
"911NCPCR2 2010-06-30",46.1363636363636,22,37.207008370218,22.7272727272727,22,26.3776272772822,27.3863636363636,22,26.1346931519616,31.1363636363636,22,25.4568644583725,6.70454545454545,22,13.3939032780458,50.1136363636364,37.8409090909091,87.9545454545455,1,0.5,1,0.5,0.5,0.727272727272727
"911NCPCR2 2010-07-20",44.0909090909091,22,31.8529494648516,20.9090909090909,22,19.828812828352,26.8181818181818,22,24.8229662546532,27.3863636363636,22,22.6841311315819,6.13636363636364,22,9.37725441869316,47.7272727272727,33.5227272727273,81.25,1,0.5,1,0.5,0.5,0.772727272727273
"911NCPCR2 2010-08-19",44.4318181818182,22,30.2069431684905,18.8636363636364,22,15.8626409094885,29.7727272727273,22,22.9765549620059,18.9772727272727,22,18.5430498292405,4.31818181818182,22,7.1206364324731,48.6363636363636,23.2954545454545,71.9318181818182,1.1,0.5,1,0.5,0.5,0.818181818181818
"911NCPCR2 2010-09-14",22.25,20,27.9084499560145,20.5,20,20.7997975698652,35.625,20,21.5802510838522,26.5,20,18.0350535872433,6.5,20,9.74679434480896,56.125,33,89.125,1,0.5,1,0.5,0.5,0.85
"911S00538 2009-05-05",30.6818181818182,22,28.7661116157394,54.7727272727273,22,29.9891755363606,26.4772727272727,22,19.6192794348092,34.2045454545455,22,28.1089119450741,9.09090909090909,22,11.3006914702432,81.25,43.2954545454545,124.545454545455,1.1,0.545454545454545,1,0.545454545454545,0.545454545454545,0.954545454545455
"911S01818 2009-05-06",6.42857142857143,21,8.08437646681195,60.1190476190476,21,28.2784833229722,24.4047619047619,21,24.8483495667313,21.5909090909091,22,23.7990777950765,7.72727272727273,22,10.9899599989818,84.5238095238095,29.3181818181818,113.841991341991,1.15789473684211,0.454545454545455,1,0.454545454545455,0.428571428571429,1
"911S02058 2009-05-05",42.7272727272727,22,24.5544716481963,33.75,22,21.626565453935,35.2272727272727,22,22.1051207559779,27.2727272727273,22,20.9862354394989,5.45454545454545,22,9.62500351380157,68.9772727272727,32.7272727272727,101.704545454545,1.04761904761905,0.363636363636364,1,0.363636363636364,0.363636363636364,0.909090909090909
"911S03354 2009-05-05",6.59090909090909,22,7.77455612518959,45.6818181818182,22,16.0018938273133,45.6818181818182,22,16.0018938273133,69.7727272727273,22,15.0970883922059,24.2045454545455,22,20.548814756058,91.3636363636364,93.9772727272727,185.340909090909,1,1,1,1,1,1
"911S04086 2009-05-06",9.88095238095238,21,15.0099173564553,67.2619047619048,21,20.2624153592427,34.5238095238095,21,23.7384056912402,37.9761904761905,21,31.7570764517439,58.5714285714286,21,18.3638814757976,101.785714285714,96.547619047619,198.333333333333,1,1,1,1,1,1
"911TJPC2 2010-04-27",20,20,8.88523316638639,26,20,22.7746396354874,25.875,20,15.8171084921559,18.25,20,16.5453921077743,2.25,20,5.72965508284932,51.875,20.5,72.375,1,0.25,1,0.25,0.25,1
"911TJPC2 2010-05-24",19.5454545454545,22,9.11684611677104,55.9090909090909,22,11.8659540619735,18.6363636363636,22,9.53462589245592,23.4090909090909,22,13.8989862285642,2.95454545454545,22,5.49005397429685,74.5454545454545,26.3636363636364,100.909090909091,1,0.409090909090909,1,0.409090909090909,0.409090909090909,1
"911TJPC2 2010-06-14",8.80952380952381,21,8.04747816162956,42.6190476190476,21,18.1051821047903,38.9285714285714,21,16.4805079672061,40.1190476190476,21,19.517239022147,1.42857142857143,21,2.31455024943138,81.5476190476191,41.5476190476191,123.095238095238,1,0.285714285714286,1,0.285714285714286,0.285714285714286,1
"911TJPC2 2010-07-01",29.8863636363636,22,21.0084630442239,29.6590909090909,22,16.9082864748369,24.8863636363636,22,15.6881300428835,42.7272727272727,22,16.5635337217228,4.43181818181818,22,13.0459768059931,54.5454545454545,47.1590909090909,101.704545454545,1,0.227272727272727,1,0.227272727272727,0.227272727272727,1
"911TJPC2 2010-07-19",NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LALT-501 2009-06-22",0,22,0,0,22,0,0,22,0,0,22,0,1.81818181818182,22,2.46182981958665,0,1.81818181818182,1.81818181818182,Inf,0.363636363636364,0,0,0,0
"LALT500 2009-06-22",0,22,0,2.5,22,2.55883157859579,0,22,0,0,22,0,0,22,0,2.5,0,2.5,Inf,0,0.5,0,0,0
"LALT500 2010-07-15",87.5,22,0,2.04545454545455,22,2.51618139870098,0,22,0,0,22,0,0,22,0,2.04545454545455,0,2.04545454545455,Inf,0,0.409090909090909,0,0,0
"LALT501 2010-07-15",87.5,22,0,2.27272727272727,22,2.54823595718813,0.227272727272727,22,1.06600358177805,0.227272727272727,22,1.06600358177805,4.54545454545455,22,5.09647191437626,2.5,4.77272727272727,7.27272727272727,22,0.727272727272727,0.5,0.0454545454545455,0,0
"LALT502 2009-06-22",11.9318181818182,22,19.3945840835758,49.6590909090909,22,23.8334430718268,0.909090909090909,22,1.97385508487931,63.0681818181818,22,32.476473336037,0,22,0,50.5681818181818,63.0681818181818,113.636363636364,1.15789473684211,0,0.909090909090909,0,0,0.863636363636364
"LALT502 2010-07-15",14.5454545454545,22,32.0865307340238,73.1818181818182,22,31.3693607926078,0.454545454545455,22,1.47122471584125,7.04545454545455,22,8.95213341280684,0,22,0,73.6363636363636,7.04545454545455,80.6818181818182,1.46666666666667,0,0.954545454545455,0,0,0.863636363636364
"LALT503 2010-07-15",87.5,22,0,0.681818181818182,22,1.75625043328552,0.454545454545455,22,1.47122471584125,0,22,0,0.454545454545455,22,1.47122471584125,1.13636363636364,0.454545454545455,1.59090909090909,Inf,0.0909090909090909,0.227272727272727,0,0,0
"LAR0052 2010-07-08",87.5,22,0,5,22,0,6.81818181818182,22,5.884898863365,5.45454545454545,22,6.70981706320262,0.454545454545455,22,1.47122471584125,11.8181818181818,5.90909090909091,17.7272727272727,1.375,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.0909090909090909
"LAR0080 2010-07-08",83.2142857142857,21,10.7570574840095,18.3333333333333,21,9.66091783079296,18.3333333333333,21,9.66091783079296,40.4545454545455,22,27.0761312435304,0,22,0,36.6666666666667,40.4545454545455,77.1212121212121,1,0,1,0,0,0.857142857142857
"LAR0092 2010-07-27",56.4772727272727,22,26.1822719341994,13.2954545454545,22,14.7879126081864,21.8181818181818,22,19.7179791383068,32.3863636363636,22,19.0468918962935,10.6818181818182,22,10.1530495706667,35.1136363636364,43.0681818181818,78.1818181818182,1.04761904761905,0.863636363636364,0.954545454545455,0.818181818181818,0.818181818181818,0.818181818181818
"LB_RA 2010-05-26",87.5,22,0,1.36363636363636,22,2.27921152919276,0,22,0,0,22,0,0,22,0,1.36363636363636,0,1.36363636363636,Inf,0,0.272727272727273,0,0,0
"LB_RA1 2010-05-26",87.5,22,0,0.681818181818182,22,1.75625043328552,0,22,0,0,22,0,0,22,0,0.681818181818182,0,0.681818181818182,Inf,0,0.136363636363636,0,0,0
"LC_R31 2010-05-25",79.7727272727273,22,25.0227169515295,2.27272727272727,22,2.54823595718813,0,22,0,0,22,0,0,22,0,2.27272727272727,0,2.27272727272727,Inf,0,0.454545454545455,0,0,0
"LC_R4 2010-05-25",87.5,22,0,1.36363636363636,22,2.27921152919276,0,22,0,0,22,0,0,22,0,1.36363636363636,0,1.36363636363636,Inf,0,0.272727272727273,0,0,0
"LC_R5 2010-05-25",87.5,22,0,0.681818181818182,22,1.75625043328552,0,22,0,0,22,0,0,22,0,0.681818181818182,0,0.681818181818182,Inf,0,0.136363636363636,0,0,0
"ME-CC 2010-07-12",79.2045454545455,22,16.8922771103847,14.0909090909091,22,10.1929438287525,8.63636363636364,22,7.89542033951723,31.8181818181818,22,28.4016873469842,0,22,0,22.7272727272727,31.8181818181818,54.5454545454545,1.15789473684211,0,1,0,0,0.454545454545455
"ME-CC 2011-07-07",50.9090909090909,22,26.7321976202928,19.5454545454545,22,9.11684611677104,17.7272727272727,22,9.84731927834662,23.75,22,21.0406352882543,0,22,0,37.2727272727273,23.75,61.0227272727273,1.1,0,1,0,0,0.727272727272727
"ME-SCR 2011-07-13",84.6590909090909,22,13.3250447722257,8.63636363636364,22,7.89542033951723,8.63636363636364,22,7.89542033951723,27.9545454545455,22,9.56296065296812,20.4545454545455,22,15.5578100819317,17.2727272727273,48.4090909090909,65.6818181818182,1,0.954545454545455,1,0.954545454545455,0.954545454545455,0.181818181818182
"ME-VR2 2010-07-07",83.4090909090909,22,10.5375025997131,8.63636363636364,22,7.89542033951723,10.1136363636364,22,12.6885135702878,30.5681818181818,22,16.0344090233246,16.8181818181818,22,17.8148850647466,18.75,47.3863636363636,66.1363636363636,1,0.590909090909091,1,0.590909090909091,0.590909090909091,0.272727272727273
"ME-VR2 2011-07-06",62.3863636363636,22,24.7424504205597,23.1818181818182,22,5.884898863365,22.2727272727273,22,7.02500173314209,33.0681818181818,22,22.2664040410154,12.6136363636364,22,14.4847471649629,45.4545454545455,45.6818181818182,91.1363636363636,1,0.772727272727273,1,0.772727272727273,0.772727272727273,0.909090909090909
"MO2_Mont 2010-06-30",85.3571428571429,14,8.01783725737273,5,14,0,5,14,0,27.3214285714286,14,8.68599036215379,0,14,0,10,27.3214285714286,37.3214285714286,1,0,1,0,0,0
"POM_RC 2010-05-28",76.4772727272727,22,17.7726899059626,2.04545454545455,22,5.49005397429685,1.13636363636364,22,2.14466013614444,2.27272727272727,22,5.5048188256318,2.5,22,5.5097316501934,3.18181818181818,4.77272727272727,7.95454545454546,3.66666666666667,0.318181818181818,0.409090909090909,0.181818181818182,0,0.0454545454545455
"POM_RD 2010-06-16",41.0227272727273,22,24.9721164848237,2.5,22,2.55883157859579,0.681818181818182,22,1.75625043328552,0.454545454545455,22,1.47122471584125,1.36363636363636,22,2.27921152919276,3.18181818181818,1.81818181818182,5,11,0.272727272727273,0.545454545454545,0.0909090909090909,0,0
"REF-CS 2008-10-22",72.1590909090909,22,22.9296991671523,5.90909090909091,22,4.26401432711221,12.8409090909091,22,13.458389456144,14.0909090909091,22,10.1929438287525,6.36363636363636,22,6.20710387605512,18.75,20.4545454545455,39.2045454545455,1,0.909090909090909,1,0.909090909090909,0.909090909090909,0.318181818181818
"REF-CS 2009-04-29",64.8863636363636,22,31.9456129405461,5.90909090909091,22,4.26401432711221,26.0227272727273,22,26.6888942806194,48.2954545454545,22,28.6542023390691,32.8409090909091,22,34.4021685237166,31.9318181818182,81.1363636363636,113.068181818182,1,0.818181818181818,1,0.818181818181818,0.818181818181818,0.590909090909091
"REF-TCAS 2009-04-30",50.4545454545455,22,20.4071119086023,28.75,22,17.6902919300793,8.63636363636364,22,7.89542033951723,8.40909090909091,22,8.07500016753113,18.6363636363636,22,16.1047034080567,37.3863636363636,27.0454545454545,64.4318181818182,1.04761904761905,0.954545454545455,1,0.909090909090909,0.909090909090909,0.909090909090909
"SA_RB 2010-06-02",32.9545454545455,22,15.9544807043493,5.90909090909091,22,4.26401432711221,6.81818181818182,22,5.884898863365,31.4772727272727,22,15.052667278851,10.1136363636364,22,13.5944069540712,12.7272727272727,41.5909090909091,54.3181818181818,1,0.818181818181818,1,0.818181818181818,0.818181818181818,0.0909090909090909
"SGLT506 2010-07-06",52.5,22,30.3157981759943,15.5681818181818,22,13.6262137550642,15.7954545454545,22,19.8863790970874,15.2272727272727,22,21.9836125506983,2.04545454545455,22,5.49005397429685,31.3636363636364,17.2727272727273,48.6363636363636,1.69230769230769,0.227272727272727,1,0.227272727272727,0.227272727272727,0.590909090909091
"SGLT508 2009-05-26",87.5,22,0,0.227272727272727,22,1.06600358177805,0,22,0,0,22,0,0,22,0,0.227272727272727,0,0.227272727272727,Inf,0,0.0454545454545455,0,0,0
"SGUR010 2010-06-18",83.4090909090909,22,10.5375025997131,8.63636363636364,22,7.89542033951723,6.59090909090909,22,6.05261919619921,11.8181818181818,22,16.5684334507819,0.454545454545455,22,1.47122471584125,15.2272727272727,12.2727272727273,27.5,1.15789473684211,0.0909090909090909,1,0.0909090909090909,0.0909090909090909,0.227272727272727
"SGUR010 2011-06-27",79.3181818181818,22,13.6752691751566,10.4545454545455,22,9.11684611677104,10.4545454545455,22,9.11684611677104,15.5681818181818,22,13.6262137550642,0.227272727272727,22,1.06600358177805,20.9090909090909,15.7954545454545,36.7045454545455,1,0.0454545454545455,1,0.0454545454545455,0.0454545454545455,0.272727272727273
"SGUR103 2010-07-22",86.1363636363636,22,6.39602149066831,8.63636363636364,22,7.89542033951723,5,22,0,4.77272727272727,22,1.06600358177805,79.3181818181818,22,13.6752691751566,13.6363636363636,84.0909090909091,97.7272727272727,1.04761904761905,1,1,0.954545454545455,0.954545454545455,0.181818181818182
"SGUR103 2011-08-03",80.6818181818182,22,12.8679608168667,6.13636363636364,22,6.34931908269326,9.54545454545454,22,8.57864054457777,5.45454545454545,22,6.70981706320262,50.4545454545455,22,30.2138840250437,15.6818181818182,55.9090909090909,71.5909090909091,1.375,1,1,0.727272727272727,0.727272727272727,0.318181818181818
"SGUT 503 2009-05-08",65.2272727272727,22,23.8161246261392,14.0909090909091,22,10.1929438287525,10.4545454545455,22,9.11684611677104,9,20,8.20782681668123,2.5,22,2.55883157859579,24.5454545454545,11.5,36.0454545454545,1,0.5,1,0.5,0.5,0.545454545454545
"SGUT 503 2010-05-27",28.1818181818182,22,15.739354266528,17.2727272727273,22,11.6217440629595,34.0909090909091,22,19.5110691193952,32.9545454545455,22,27.2732683929002,50,22,27.9668170720741,51.3636363636364,82.9545454545455,134.318181818182,1,1,1,1,1,1
"SGUT501 2010-07-07",25.2272727272727,22,22.4126491032818,12.8409090909091,22,13.458389456144,41.8181818181818,22,25.5904304354212,46.1363636363636,22,19.7714210644832,32.9545454545455,22,20.5669111802875,54.6590909090909,79.0909090909091,133.75,1,0.954545454545455,1,0.954545454545455,0.954545454545455,0.909090909090909
"SGUT502 2009-05-13",58.8636363636364,22,32.4011984706995,13.4090909090909,22,21.3745712090861,16.4772727272727,22,18.7664069630558,26.0227272727273,22,26.6888942806194,17.0454545454545,22,21.8849312644618,29.8863636363636,43.0681818181818,72.9545454545455,1,0.590909090909091,1,0.590909090909091,0.590909090909091,0.409090909090909
"SGUT502 2010-05-27",31.3636363636364,22,17.7067257992024,19.7727272727273,22,9.9375757232542,27.3863636363636,22,13.918924953511,18.8636363636364,22,15.8626409094885,32.6136363636364,22,29.0778641950743,47.1590909090909,51.4772727272727,98.6363636363636,1,0.954545454545455,1,0.954545454545455,0.954545454545455,0.954545454545455
"SGUT502 2011-06-28",87.5,22,0,9.54545454545454,22,8.57864054457777,5,22,0,16.1363636363636,22,16.3067191951383,15.3409090909091,22,13.8507231748935,14.5454545454545,31.4772727272727,46.0227272727273,1,0.954545454545455,1,0.954545454545455,0.954545454545455,0.227272727272727
"SGUT503 2011-07-27",77.6136363636364,22,22.3270772073592,8.63636363636364,22,7.89542033951723,10.4545454545455,22,9.11684611677104,28.1818181818182,22,15.739354266528,37.2727272727273,22,19.9837596400339,19.0909090909091,65.4545454545455,84.5454545454545,1,1,1,1,1,0.272727272727273
"SGUT504 2010-07-07",14.0909090909091,22,17.2092419547756,11.0227272727273,22,13.9014193115113,50.2272727272727,22,24.481639025005,48.75,22,24.9970236323485,31.1363636363636,22,17.874018000453,61.25,79.8863636363636,141.136363636364,1,1,1,1,1,0.954545454545455
"SGUT505 2010-07-08",23.6363636363636,22,23.3213481897012,10.1136363636364,22,13.5944069540712,44.4318181818182,22,30.2069431684905,36.9318181818182,22,22.2797663141467,21.25,22,17.5382235621025,54.5454545454545,58.1818181818182,112.727272727273,1,1,1,1,1,0.909090909090909
"Site 19 2010-07-10",87.5,22,0,3.18181818181818,22,2.46182981958665,0,22,0,0,22,0,0,22,0,3.18181818181818,0,3.18181818181818,Inf,0,0.636363636363636,0,0,0
"Site 6 2010-07-08",40.7954545454545,22,21.5802263387382,15,22,10.2353263143832,24.0909090909091,22,22.8809737782062,20.6818181818182,22,15.2787944040608,9.09090909090909,22,10.1929438287525,39.0909090909091,29.7727272727273,68.8636363636364,1,0.727272727272727,1,0.727272727272727,0.727272727272727,0.727272727272727
"Site 7 2010-07-06",22.5,22,14.4337567297406,14.6590909090909,22,13.6341538613568,19.7727272727273,22,15.6012265030115,27.5,22,20.7019667802706,18.2954545454545,22,13.214943823556,34.4318181818182,45.7954545454545,80.2272727272727,1,1,1,1,1,0.863636363636364
"SJC_C1Alt 2010-06-03",83.4090909090909,22,10.5375025997131,4.54545454545455,22,7.05574587010826,1.13636363636364,22,2.14466013614444,2.95454545454545,22,7.34508110576163,2.72727272727273,22,7.35612357920625,5.68181818181818,5.68181818181818,11.3636363636364,4.4,0.181818181818182,0.681818181818182,0.181818181818182,0.181818181818182,0.0909090909090909
"SJC_R2 2010-05-25",87.5,22,0,3.40909090909091,22,2.38365647311398,0,22,0,0,22,0,0,22,0,3.40909090909091,0,3.40909090909091,Inf,0,0.681818181818182,0,0,0
"SMC00080 2011-06-13",32.6136363636364,22,22.7365511363478,36.8181818181818,22,16.0018938273133,27.6136363636364,22,13.4844988767366,48.0681818181818,22,25.9685228206992,1.81818181818182,22,5.46535725000021,64.4318181818182,49.8863636363636,114.318181818182,1,0.181818181818182,1,0.181818181818182,0.181818181818182,1
"SMC00105 2009-05-12",38.0357142857143,14,35.4121145533962,48.3928571428571,14,29.7845975757144,10.7142857142857,14,9.37614461876991,14.6428571428571,14,10.8245244546968,17.1428571428571,14,19.8517859799416,59.1071428571429,31.7857142857143,90.8928571428571,1.07692307692308,0.785714285714286,1,0.714285714285714,0.714285714285714,0.928571428571429
"SMC00135 2010-06-07",25,22,0,5,22,0,25,22,0,57.5,22,0,57.5,22,0,30,115,145,1,1,1,1,1,1
"SMC00153 2009-06-08",24.5454545454545,22,34.7494121536127,22.3863636363636,22,31.3436907216101,3.18181818181818,22,2.46182981958665,25.5681818181818,22,20.729720701117,35.3409090909091,22,30.4851198532584,25.5681818181818,60.9090909090909,86.4772727272727,1.375,0.727272727272727,0.909090909090909,0.727272727272727,0.727272727272727,0.363636363636364
"SMC00180 2010-06-18",57.9545454545455,22,38.3253332514039,57.9545454545455,22,38.3253332514039,57.9545454545455,22,38.3253332514039,57.9545454545455,22,38.3253332514039,57.9545454545455,22,38.3253332514039,115.909090909091,115.909090909091,231.818181818182,1.22222222222222,0.818181818181818,0.954545454545455,0.818181818181818,0.818181818181818,0.772727272727273
"SMC00191 2010-07-12",87.5,22,0,4.77272727272727,22,1.06600358177805,4.54545454545455,22,1.47122471584125,3.18181818181818,22,2.46182981958665,0,22,0,9.31818181818182,3.18181818181818,12.5,1.57142857142857,0,1,0,0,0
"SMC00198 2009-05-20",13.0681818181818,22,18.7707316843369,57.1590909090909,22,27.8526678057256,9.54545454545454,22,8.57864054457777,49.2045454545455,22,27.5095910075486,80.6818181818182,22,12.8679608168667,66.7045454545455,129.886363636364,196.590909090909,1,1,1,1,1,0.954545454545455
"SMC00206 2009-05-18",32.3863636363636,22,13.9402908849389,25.5681818181818,22,8.30704728721551,24.0909090909091,22,4.26401432711221,16.8181818181818,22,10.0647255948039,17.2727272727273,22,10.547768069853,49.6590909090909,34.0909090909091,83.75,1,0.909090909090909,1,0.909090909090909,0.909090909090909,1
"SMC00271 2009-06-04",36.9318181818182,22,28.722106740008,38.6363636363636,22,28.7510587043917,21.0227272727273,22,12.1659920942093,26.6666666666667,21,28.6174480576681,65.6818181818182,22,26.1427152079037,59.6590909090909,92.3484848484849,152.007575757576,1,1,1,1,1,0.863636363636364
"SMC00282 2009-06-09",10.9090909090909,22,9.95661584747544,44.4318181818182,22,24.1637742708582,21.0227272727273,22,12.1659920942093,42.2727272727273,22,21.5598432236146,8.06818181818182,22,12.8621773452478,65.4545454545455,50.3409090909091,115.795454545455,1,0.772727272727273,1,0.772727272727273,0.772727272727273,1
"SMC00288 2009-06-18",53.2954545454545,22,16.8039529723763,4.31818181818182,22,7.1206364324731,21.9318181818182,22,11.6479054468476,15.3409090909091,22,13.8507231748935,38.5227272727273,22,20.4656956141172,26.25,53.8636363636364,80.1136363636364,1.04761904761905,1,1,0.954545454545455,0.954545454545455,0.818181818181818
"SMC00318 2010-06-15",87.5,22,0,0.909090909090909,22,1.97385508487931,0,22,0,0,22,0,0,22,0,0.909090909090909,0,0.909090909090909,Inf,0,0.181818181818182,0,0,0
"SMC00324 2010-06-21",15.3409090909091,22,13.8507231748935,17.3863636363636,22,13.4181219129577,58.75,22,25.1158032208522,65.2272727272727,22,23.8161246261392,35.9090909090909,22,31.1443017656125,76.1363636363636,101.136363636364,177.272727272727,1,0.863636363636364,1,0.863636363636364,0.863636363636364,1
"SMC00345 2011-07-19",26.4772727272727,22,26.5659454730009,12.8409090909091,22,14.3156477521197,54.6590909090909,22,22.2578965996107,54.3181818181818,22,27.7979724571285,77.9545454545455,22,14.3019388386839,67.5,132.272727272727,199.772727272727,1,1,1,1,1,0.954545454545455
"SMC00375 2010-06-08",25,22,0,25,22,0,5,22,0,5,22,0,0,22,0,30,5,35,1,0,1,0,0,1
"SMC00382 2009-06-23",87.5,22,0,0,22,0,0.227272727272727,22,1.06600358177805,1.13636363636364,22,2.14466013614444,0.909090909090909,22,1.97385508487931,0.227272727272727,2.04545454545455,2.27272727272727,4.4,0.181818181818182,0.0454545454545455,0.181818181818182,0,0
"SMC00428 2010-07-22",83.4090909090909,22,10.5375025997131,9.31818181818182,22,8.76891894100632,4.77272727272727,22,1.06600358177805,5.22727272727273,22,4.75025631570919,61.3636363636364,22,28.2076407320959,14.0909090909091,66.5909090909091,80.6818181818182,1.15789473684211,1,1,0.863636363636364,0.863636363636364,0.227272727272727
"SMC00428 2011-08-03",62.3863636363636,22,24.7424504205597,17.7272727272727,22,9.84731927834662,19.2045454545455,22,12.9418655191932,18.6363636363636,22,9.53462589245592,34.7727272727273,22,36.5629682787195,36.9318181818182,53.4090909090909,90.3409090909091,1,0.954545454545455,1,0.954545454545455,0.954545454545455,0.681818181818182
"SMC00436 2009-05-26",87.5,22,0,5,22,0,1.59090909090909,22,2.38365647311398,0.681818181818182,22,1.75625043328552,0,22,0,6.59090909090909,0.681818181818182,7.27272727272727,7.33333333333333,0,1,0,0,0
"SMC00440 2009-05-20",87.5,22,0,5.90909090909091,22,4.26401432711221,5.90909090909091,22,4.26401432711221,7.95454545454545,22,8.40338521768954,12.2727272727273,22,10.9899599989818,11.8181818181818,20.2272727272727,32.0454545454545,1.15789473684211,0.818181818181818,1,0.727272727272727,0.727272727272727,0.0909090909090909
"SMC00446 2010-07-01",58.3333333333333,21,32.474348851568,31.5909090909091,22,31.0677586527517,14.2857142857143,21,21.1563060507804,56.7045454545455,22,25.5229397708308,20.2272727272727,22,20.4693308755686,45.8766233766234,76.9318181818182,122.808441558442,1,0.863636363636364,0.954545454545455,0.863636363636364,0.863636363636364,0.772727272727273
"SMC00457 2009-06-04",11.1363636363636,22,16.9510372053648,10.7954545454545,22,14.0447067565965,13.1818181818182,22,10.0647255948039,48.8636363636364,22,23.1033814357603,37.9545454545455,22,19.111769678911,23.9772727272727,86.8181818181818,110.795454545455,1,1,1,1,1,0.681818181818182
"SMC00464 2009-05-08",62.0454545454545,22,29.9169123577559,13.1818181818182,22,10.0647255948039,12.9545454545455,22,10.3117005790107,7.25,20,7.85979107797871,7.27272727272727,22,7.35612357920625,26.1363636363636,14.5227272727273,40.6590909090909,1.17647058823529,0.909090909090909,1,0.8,0.8,0.454545454545455
"SMC00473 2009-06-03",2.5,22,2.55883157859579,21.5909090909091,22,19.7536231538831,31.7045454545455,22,19.5238920122848,35.5681818181818,22,19.8196003602888,21.3636363636364,22,19.9810516300425,53.2954545454545,56.9318181818182,110.227272727273,1,0.909090909090909,1,0.909090909090909,0.909090909090909,0.909090909090909
