"","PCT_RS.result","PCT_RR.result","PCT_RC.result","PCT_XB.result","PCT_SB.result","PCT_CB.result","PCT_GC.result","PCT_GF.result","PCT_SA.result","PCT_FN.result","PCT_HP.result","PCT_WD.result","PCT_OT.result","PCT_BDRK.result","PCT_BIGR.result","PCT_SFGF.result","PCT_SAFN.result","XSDGM.result","XSPGM.result","SB_PT_D50.result","SB_PT_D10.result","SB_PT_D25.result","SB_PT_D75.result","SB_PT_D90.result","SB_PP_D50.result","SB_PP_D10.result","SB_PP_D25.result","SB_PP_D75.result","SB_PP_D90.result","XEMBED.result","XEMBED.count","XEMBED.sd","PCT_CPOM.result"
"404S06456 2009-05-14",0,0,0,0.952380952380952,33.3333333333333,15.2380952380952,19.047619047619,6.66666666666667,23.8095238095238,0,0,0.952380952380952,0,0,68.5714285714286,30.4761904761905,23.8095238095238,48.6213001594388,48.6213001594388,98.5,1.03,9,625,625,98.5,1.03,9,625,625,42.8125,16,31.1966210777172,39.0476190476191
"404S08040 2009-05-12",0,0,96.1904761904762,0,0,0,0,0,0,3.80952380952381,0,0,0,0,0,3.80952380952381,3.80952380952381,3563.17840262164,0.03,5660,5660,5660,5660,5660,0.03,0.03,0.03,0.03,0.03,NA,0,NA,45.7142857142857
"404S08616 2009-05-13",0,0,0,0,4.76190476190476,20.952380952381,38.0952380952381,0.952380952380952,24.7619047619048,3.80952380952381,0,6.66666666666667,0,0,63.8095238095238,29.5238095238095,28.5714285714286,17.3976539577317,17.3976539577317,40,1.03,1.03,157,157,40,1.03,1.03,157,157,47.7272727272727,22,36.1783700417039,95.2380952380952
"404S11406 2009-05-11",0,0,0,2.85714285714286,26.6666666666667,14.2857142857143,23.8095238095238,7.61904761904762,18.0952380952381,0,0,6.66666666666667,0,0,67.6190476190476,25.7142857142857,18.0952380952381,53.4593278646746,53.4593278646746,40,1.03,9,625,625,40,1.03,9,625,625,35.3333333333333,15,20.9988661825438,77.1428571428571
"404S16516 2009-05-18",0,17.1428571428571,2.85714285714286,0,8.57142857142857,19.047619047619,12.3809523809524,7.61904761904762,26.6666666666667,0.952380952380952,0,4.76190476190476,0,17.1428571428571,57.1428571428571,35.2380952380952,27.6190476190476,56.4772338574261,16.5949968225042,98.5,1.03,1.03,625,5660,40,1.03,1.03,157,625,33,20,31.8053289146398,41.9047619047619
"404S17266 2009-05-19",0,0,0,0,0,0.952380952380952,39.0476190476191,15.2380952380952,37.1428571428571,1.9047619047619,0,5.71428571428571,0,0,40,54.2857142857143,39.0476190476191,6.51888122028494,6.51888122028494,9,1.03,1.03,40,40,9,1.03,1.03,40,40,0,1,NA,36.1904761904762
"404S17664 2009-05-20",0,0,40,0,0,0,0,0,0.952380952380952,38.0952380952381,0,20.952380952381,0,0,0,39.047619047619,39.047619047619,14.6302834813939,0.0327022580956525,5660,0.03,0.03,5660,5660,0.03,0.03,0.03,0.03,0.03,NA,0,NA,37.1428571428571
"404S22464 2009-05-19",0,0,5.71428571428571,0,2.85714285714286,2.85714285714286,29.5238095238095,15.2380952380952,32.3809523809524,0,0,11.4285714285714,0,0,35.2380952380952,47.6190476190476,32.3809523809524,12.7651602180989,8.38472875131813,9,1.03,1.03,40,157,9,1.03,1.03,40,40,63.3333333333333,3,37.8593889720018,40
"901S00313 2009-04-30",1.9047619047619,0,0,16.1904761904762,20.952380952381,14.2857142857143,8.57142857142857,2.85714285714286,35.2380952380952,0,0,0,0,1.9047619047619,61.9047619047619,38.0952380952381,35.2380952380952,49.0044321812476,44.6874160718205,157,1.03,1.03,625,2500,157,1.03,1.03,625,2500,29.6666666666667,15,26.9567554922076,37.1428571428571
"901S00469 2009-05-13",0,0,0,2,24,15,23,2,32,2,0,0,0,0,64,36,34,26.888336674745,26.888336674745,40,1.03,1.03,625,625,40,1.03,1.03,625,625,28.6666666666667,15,19.4996947473055,18
"901S00531 2009-05-07",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,0.03,1.03,40,625,NA,0,NA,25.7142857142857
"901S00997 2009-05-14",0,0,46.6666666666667,0,7.61904761904762,1.9047619047619,4.76190476190476,0.952380952380952,25.7142857142857,12.3809523809524,0,0,0,0,14.2857142857143,39.0476190476191,38.0952380952381,80.5918504790859,1.95245704194693,625,0.03,1.03,5660,5660,40,1.03,9,157,625,25,2,7.07106781186548,20.952380952381
"901S01705 2009-05-14",4.76190476190476,0,0,4.76190476190476,12.3809523809524,22.8571428571429,19.047619047619,14.2857142857143,20,1.9047619047619,0,0,0,4.76190476190476,63.8095238095238,36.1904761904762,21.9047619047619,40.1442712862034,31.3446869124622,40,1.03,9,157,625,1.03,1.03,1.03,1.03,40,34.375,24,32.7809760578349,27.6190476190476
"901S01811 2009-05-07",0,0,0,0,1.9047619047619,0.952380952380952,8.57142857142857,5.71428571428571,80,2.85714285714286,0,0,0,0,11.4285714285714,88.5714285714286,82.8571428571429,1.70912850402314,1.70912850402314,1.03,1.03,1.03,1.03,40,1.03,0.03,1.03,9,40,70,1,NA,51.4285714285714
"901S06030 2009-04-30",0,0,0,0,0,6.66666666666667,18.0952380952381,8.57142857142857,47.6190476190476,19.047619047619,0,0,0,0,24.7619047619048,75.2380952380952,66.6666666666667,1.71444247329536,1.71444247329536,1.03,0.03,1.03,9,40,157,9,40,157,625,58.5714285714286,7,13.451854182691,60
"901SJMS1x 2008-04-23",0,0,0,0.952380952380952,17.1428571428571,41.9047619047619,20,11.4285714285714,2.85714285714286,3.80952380952381,0,1.9047619047619,0,0,80,18.0952380952381,6.66666666666667,68.9738984530437,68.9738984530437,157,9,40,157,625,40,9,9,157,625,44.5454545454545,44,21.9359050952251,16.1904761904762
"901SJMS1x 2008-05-13",0,0,0,0,23.8095238095238,24.7619047619048,24.7619047619048,20,2.85714285714286,2.85714285714286,0,0,0.952380952380952,0,73.3333333333333,25.7142857142857,5.71428571428571,58.9795082426849,58.9795082426849,40,9,9,157,625,157,9,40,157,625,50.7692307692308,26,19.9846094628996,13.3333333333333
"901SJMS1x 2008-06-02",0,0,0,0,17.1428571428571,37.1428571428571,29.5238095238095,15.2380952380952,0,0.952380952380952,0,0,0,0,83.8095238095238,16.1904761904762,0.952380952380952,79.2150140811051,79.2150140811051,157,9,40,157,625,40,9,40,157,625,49.3589743589744,39,28.1485600075621,20
"901SJMS1x 2008-06-25",0,0,0,0,15.5555555555556,24.4444444444444,42.2222222222222,17.7777777777778,0,0,0,0,0,0,82.2222222222222,17.7777777777778,0,65.7292357127192,65.7292357127192,40,9,40,157,625,157,9,40,157,625,47.2727272727273,11,20.0454030096225,2.22222222222222
"901SJMS1x 2008-07-03",0,0,0,0,23.3333333333333,30,26.6666666666667,20,0,0,0,0,0,0,80,20,0,84.9584145717287,84.9584145717287,157,9,40,157,625,1.03,1.03,1.03,9,625,42.2222222222222,9,13.9443337755679,6.66666666666667
"901SJOF1x 2008-04-28",24,0,0,0,5,3,1,7,18,3,0,4,35,24,33,28,21,75.5687734175825,4.59692383779471,157,1.03,1.03,5660,5660,9,1.03,9,157,625,33.3333333333333,3,32.1455025366432,25
"901SJOF1x 2008-05-16",27.6190476190476,0,0,0,10.4761904761905,3.80952380952381,0.952380952380952,20.952380952381,7.61904761904762,1.9047619047619,0,0,26.6666666666667,27.6190476190476,42.8571428571429,30.4761904761905,9.52380952380952,152.092455965055,17.1055797491184,625,1.03,9,5660,5660,9,1.03,9,625,625,62.5,4,17.0782512765993,39.0476190476191
"901SJOF1x 2008-06-05",25,0,0,0,12,3,1,19,5,4,0,1,30,25,41,28,9,138.056893849503,16.7385616375838,625,1.03,9,5660,5660,9,1.03,9,157,625,51.6666666666667,3,48.0451176846653,38
"901SJOF1x 2008-06-25",27.7777777777778,0,0,0,11.1111111111111,10,0,21.1111111111111,5.55555555555556,4.44444444444444,0,2.22222222222222,17.7777777777778,27.7777777777778,48.8888888888889,31.1111111111111,10,136.13396103789,18.744595901235,157,1.03,9,5660,5660,40,18.3,32.25,69.25,121.9,61.1111111111111,9,29.7676184991529,35.9550561797753
"901SJOF1x 2008-07-03",48,0,0,0,0,4,8,4,0,0,0,0,36,48,60,4,0,1628.37230514292,38.7762258392562,5660,40,4284.25,5660,5660,40,6.609,9,127.75,157,40,1,NA,50
"901TCSMP1 2010-04-05",0,0,0,0,5.26315789473684,21.0526315789474,42.1052631578947,21.0526315789474,10.5263157894737,0,0,0,0,0,68.421052631579,31.5789473684211,10.5263157894737,30.636719865725,30.636719865725,40,6.609,9,127.75,157,9,1.03,1.03,40,40,75.625,8,21.7842505363065,7.89473684210526
"901TCSMP1 2010-05-05",0,0,0,0,0,8.57142857142857,26.6666666666667,29.5238095238095,35.2380952380952,0,0,0,0,0,35.2380952380952,64.7619047619048,35.2380952380952,7.97422163494013,7.97422163494013,9,1.03,1.03,40,40,40,1.03,9,157,157,52.7777777777778,9,29.0593262902712,20.3883495145631
"901TCSMP1 2010-05-25",0,0,0,0,0,27.8481012658228,22.7848101265823,35.4430379746835,12.6582278481013,1.26582278481013,0,0,0,0,50.6329113924051,49.3670886075949,13.9240506329114,19.8199812836511,19.8199812836511,40,1.03,9,157,157,1.03,1.03,1.03,40,157,53.0476190476191,21,30.8390599572623,3.79746835443038
"902S00565 2009-04-27",0,0,0,1.9047619047619,6.66666666666667,13.3333333333333,4.76190476190476,7.61904761904762,60,5.71428571428571,0,0,0,0,26.6666666666667,73.3333333333333,65.7142857142857,4.10747324045719,4.10747324045719,1.03,1.03,1.03,40,157,1.03,1.03,1.03,1.03,9,30,14,20.3809866146027,37.1428571428571
"902S01097 2009-05-11",0,0,0,0,0,0,5.71428571428571,16.1904761904762,68.5714285714286,9.52380952380952,0,0,0,0,5.71428571428571,94.2857142857143,78.0952380952381,1.28768396874181,1.28768396874181,1.03,1.03,1.03,1.03,9,9,1.03,1.03,157,625,NA,0,NA,52.3809523809524
"902SMAS1x 2008-04-02",0,0,0,0.952380952380952,11.4285714285714,18.0952380952381,7.61904761904762,20,33.3333333333333,5.71428571428571,0,2.85714285714286,0,0,38.0952380952381,59.0476190476191,39.0476190476191,10.1910190652276,10.1910190652276,9,1.03,1.03,157,625,1.03,1.03,1.03,157,625,65,19,22.7913238852956,16.1904761904762
"902SMAS1x 2008-04-08",0,0,0,2,14,17,4,3,60,0,0,0,0,0,37,63,60,8.57229194421278,8.57229194421278,1.03,1.03,1.03,157,625,9,1.03,1.03,157,297.399999999999,72.9411764705882,17,22.2948160685261,9.09090909090909
"902SMAS1x 2008-05-12",0,0,0,0,10,23,1,38,26,0,0,1,1,0,34,64,26,15.503288551528,15.503288551528,9,1.03,1.03,157,297.399999999999,9,1.03,9,127.75,625,60.4347826086956,23,24.6296681536655,2
"902SMAS1x 2008-06-02",0,0,0,0,13.3333333333333,13.3333333333333,3.33333333333333,56.6666666666667,13.3333333333333,0,0,0,0,0,30,70,13.3333333333333,18.2566745744274,18.2566745744274,9,1.03,9,127.75,625,9,1.03,1.03,24.5,625,57.5,4,12.5830573921179,6.66666666666667
"903ACPCT1 2010-05-11",0,0,0,0,14,9,2,40,30,4,0,0,1,0,25,74,34,9.02155091282692,9.02155091282692,9,1.03,1.03,24.5,625,1.03,1.03,1.03,9,625,62.2222222222222,9,29.0593262902712,25
"903ACPCT1 2010-05-25",0,0,0,0,12.3809523809524,5.71428571428571,3.80952380952381,20,48.5714285714286,8.57142857142857,0,0.952380952380952,0,0,21.9047619047619,77.1428571428571,57.1428571428571,4.02698850537895,4.02698850537895,1.03,1.03,1.03,9,625,1.03,1.03,1.03,16.75,625,70,5,20,14.2857142857143
"903ACPCT1 2010-06-15",0,0,0,0,16.1904761904762,2.85714285714286,5.71428571428571,9.52380952380952,63.8095238095238,0.952380952380952,0,0.952380952380952,0,0,24.7619047619048,74.2857142857143,64.7619047619048,4.99079583396893,4.99079583396893,1.03,1.03,1.03,16.75,625,1.03,1.03,1.03,9,157,70,3,10,13.3333333333333
"903ACPCT1 2010-06-30",0,0,0,0,8.57142857142857,5.71428571428571,0.952380952380952,15.2380952380952,63.8095238095238,5.71428571428571,0,0,0,0,15.2380952380952,84.7619047619048,69.5238095238095,2.79874070815843,2.79874070815843,1.03,1.03,1.03,9,157,1.03,1.03,1.03,1.03,9,72.5,6,18.3711730708738,15.2380952380952
"903ACPCT1 2010-07-13",0,1.66666666666667,0,0,1.66666666666667,3.33333333333333,1.66666666666667,5,81.6666666666667,3.33333333333333,0,1.66666666666667,0,1.66666666666667,8.33333333333333,90,85,1.66014075689488,1.44290182295925,1.03,1.03,1.03,1.03,9,9,1.03,1.03,9,9,NA,0,NA,8.33333333333333
"903CVPCT1 2010-05-10",0,0,0,1.01010101010101,4.04040404040404,1.01010101010101,2.02020202020202,48.4848484848485,35.3535353535354,5.05050505050505,0,3.03030303030303,0,0,8.08080808080808,88.8888888888889,40.4040404040404,0,0,9,1.03,1.03,9,9,1.03,1.03,1.03,1.03,9,80,1,NA,65.6565656565657
"903CVPCT1 2010-06-01",0,0.952380952380952,0,0,1.9047619047619,1.9047619047619,0,14.2857142857143,69.5238095238095,5.71428571428571,0,5.71428571428571,0,0.952380952380952,4.76190476190476,89.5238095238095,75.2380952380952,1.58673214355138,1.45967284841445,1.03,1.03,1.03,1.03,9,1.03,0.03,0.03,9,9,85,2,7.07106781186548,35.2380952380952
"903CVPCT1 2010-06-15",0,0.952380952380952,0,0,2.85714285714286,0,0,25.7142857142857,22.8571428571429,31.4285714285714,0,16.1904761904762,0,0.952380952380952,3.80952380952381,80,54.2857142857143,0.729726665327652,0.658341941944945,1.03,0.03,0.03,9,9,1.03,0.03,1.03,9,9,NA,0,NA,21.9047619047619
"903CVPCT1 2010-06-30",0,0.952380952380952,0,0,1.9047619047619,3.80952380952381,0.952380952380952,29.5238095238095,33.3333333333333,20.952380952381,0,8.57142857142857,0,0.952380952380952,7.61904761904762,83.8095238095238,54.2857142857143,1.47690066032525,1.35403720890529,1.03,0.03,1.03,9,9,NA,NA,NA,NA,NA,80,4,8.16496580927726,39.0476190476191
"903CVPCT1 2010-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03,0.03,0.03,1.03,40,NA,0,NA,NA
"904S00537 2009-05-04",0,0,0,0,2.85714285714286,4.76190476190476,7.61904761904762,6.66666666666667,34.2857142857143,41.9047619047619,0,1.9047619047619,0,0,15.2380952380952,82.8571428571429,76.1904761904762,0.53858021965131,0.53858021965131,1.03,0.03,0.03,1.03,40,9,1.03,1.03,40,625,18,5,8.36660026534076,54.2857142857143
"905DGCC1 2010-05-12",3,0,0,5,15,1,8,37,30,0,0,0,1,3,32,67,30,16.6386996225355,13.8676811835867,9,1.03,1.03,40,625,1.03,1.03,1.03,69.25,625,75,1,NA,32.2916666666667
"905DGCC1 2010-06-02",0,4.76190476190476,0,7.61904761904762,10.4761904761905,5.71428571428571,3.80952380952381,6.66666666666667,60.9523809523809,0,0,0,0,4.76190476190476,32.3809523809524,67.6190476190476,60.9523809523809,9.73754608608513,7.08322733891935,1.03,1.03,1.03,157,2500,1.03,1.03,1.03,9,437.800000000004,36.6666666666667,6,37.2379734500505,11.4285714285714
"905DGCC1 2010-06-16",0,9.52380952380952,0,1.9047619047619,7.61904761904762,3.80952380952381,2.85714285714286,20,53.3333333333333,0.952380952380952,0,0,0,9.52380952380952,25.7142857142857,74.2857142857143,54.2857142857143,8.86688473192814,4.49265561752434,1.03,1.03,1.03,40,2500,9,1.03,1.03,157,625,6.25,4,6.29152869605896,12.3809523809524
"905DGCC1 2010-06-29",0,6.66666666666667,0,6.66666666666667,13.3333333333333,7.77777777777778,6.66666666666667,17.7777777777778,40,0,0,1.11111111111111,0,6.66666666666667,41.1111111111111,57.7777777777778,40,20.7254089102525,13.816055605698,9,1.03,1.03,625,2500,NA,NA,NA,NA,NA,56.6666666666667,6,26.5832027165025,17.7777777777778
"905DGCC1 2010-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,0.03,1.03,157,625,NA,0,NA,NA
"905DGSY1x 2008-04-10",6,0,0,2,12,21,13,14,18,11,0,2,1,6,54,43,29,20.2113807374332,13.9392943477375,40,0.03,1.03,157,625,24.5,0.03,1.03,157,391,53.3333333333333,21,31.1982905514602,33
"905DGSY1x 2008-04-24",7.61904761904762,0.952380952380952,0,2.85714285714286,6.66666666666667,21.9047619047619,14.2857142857143,18.0952380952381,13.3333333333333,14.2857142857143,0,0,0,8.57142857142857,54.2857142857143,45.7142857142857,27.6190476190476,18.7002865915986,10.9460517376601,40,0.03,1.03,157,2500,9,0.03,1.03,157,625,58.9130434782609,23,26.6269054691239,19.047619047619
"905DGSY1x 2008-05-14",9.52380952380952,0,0,0,10.4761904761905,13.3333333333333,8.57142857142857,32.3809523809524,11.4285714285714,13.3333333333333,0,0,0.952380952380952,9.52380952380952,41.9047619047619,57.1428571428571,24.7619047619048,15.8215745990736,8.46435107796923,9,0.03,7.0075,157,625,9,0.03,1.03,40,157,50,14,22.5320284859643,16.3461538461538
"905DGSY1x 2008-06-03",9.61538461538461,0,0,0,5.76923076923077,11.5384615384615,18.2692307692308,24.0384615384615,15.3846153846154,11.5384615384615,0,0,3.84615384615385,9.61538461538461,45.1923076923077,50.9615384615385,26.9230769230769,14.7503706906814,7.61535799133734,9,0.03,1.03,157,1128.50000000004,9,1.03,1.03,40,157,67.5,12,29.8100044219447,27.1844660194175
"905DGSY1x 2008-06-24",6.66666666666667,0,0,0,4.76190476190476,12.3809523809524,25.7142857142857,16.1904761904762,26.6666666666667,5.71428571428571,0,0,1.9047619047619,6.66666666666667,49.5238095238095,48.5714285714286,32.3809523809524,14.4594791332229,9.35630235918424,40,1.03,1.03,40,625,40,1.03,9,157,625,59.2307692307692,13,37.4636576034113,26.9230769230769
"905DGSY1x 2008-07-02",6.66666666666667,0,0,0,13.3333333333333,13.3333333333333,22.8571428571429,25.7142857142857,10.4761904761905,5.71428571428571,0,0,1.9047619047619,6.66666666666667,56.1904761904762,41.9047619047619,16.1904761904762,29.4873982796189,20.0980805526452,40,1.03,9,157,625,9,1.03,9,157,157,63.2142857142857,14,22.1539320053282,20.952380952381
