"","PCT_RS.result","PCT_RR.result","PCT_RC.result","PCT_XB.result","PCT_SB.result","PCT_CB.result","PCT_GC.result","PCT_GF.result","PCT_SA.result","PCT_FN.result","PCT_HP.result","PCT_WD.result","PCT_OT.result","PCT_BDRK.result","PCT_BIGR.result","PCT_SFGF.result","PCT_SAFN.result","XSDGM.result","XSPGM.result","SB_PT_D50.result","SB_PT_D10.result","SB_PT_D25.result","SB_PT_D75.result","SB_PT_D90.result","SB_PP_D50.result","SB_PP_D10.result","SB_PP_D25.result","SB_PP_D75.result","SB_PP_D90.result","XEMBED.result","XEMBED.count","XEMBED.sd","PCT_CPOM.result"
"SMC00873 2009-05-19",0,0,0,0,0,14.2857142857143,30.4761904761905,9.52380952380952,42.8571428571429,0.952380952380952,0,0,1.9047619047619,0,44.7619047619048,53.3333333333333,43.8095238095238,7.96135073366325,7.96135073366325,9,1.03,1.03,40,157,9,1.03,1.03,40,40,49.3333333333333,15,34.7371079203014,26.6666666666667
"SMC00899 2011-07-12",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,1.03,1.03,1.03,1.03,NA,0,NA,3.80952380952381
"SMC00903 2011-07-06",0,0,0,1.9047619047619,16.1904761904762,22.8571428571429,19.047619047619,2.85714285714286,23.8095238095238,0,0,2.85714285714286,10.4761904761905,0,60,26.6666666666667,23.8095238095238,36.5773280517192,36.5773280517192,40,1.03,1.03,157,625,1.03,1.03,1.03,40,157,49.1666666666667,24,24.2570772580179,27.6190476190476
"SMC00910 2009-04-30",0,0,10.4761904761905,4.76190476190476,5.71428571428571,3.80952380952381,0.952380952380952,1.9047619047619,55.2380952380952,9.52380952380952,0,4.76190476190476,2.85714285714286,0,15.2380952380952,66.6666666666667,64.7619047619048,5.63756427103182,2.32889520066456,1.03,0.630000000000001,1.03,157,5660,157,1.03,9,625,625,27.6666666666667,3,32.5781112609883,4.76190476190476
"SMC00911 2009-06-04",0.952380952380952,8.57142857142857,0.952380952380952,8.57142857142857,20.952380952381,16.1904761904762,8.57142857142857,20,7.61904761904762,6.66666666666667,0,0.952380952380952,0,9.52380952380952,63.8095238095238,34.2857142857143,14.2857142857143,74.331982554132,44.526243996692,157,1.03,9,625,4712.00000000001,40,1.03,1.03,40,157,51.4705882352941,17,27.3155579456535,48.5714285714286
"SMC00921 2010-06-02",0,0,0,0.952380952380952,0,0,0.952380952380952,2.85714285714286,48.5714285714286,29.5238095238095,0.952380952380952,1.9047619047619,14.2857142857143,0,1.9047619047619,80.9523809523809,78.0952380952381,0.400835265739843,0.359142244856696,1.03,0.03,0.03,1.03,1.03,1.03,0.03,1.03,1.03,40,NA,0,NA,72.3809523809524
"SMC00924 2009-06-09",0,0.952380952380952,0,0.952380952380952,19.047619047619,23.8095238095238,14.2857142857143,24.7619047619048,12.3809523809524,1.9047619047619,0,0,1.9047619047619,0.952380952380952,59.047619047619,39.0476190476191,14.2857142857143,39.0423297069609,37.1831944832899,40,1.03,9,157,625,9,1.03,1.03,40,157,18,25,25.0416320021945,20
"SMC00924 2011-06-20",0,0.952380952380952,0,3.80952380952381,12.3809523809524,25.7142857142857,40.9523809523809,9.52380952380952,3.80952380952381,1.9047619047619,0,0,0.952380952380952,0.952380952380952,83.8095238095238,15.2380952380952,5.71428571428571,64.8188011888662,62.0662081601884,40,9,40,157,625,1.03,1.03,1.03,9,40,42.962962962963,27,32.7361027254684,0.952380952380952
"SMC00926 2010-06-28",0,0,5.71428571428571,0,3.80952380952381,10.4761904761905,3.80952380952381,3.80952380952381,0.952380952380952,69.5238095238095,0,0.952380952380952,0.952380952380952,0,18.0952380952381,74.2857142857143,70.4761904761905,0.38174976057846,0.210754299876556,0.03,0.03,0.03,9,157,1.03,0.03,1.03,9,157,43.125,8,26.4490750580918,9.52380952380952
"SMC00957 2010-06-21",0,0,0,0,0,0,0,21.9047619047619,78.0952380952381,0,0,0,0,0,0,100,78.0952380952381,1.65595988091177,1.65595988091177,1.03,1.03,1.03,1.03,9,0.03,0.03,0.03,1.03,1.03,NA,0,NA,48.5714285714286
"SMC00958 2011-07-19",0,0,7.61904761904762,0,6.66666666666667,37.1428571428571,28.5714285714286,12.3809523809524,7.61904761904762,0,0,0,0,0,72.3809523809524,20,7.61904761904762,73.2477947504424,51.1777760517543,157,9,40,157,625,1.03,1.03,1.03,40,344.200000000003,15.625,40,21.4890401403563,4.76190476190476
"SMC00963 2010-06-17",0,0,0,0,0,7.61904761904762,28.5714285714286,35.2380952380952,22.8571428571429,1.9047619047619,0,0,3.80952380952381,0,36.1904761904762,60,24.7619047619048,9.38124444838583,9.38124444838583,9,1.03,1.03,40,40,40,1.03,1.03,157,625,27.5,8,24.9284690951645,19.047619047619
"SMC01004 2009-05-26",0,0,90.4761904761905,0,0,0,0,0,9.52380952380952,0,0,0,0,0,0,9.52380952380952,9.52380952380952,2492.45849650252,1.03,5660,5660,5660,5660,5660,0.03,0.03,0.03,1.03,1.03,NA,0,NA,2.85714285714286
"SMC01013 2010-06-24",70.873786407767,6.79611650485437,0,0,0.970873786407767,3.88349514563107,1.94174757281553,0,15.5339805825243,0,0,0,0,77.6699029126214,84.4660194174757,15.5339805825243,15.5339805825243,1149.03456748864,4.48430765104699,5660,1.03,5660,5660,5660,9,1.03,9,40,40,48.75,4,22.5,44.5652173913044
"SMC01040 2009-06-09",0,1.9047619047619,0,5.71428571428571,33.3333333333333,14.2857142857143,8.57142857142857,12.3809523809524,13.3333333333333,0,0,1.9047619047619,8.57142857142857,1.9047619047619,63.8095238095238,25.7142857142857,13.3333333333333,94.5009074148074,86.4564249715982,157,1.03,9,625,625,1.03,1.03,1.03,1.03,9,20.625,16,23.5849528301415,11.4285714285714
"SMC01046 2009-05-21",0,0,13.3333333333333,0,0.952380952380952,15.2380952380952,28.5714285714286,6.66666666666667,17.1428571428571,5.71428571428571,1.9047619047619,2.85714285714286,7.61904761904762,0,44.7619047619048,29.5238095238095,22.8571428571429,33.8766410856115,11.855436687599,40,1.03,3.0225,157,5660,1.03,1.03,1.03,1.03,1.03,44.6875,16,29.4091113999273,73.3333333333333
"SMC01049 2010-06-01",0,3.80952380952381,0,0,0.952380952380952,0.952380952380952,7.61904761904762,9.52380952380952,44.7619047619048,17.1428571428571,0,0.952380952380952,14.2857142857143,3.80952380952381,13.3333333333333,71.4285714285714,61.9047619047619,1.49540294319865,1.01479664247167,1.03,0.03,1.03,9,40,1.03,0.03,1.03,40,157,75,1,NA,48.5714285714286
"SMC01096 2010-06-07",0,0,0,0,3.80952380952381,10.4761904761905,25.7142857142857,32.3809523809524,27.6190476190476,0,0,0,0,0,40,60,27.6190476190476,11.5094073298692,11.5094073298692,9,1.03,1.03,40,157,9,0.23,9,40,133.6,42.7272727272727,11,34.9545159002121,1.9047619047619
"SMC01151 2009-06-17",0,0,0,0,1.92307692307692,5.76923076923077,9.61538461538461,18.2692307692308,57.6923076923077,6.73076923076923,0,0,0,0,17.3076923076923,82.6923076923077,64.4230769230769,2.59259736363195,2.59259736363195,1.03,1.03,1.03,9,40,40,1.03,1.03,40,157,71.6666666666667,6,23.8047614284762,9.61538461538461
"SMC01155 2009-05-12",0,0,0,0.952380952380952,1.9047619047619,8.57142857142857,4.76190476190476,10.4761904761905,50.4761904761905,9.52380952380952,0,0.952380952380952,12.3809523809524,0,16.1904761904762,70.4761904761905,60,2.28804933170348,2.28804933170348,1.03,0.03,1.03,9,157,0.03,0.03,0.03,1.03,1.03,45,10,29.8142396999972,24.7619047619048
"SMC01158 2009-05-20",0,0,0,0,0,2.85714285714286,2.85714285714286,1.9047619047619,25.7142857142857,60.9523809523809,0,0,5.71428571428571,0,5.71428571428571,88.5714285714286,86.6666666666667,0.142357746388255,0.142357746388255,0.03,0.03,0.03,1.03,1.03,9,1.03,3.0225,40,157,40,3,43.5889894354067,86.6666666666667
"SMC01161 2010-05-27",0,0,0,4.76190476190476,2.85714285714286,4.76190476190476,12.3809523809524,6.66666666666667,41.9047619047619,0,0,0,26.6666666666667,0,24.7619047619048,48.5714285714286,41.9047619047619,6.86640267648852,6.86640267648852,1.03,1.03,1.03,40,344.200000000003,1.03,1.03,1.03,1.03,1.03,48.5714285714286,7,18.4197099403252,41.9047619047619
"SMC01172 2009-06-24",0,20,0,2.85714285714286,5.71428571428571,13.3333333333333,17.1428571428571,1.9047619047619,13.3333333333333,1.9047619047619,0,0,23.8095238095238,20,59.0476190476191,17.1428571428571,15.2380952380952,113.502286498625,28.2292089383825,157,1.03,40,5660,5660,40,1.03,9,157,625,32.1428571428571,14,23.9963367167611,41.9047619047619
"SMC01174 2011-07-20",0,0,0,0,0,2.85714285714286,0,2.85714285714286,28.5714285714286,38.0952380952381,2.85714285714286,2.85714285714286,21.9047619047619,0,2.85714285714286,69.5238095238095,66.6666666666667,0.313281477129198,0.212764865582078,0.03,0.03,0.03,1.03,9,9,1.03,1.03,40,157,23.3333333333333,3,17.5594229214212,69.5238095238095
"SMC01196 2010-07-14",0,0,0,0,0,4.76190476190476,36.1904761904762,34.2857142857143,22.8571428571429,0.952380952380952,0,0.952380952380952,0,0,40.9523809523809,58.0952380952381,23.8095238095238,10.2229034433427,10.2229034433427,9,1.03,9,40,40,40,1.03,1.03,157,157,62,5,25.8843582110896,1.9047619047619
"SMC01201 2010-06-02",0,0,1.9047619047619,0,0,2.85714285714286,1.9047619047619,4.76190476190476,62.8571428571429,7.61904761904762,0.952380952380952,0,17.1428571428571,0,4.76190476190476,75.2380952380952,70.4761904761905,1.46724415047767,1.09249571518929,1.03,1.03,1.03,1.03,9,157,9,40,157,625,56.6666666666667,3,28.4312035153866,62.8571428571429
"SMC01208 2010-06-08",0,0,65.7142857142857,0,0,0,0,0.952380952380952,33.3333333333333,0,0,0,0,0,0,34.2857142857143,33.3333333333333,301.650195225898,1.09392455646554,5660,1.03,1.03,5660,5660,0.03,0.03,0.03,0.03,0.03,NA,0,NA,2.85714285714286
"SMC01215 2011-07-13",0,0,0,0,4.90196078431373,11.7647058823529,16.6666666666667,8.82352941176471,32.3529411764706,15.6862745098039,0,0,9.80392156862745,0,33.3333333333333,56.8627450980392,48.0392156862745,3.69411583369825,3.69411583369825,1.03,0.03,1.03,40,157,157,9,40,625,625,37.3076923076923,13,27.0505225315662,13.7254901960784
"SMC01248 2011-07-26",0,65.3333333333333,0,0,0,4,10.6666666666667,9.33333333333333,2.66666666666667,4,0,4,0,65.3333333333333,80,16,6.66666666666667,713.147627291479,8.64095030126989,5660,9,40,5660,5660,1.03,1.03,1.03,5.015,9,0,3,0,20
"SMC01257 2011-06-16",0,0,0,0,1.9047619047619,13.3333333333333,33.3333333333333,8.57142857142857,30.4761904761905,0.952380952380952,6.66666666666667,0.952380952380952,3.80952380952381,0,48.5714285714286,40,31.4285714285714,18.2609198013635,11.8578489233166,40,1.03,1.03,40,157,157,40,40,625,625,46.7857142857143,14,37.4990842379027,17.1428571428571
"SMC01258 2009-05-27",0,0,0,0,0,1,0,0,16,43,0,0,40,0,1,59,59,0.0888433964977975,0.0888433964977975,0.03,0.03,0.03,1.03,1.03,9,0.03,9,40,40,45,1,NA,96
"SMC01278 2009-06-17",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,157,1.03,40,625,2500,NA,0,NA,3.80952380952381
"SMC01320 2010-06-07",0,0.961538461538462,0,0,3.84615384615385,9.61538461538461,24.0384615384615,35.5769230769231,25,0,0,0.961538461538462,0,0.961538461538462,38.4615384615385,60.5769230769231,25,12.3903403982935,11.6682955839761,9,1.03,5.015,40,157,40,4.218,40,157,157,39.0909090909091,11,38.8470193076754,9.52380952380952
"SMC01341 2009-06-22",0,0,0,0,0,0,0,2.85714285714286,97.1428571428571,0,0,0,0,0,0,100,97.1428571428571,1.09580813084339,1.09580813084339,1.03,1.03,1.03,1.03,1.03,40,9,9,157,625,NA,0,NA,29.5238095238095
"SMC01358 2011-06-21",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,0.03,0.03,0.03,1.03,1.03,NA,0,NA,5.71428571428571
"SMC01367 2011-06-23",0,1.9047619047619,0,7.61904761904762,12.3809523809524,18.0952380952381,20,12.3809523809524,22.8571428571429,0,0,4.76190476190476,0,1.9047619047619,60,35.2380952380952,22.8571428571429,39.0069437334856,35.2392062552467,40,1.03,9,157,812.500000000016,157,1.03,40,157,625,31.3157894736842,19,22.5980643998525,15.2380952380952
"SMC01372 2010-07-13",1.9047619047619,0.952380952380952,0,0,0.952380952380952,11.4285714285714,27.6190476190476,16.1904761904762,34.2857142857143,0,0,0.952380952380952,5.71428571428571,2.85714285714286,42.8571428571429,50.4761904761905,34.2857142857143,11.392623663346,9.36441872445679,9,1.03,1.03,40,157,40,1.03,1.03,40,157,38.75,12,18.1063775805905,34.2857142857143
"SMC01383 2010-06-01",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,1.03,1.03,1.03,1.03,NA,0,NA,4.76190476190476
"SMC01384 2009-06-29",0,0,0,0.934579439252336,5.60747663551402,30.8411214953271,17.7570093457944,0.934579439252336,23.3644859813084,0.934579439252336,0,0,19.6261682242991,0,55.1401869158879,25.2336448598131,24.2990654205607,26.8069974346403,26.8069974346403,40,1.03,1.03,157,157,40,1.03,9,157,157,41.3636363636364,33,31.1315938616004,10.4761904761905
"SMC01424 2009-07-01",0,8.57142857142857,0,1.9047619047619,17.1428571428571,35.2380952380952,17.1428571428571,15.2380952380952,1.9047619047619,2.85714285714286,0,0,0,8.57142857142857,80,20,4.76190476190476,103.815096042347,71.3605834928276,157,9,40,625,1750.00000000002,1.03,1.03,1.03,9,9,36.2121212121212,33,30.6703822683195,24.7619047619048
"SMC01452 2010-07-15",0,0,73.3333333333333,0,0,0,0,0,0.952380952380952,25.7142857142857,0,0,0,0,0,26.6666666666667,26.6666666666667,229.398329239535,0.0340383307221964,5660,0.03,0.03,5660,5660,1.03,1.03,1.03,40,40,NA,0,NA,20
"SMC01504 2011-06-28",0,6.66666666666667,0,3.80952380952381,31.4285714285714,13.3333333333333,24.7619047619048,15.2380952380952,1.9047619047619,0,0.952380952380952,0,1.9047619047619,6.66666666666667,80,17.1428571428571,1.9047619047619,148.102882207622,108.973565080107,157,9,40,625,2500,1.03,1.03,1.03,9,9,27.1875,16,22.0581617547791,17.1428571428571
"SMC01512 2010-06-23",0,0,93.3333333333333,0,0,0,0,1.9047619047619,4.76190476190476,0,0,0,0,0,0,6.66666666666667,4.76190476190476,3322.12533588826,1.91341935715844,5660,5660,5660,5660,5660,40,1.03,3.0225,508,625,NA,0,NA,31.4285714285714
"SMC01523 2011-07-07",0,0,0,4.76190476190476,26.6666666666667,38.0952380952381,23.8095238095238,1.9047619047619,3.80952380952381,0,0,0,0.952380952380952,0,93.3333333333333,5.71428571428571,3.80952380952381,146.093653254112,146.093653254112,157,40,40,625,625,1.03,0.03,0.03,40,157,35.2564102564103,39,26.8266540165187,2.85714285714286
"SMC01544 2010-07-14",0,0,0,0.952380952380952,0,5.71428571428571,23.8095238095238,47.6190476190476,8.57142857142857,13.3333333333333,0,0,0,0,30.4761904761905,69.5238095238095,21.9047619047619,6.19063498609333,6.19063498609333,9,0.03,9,40,40,1.03,0.03,1.03,9,157,23,5,38.3405790253616,1.9047619047619
"SMC01550 2009-06-25",10.4761904761905,0.952380952380952,1.9047619047619,11.4285714285714,11.4285714285714,21.9047619047619,13.3333333333333,1.9047619047619,11.4285714285714,4.76190476190476,0,0,10.4761904761905,11.4285714285714,69.5238095238095,18.0952380952381,16.1904761904762,116.537970111868,59.0685591504996,157,1.03,40,2500,5660,1.03,1.03,1.03,1.03,1.03,26.9565217391304,23,26.9569998682575,NA
"SMC01555 2011-06-23",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,1.03,1.03,1.03,9,NA,0,NA,47.6190476190476
"SMC01559 2011-06-21",0,0,0,2.85714285714286,4.76190476190476,38.0952380952381,33.3333333333333,10.4761904761905,10.4761904761905,0,0,0,0,0,79.0476190476191,20.952380952381,10.4761904761905,50.360201249049,50.360201249049,40,4.218,40,157,157,1.03,1.03,1.03,9,40,49.25,40,26.5433849019164,2.85714285714286
"SMC01567 2010-06-09",0,1.9047619047619,0,1.9047619047619,14.2857142857143,16.1904761904762,24.7619047619048,32.3809523809524,6.66666666666667,1.9047619047619,0,0,0,1.9047619047619,59.0476190476191,40.9523809523809,8.57142857142857,37.0411881323795,33.5949955445195,40,9,9,157,625,0.03,0.03,0.03,1.03,1.03,59,20,29.5403381657585,14.2857142857143
"SMC01606 2009-05-26",0,0,40.9523809523809,0,0,0,0,0.952380952380952,20.952380952381,37.1428571428571,0,0,0,0,0,59.0476190476191,58.0952380952381,9.61622757443623,0.115346998114174,1.03,0.03,0.03,5660,5660,157,9,9,625,625,NA,0,NA,42.8571428571429
"SMC01640 2009-06-29",0,0,99.0476190476191,0,0,0,0,0,0,0,0,0,0.952380952380952,0,0,0,0,5660,NA,5660,5660,5660,5660,5660,40,1.03,1.03,157,157,NA,0,NA,30.4761904761905
"SMC01655 2011-07-06",0,0,0,4.76190476190476,10.4761904761905,37.1428571428571,25.7142857142857,9.52380952380952,12.3809523809524,0,0,0,0,0,78.0952380952381,21.9047619047619,12.3809523809524,59.5327778033151,59.5327778033151,157,1.03,40,157,625,0.03,0.03,0.03,1.03,1.03,32.5641025641026,39,25.2844812731518,0
"SMC01676 2010-07-03",0.952380952380952,0,0,0,0.952380952380952,16.1904761904762,29.5238095238095,13.3333333333333,30.4761904761905,1.9047619047619,0,0,6.66666666666667,0.952380952380952,47.6190476190476,45.7142857142857,32.3809523809524,11.5864883042801,10.8700508053864,40,1.03,1.03,40,157,1.03,1.03,1.03,1.03,9,40.2941176470588,17,21.82820625327,30.4761904761905
"SMC01684 2009-06-03",0,0,20.952380952381,0,0,0,0,1.9047619047619,73.3333333333333,3.80952380952381,0,0,0,0,0,79.047619047619,77.1428571428571,5.70006724661231,0.915190031889836,1.03,1.03,1.03,1.03,5660,40,1.03,9,40,157,NA,0,NA,18.0952380952381
"SMC01692 2011-06-20",0,0,0,0.952380952380952,0.952380952380952,26.6666666666667,44.7619047619048,8.57142857142857,18.0952380952381,0,0,0,0,0,73.3333333333333,26.6666666666667,18.0952380952381,27.9119200081628,27.9119200081628,40,1.03,9,157,157,40,1.03,9,40,157,22.3214285714286,28,28.9789880091032,2.85714285714286
"SMC01694 2010-06-28",0,0,9.52380952380952,0.952380952380952,0,0.952380952380952,0.952380952380952,25.7142857142857,52.3809523809524,8.57142857142857,0,0,0.952380952380952,0,2.85714285714286,86.6666666666667,60.9523809523809,3.57088978423124,1.63059707971275,1.03,1.03,1.03,9,1797.10000000001,40,1.03,1.03,40,157,70,1,NA,5.71428571428571
"SMC01716 2010-06-08",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,0.03,0.03,9,157,NA,0,NA,1.9047619047619
"SMC01717 2009-05-28",0,0,0,0,0,5.71428571428571,22.8571428571429,3.80952380952381,57.1428571428571,0.952380952380952,0,0,9.52380952380952,0,28.5714285714286,61.9047619047619,58.0952380952381,3.76422343821219,3.76422343821219,1.03,1.03,1.03,40,40,1.03,1.03,1.03,1.03,9,51.6666666666667,6,32.659863237109,86.6666666666667
"SMC01726 2010-06-30",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,40,1.03,1.03,157,157,NA,0,NA,6.66666666666667
"SMC01748 2009-06-03",0,0,0,0,0,0.980392156862745,8.82352941176471,26.4705882352941,59.8039215686275,2.94117647058824,0,0,0.980392156862745,0,9.80392156862745,89.2156862745098,62.7450980392157,2.41053303228655,2.41053303228655,1.03,1.03,1.03,9,9,40,1.03,3.0225,40,157,NA,0,NA,15.6862745098039
"SMC01808 2011-06-13",0,0.952380952380952,0,3.80952380952381,19.047619047619,11.4285714285714,16.1904761904762,16.1904761904762,22.8571428571429,0,0,0,9.52380952380952,0.952380952380952,51.4285714285714,39.0476190476191,22.8571428571429,32.3031073381461,30.5757072739263,40,1.03,5.015,625,625,1.03,1.03,1.03,1.03,157,29.5833333333333,12,29.5771974003726,9.52380952380952
"SMC01814 2010-06-09",0,0,0,2.85714285714286,4.76190476190476,12.3809523809524,9.52380952380952,1.9047619047619,21.9047619047619,40,0.952380952380952,0,5.71428571428571,0,29.5238095238095,63.8095238095238,61.9047619047619,1.28364850526653,1.17830756856341,1.03,0.03,0.03,40,157,1.03,1.03,1.03,1.03,1.03,49.2307692307692,13,23.6155098969365,81.9047619047619
"SMC01860 2009-05-28",0,0,0,0,4.76190476190476,6.66666666666667,7.61904761904762,20,45.7142857142857,14.2857142857143,0,0.952380952380952,0,0,19.047619047619,80,60,2.42334983982309,2.42334983982309,1.03,0.03,1.03,9,157,1.03,1.03,1.03,1.03,1.03,68.3333333333333,6,27.8687399547713,16.1904761904762
"SMC01909 2009-06-09",0,0,0,0,0,0,0,1.9047619047619,85.7142857142857,9.52380952380952,0,0,2.85714285714286,0,0,97.1428571428571,95.2380952380952,0.759863813086107,0.759863813086107,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,9,40,NA,0,NA,37.1428571428571
"SMC01923 2011-07-12",0,0,0,0,0,0,6.66666666666667,15.2380952380952,78.0952380952381,0,0,0,0,0,6.66666666666667,93.3333333333333,78.0952380952381,1.82910081398471,1.82910081398471,1.03,1.03,1.03,1.03,9,1.03,1.03,1.03,9,9,NA,0,NA,0
"SMC01960 2010-06-23",0,0,0,0,4.76190476190476,4.76190476190476,8.57142857142857,22.8571428571429,56.1904761904762,2.85714285714286,0,0,0,0,18.0952380952381,81.9047619047619,59.047619047619,3.60444390920697,3.60444390920697,1.03,1.03,1.03,9,40,1.03,0.03,0.03,1.03,1.03,47,5,17.8885438199983,8.57142857142857
"SMC01962 2010-06-08",0,0,0,0,0,0,0.952380952380952,0,31.4285714285714,67.6190476190476,0,0,0,0,0.952380952380952,99.0476190476191,99.0476190476191,0.097619407321303,0.097619407321303,0.03,0.03,0.03,1.03,1.03,157,12.1,40,2500,2500,NA,0,NA,96.1904761904762
"SMC01972 2010-06-07",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,1.03,1.03,1.03,1.03,NA,0,NA,10.4761904761905
"SMC01979 2011-07-14",0,7.69230769230769,0,4.80769230769231,25.9615384615385,15.3846153846154,11.5384615384615,20.1923076923077,5.76923076923077,0,0,2.88461538461538,5.76923076923077,7.69230769230769,65.3846153846154,25.9615384615385,5.76923076923077,118.422416620784,82.9865941893941,157,9,9,625,2500,40,1.03,9,40,40,29.4444444444444,18,30.3842494457093,25
"SMC01990 2009-05-21",0,0,0,0,6.66666666666667,22.8571428571429,22.8571428571429,2.85714285714286,27.6190476190476,0.952380952380952,0,0,16.1904761904762,0,52.3809523809524,31.4285714285714,28.5714285714286,18.9523350638921,18.9523350638921,40,1.03,1.03,157,157,1.03,0.03,0.53,9,9,50.8695652173913,23,31.6102750093385,59.0476190476191
"SMC02006 2009-05-26",0,0,88.5714285714286,0,0,0,0,0,3.80952380952381,7.61904761904762,0,0,0,0,0,11.4285714285714,11.4285714285714,1615.78400676702,0.0975049307171116,5660,1.03,5660,5660,5660,1.03,1.03,1.03,1.03,9,NA,0,NA,13.3333333333333
"SMC02059 2010-06-03",0,0,8.57142857142857,0,0,1.9047619047619,2.85714285714286,7.61904761904762,79.0476190476191,0,0,0,0,0,4.76190476190476,86.6666666666667,79.0476190476191,3.10542821207298,1.53614193046306,1.03,1.03,1.03,1.03,110.200000000001,40,6.60900000000001,9,625,1187.49999999999,35,2,35.3553390593274,2.85714285714286
"SMC02088 2011-06-14",0,0,0,0,3.80952380952381,19.047619047619,40,17.1428571428571,20,0,0,0,0,0,62.8571428571429,37.1428571428571,20,21.4660524939593,21.4660524939593,40,1.03,9,40,157,40,1.03,9,625,2500,40.4761904761905,21,27.6994928610959,3.80952380952381
"SMC02092 2011-06-14",0,2.85714285714286,0,0.952380952380952,4.76190476190476,14.2857142857143,42.8571428571429,14.2857142857143,14.2857142857143,0,0,0,5.71428571428571,2.85714285714286,65.7142857142857,28.5714285714286,14.2857142857143,31.383312824832,26.6805703600209,40,1.03,9,40,157,1.03,1.03,1.03,1.03,1.03,16.3333333333333,15,18.7527775720469,7.61904761904762
"SMC02123 2011-07-05",0,0,0,0.952380952380952,1.9047619047619,11.4285714285714,39.0476190476191,12.3809523809524,34.2857142857143,0,0,0,0,0,53.3333333333333,46.6666666666667,34.2857142857143,12.153128177318,12.153128177318,40,1.03,1.03,40,157,1.03,1.03,1.03,1.03,12.721,50,12,24.4948974278318,3.80952380952381
"SMC02127 2009-06-04",0,6.66666666666667,2.85714285714286,0.952380952380952,2.85714285714286,6.66666666666667,11.4285714285714,10.4761904761905,19.047619047619,37.1428571428571,0,0.952380952380952,0.952380952380952,6.66666666666667,28.5714285714286,66.6666666666667,56.1904761904762,2.20006721938633,0.945645524655409,1.03,0.03,0.03,40,2124.99999999999,9,1.03,1.03,9,40,45,7,16.0727512683216,51.4285714285714
"SMC02145 2011-07-19",0,0,0,1.9047619047619,0,0,0,11.4285714285714,69.5238095238095,0,2.85714285714286,1.9047619047619,12.3809523809524,0,1.9047619047619,80.9523809523809,69.5238095238095,2.17895574230467,1.66151659878668,1.03,1.03,1.03,1.03,9,1.03,0.03,0.03,9,157,NA,0,NA,42.8571428571429
"SMC02152 2010-07-14",0,0,0,0,4.76190476190476,20.952380952381,13.3333333333333,4.76190476190476,14.2857142857143,1.9047619047619,0,0,40,0,39.0476190476191,20.952380952381,16.1904761904762,23.7233124768011,23.7233124768011,40,1.03,1.03,157,157,1.03,1.03,1.03,1.03,40,22.2727272727273,22,19.5013597039548,66.6666666666667
"SMC02167 2010-06-07",0,0,0,0,6.73076923076923,16.3461538461538,25,22.1153846153846,23.0769230769231,0,0,0,6.73076923076923,0,48.0769230769231,45.1923076923077,23.0769230769231,0,0,40,1.03,3.0225,40,157,1.03,0.03,0.03,9,40,61.7647058823529,17,26.0373035560633,3.80952380952381
"SMC02206 2011-07-19",0,0,9.52380952380952,0,8.57142857142857,2.85714285714286,0,0,71.4285714285714,5.71428571428571,0,0,1.9047619047619,0,11.4285714285714,77.1428571428571,77.1428571428571,3.9196352825923,1.79269689194191,1.03,1.03,1.03,1.03,625,40,0.03,1.03,157,625,58.3333333333333,3,23.629078131263,2.85714285714286
"SMC02228 2009-06-23",0,0,99.0476190476191,0,0,0,0,0,0.952380952380952,0,0,0,0,0,0,0.952380952380952,0.952380952380952,5214.31881778771,1.03,5660,5660,5660,5660,5660,9,1.03,1.03,40,157,NA,0,NA,0.952380952380952
"SMC02270 2010-06-30",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5660.00000000001,NA,5660,5660,5660,5660,5660,1.03,0.03,1.03,40,157,NA,0,NA,5.71428571428571
"SMC02417 2011-07-20",0,0,82.8571428571429,0,0,0,0,0.952380952380952,15.2380952380952,0.952380952380952,0,0,0,0,0,17.1428571428571,16.1904761904762,1276.48888305219,0.954596778509767,5660,1.03,5660,5660,5660,157,9,40,625,625,NA,0,NA,8.57142857142857
"SMC02436 2009-05-28",0,0,0,0,0,0,11.4285714285714,30.4761904761905,54.2857142857143,3.80952380952381,0,0,0,0,11.4285714285714,88.5714285714286,58.0952380952381,2.64766897188794,2.64766897188794,1.03,1.03,1.03,9,40,1.03,0.03,1.03,1.03,1.03,NA,0,NA,2.85714285714286
