"","XMIAT.result","XMIAT.count","XMIAT.sd","XMIATP.result","XMIATP.count","XMIATP.sd","PCT_MIATP.result","PCT_MIAT1.result","PCT_MIAT1P.result","PCT_MAA.result","PCT_MCP.result","PCT_MAU.result","PCT_MAP.result","PCT_NSA.result"
"SMC00198 2009-05-20",0.276442307692308,104,0.29336983607207,0.309139784946237,93,0.29349341120661,89.4230769230769,0.961538461538462,1.0752688172043,68.5714285714286,12.3809523809524,0,68.5714285714286,69.5238095238095
"SMC00206 2009-05-18",0,105,0,0,0,NA,0,0,0,11.4285714285714,0,0.952380952380952,11.4285714285714,11.4285714285714
"SMC00271 2009-06-04",0.414285714285714,105,1.99904681956506,1.14473684210526,38,3.22083146629588,36.1904761904762,3.80952380952381,10.5263157894737,17.1428571428571,5.71428571428571,0.952380952380952,18.0952380952381,21.9047619047619
"SMC00282 2009-06-09",0.451456310679612,103,0.464497214510718,0.465,100,0.464687360958251,97.0873786407767,2.9126213592233,3,9.52380952380952,42.8571428571429,0,9.52380952380952,12.621359223301
"SMC00288 2009-06-18",0.408602150537634,93,0.305708696943069,0.422222222222222,90,0.301318368260526,96.7741935483871,1.0752688172043,1.11111111111111,5.71428571428571,0,0,5.71428571428571,7.4468085106383
"SMC00318 2010-06-15",0.228571428571429,105,0.0703210846407743,0.25,96,0,91.4285714285714,0,0,37.1428571428571,0,0,37.1428571428571,37.1428571428571
"SMC00324 2010-06-21",0.0642857142857143,105,0.162716466135571,0.45,15,0.103509833901353,14.2857142857143,0,0,27.6190476190476,22.8571428571429,2.85714285714286,29.5238095238095,29.5238095238095
"SMC00345 2011-07-19",0.831683168316832,101,0.952043139050884,0.84,100,0.953144715394702,99.009900990099,15.8415841584158,16,0,0.952380952380952,0,0,15.2380952380952
"SMC00375 2010-06-08",0.114285714285714,105,0.125137287246211,0.25,48,0,45.7142857142857,0,0,0.952380952380952,0.952380952380952,0,0.952380952380952,0.952380952380952
"SMC00382 2009-06-23",0.554761904761905,105,0.768193554383488,0.613157894736842,95,0.785310973989197,90.4761904761905,8.57142857142857,9.47368421052632,0,2.85714285714286,0,0,8.57142857142857
"SMC00428 2010-07-22",0.0142857142857143,105,0.0583071631510681,0.25,6,0,5.71428571428571,0,0,0,0,6.66666666666667,6.66666666666667,6.66666666666667
"SMC00428 2011-08-03",0.025,100,0.0753778361444409,0.25,10,0,10,0,0,0,0,0,0,0
"SMC00436 2009-05-26",0.214285714285714,105,0.14473355588046,0.284810126582278,79,0.0871023677074291,75.2380952380952,0,0,71.4285714285714,0.952380952380952,0.952380952380952,72.3809523809524,72.3809523809524
"SMC00440 2009-05-20",0,105,0,0,0,NA,0,0,0,0.952380952380952,0,0,0.952380952380952,0.952380952380952
"SMC00446 2010-07-01",0.0535714285714286,28,0.104463861754668,0.25,6,0,21.4285714285714,0,0,0,0,0,0,0
"SMC00457 2009-06-04",0.555,100,0.63621751569155,0.578125,96,0.638988201027712,96,6,6.25,58,3.80952380952381,2,59.1836734693878,67.032967032967
"SMC00464 2009-05-08",0.0771276595744681,94,0.127140785064123,0.268518518518519,27,0.066720064085453,28.7234042553192,0,0,35.3535353535354,0,1.01010101010101,37.5,41.8604651162791
"SMC00473 2009-06-03",0.346774193548387,93,0.180700095584312,0.403125,80,0.122563274797608,86.0215053763441,0,0,1.96078431372549,79.0476190476191,0,2.02020202020202,2.04081632653061
