"","XCDENMID.result","XCDENMID.count","XCDENMID.sd","XCDENBK.result","XCDENBK.count","XCDENBK.sd"
"SMC09698 2010-06-09",93.048128342246,44,9.84900301252637,NA,0,NA
"SMC10146 2011-06-28",85.0267379679144,44,25.7643918505728,NA,0,NA
"SMC10189 2010-06-24",85.1604278074866,44,10.344406098418,NA,0,NA
"SMC10685 2010-07-01",30.2139037433155,44,34.1490234771568,NA,0,NA
"SMC11394 2011-06-30",85.5614973262032,44,27.1631411355083,NA,0,NA
"SMC11581 2009-06-29",0,44,0,NA,0,NA
"SMC11727 2010-06-09",21.524064171123,44,28.1091339538063,NA,0,NA
"SMC12862 2011-06-27",0,44,0,NA,0,NA
"SMC15677 2009-06-29",0,44,0,NA,0,NA
"SMC16266 2011-08-01",93.4491978609626,44,9.42679281486855,NA,0,NA
"SMC16832 2010-06-18",0,44,0,NA,0,NA
"SMC16980 2011-07-06",87.8342245989305,44,18.4451421116421,NA,0,NA
"SMC17056 2009-07-02",7.35294117647059,44,13.4333112257121,NA,0,NA
"SMC20032 2010-06-18",0,44,0,NA,0,NA
"SMC21822 2010-06-21",18.5828877005348,44,26.9993750637208,NA,0,NA
"SMC24222 2010-06-21",12.7005347593583,44,21.1118935502448,NA,0,NA
"SMC25288 2011-06-30",79.9465240641711,44,35.9115662700219,NA,0,NA
"SMC26288 2009-05-12",89.8395721925134,44,12.0594832400129,NA,0,NA
"SMC26909 2010-05-31",95.1871657754011,44,12.1199928183028,NA,0,NA
"SMC27709 2010-05-31",98.3957219251337,44,6.13199889258496,NA,0,NA
"SMC32897 2010-06-21",6.14973262032086,44,13.6017542177184,NA,0,NA
"SMC34888 2010-06-24",79.9719887955182,42,29.6848022086466,NA,0,NA
"SMC35697 2010-06-10",25,44,36.4190315607288,NA,0,NA
"SMCR8_020 2011-07-12",84.4919786096257,44,17.7194551960644,NA,0,NA
"SMCR8_026 2009-05-31",99.5098039215686,24,1.66076383109788,NA,0,NA
"SMCR8_105 2011-07-14",54.2780748663102,44,38.4344730299457,NA,0,NA
"SMCR8_116 2011-07-25",90.3743315508021,44,22.8031171181316,NA,0,NA
"SMCR8_124 2009-06-24",97.192513368984,44,6.6513292534584,NA,0,NA
"SMCR8_131 2009-06-16",99.7326203208556,44,1.23945326436168,NA,0,NA
"SMCR8_175 2009-06-09",0,44,0,NA,0,NA
"SMCR8_179 2009-06-01",29.2780748663102,44,29.926780538361,NA,0,NA
"SMCR8_184 2009-07-07",33.2887700534759,44,30.7609347048486,NA,0,NA
"SMCR8_191 2009-06-02",0,45,0,0,1,NA
"SMCR8_196 2009-05-24",71.7914438502674,44,20.7131075510628,NA,0,NA
"SMCR8_197 2009-06-04",0,44,0,NA,0,NA
"SMCR8_197 2011-07-11",0,44,0,NA,0,NA
"SMCR8_207 2009-06-07",49.5989304812834,44,40.6631622154835,NA,0,NA
"SMCR8_218 2009-06-23",53.6096256684492,44,34.4218690157001,NA,0,NA
"SMCR8_219 2009-07-06",97.7272727272727,44,4.05480859551877,NA,0,NA
"SMCR8_229 2009-06-01",97.192513368984,44,5.88079820269519,NA,0,NA
"SMCR8_240 2010-06-23",100,44,0,NA,0,NA
"SMCR8_254 2009-06-16",98.9304812834225,44,3.64885161194392,NA,0,NA
"SMCR8_254 2011-07-19",99.1978609625668,44,3.71835979308504,NA,0,NA
"SMCR8_262 2009-06-07",0,44,0,NA,0,NA
"SMCR8_274 2010-06-17",70.9893048128342,44,25.3850282181636,NA,0,NA
"SMCR8_275 2009-06-09",0,44,0,NA,0,NA
"SMCR8_289 2009-06-03",51.2032085561497,44,33.1685417428857,NA,0,NA
"SMCR8_299 2009-06-09",0,44,0,NA,0,NA
"SMCR8_312 2009-06-14",0,44,0,NA,0,NA
"SMCR8_312 2011-07-26",0,44,0,NA,0,NA
"SMCR8_317 2009-06-03",99.7326203208556,44,1.23945326436168,NA,0,NA
"SMCR8_327 2009-06-28",0,44,0,NA,0,NA
"SMCR8_333 2009-06-17",0,44,0,NA,0,NA
"SMCR8_339 2009-06-08",94.7860962566845,44,7.84248950606288,NA,0,NA
"SMCR8_339 2011-07-25",95.5882352941177,44,9.75477879516294,NA,0,NA
"SMCR8_344 2009-06-15",76.7379679144385,44,26.7902734257903,NA,0,NA
"SMCR8_356 2010-06-10",0,44,0,NA,0,NA
"SMCR8_376 2009-06-11",88.2352941176471,44,23.5977120876603,NA,0,NA
"SMCR8_396 2010-05-27",0,44,0,NA,0,NA
"SMCR8_404 2011-06-15",21.1229946524064,44,21.652878753497,NA,0,NA
"SMCR8_407 2010-06-21",41.4438502673797,44,27.9371671240962,NA,0,NA
"SMCR8_415 2009-07-08",0,44,0,NA,0,NA
"SMCR8_418 2009-06-08",0,44,0,NA,0,NA
"SMCR8_418 2011-07-13",0,44,0,NA,0,NA
"SMCR8_436 2010-06-23",75.1336898395722,44,23.5247477033898,NA,0,NA
"SMCR8_439 2011-06-08",0,44,0,NA,0,NA
"SMCR8_445 2010-06-24",95.1871657754011,44,7.20691969112603,NA,0,NA
"SMCR8_453 2011-07-12",13.5026737967914,44,25.2637028176555,NA,0,NA
"SMCR8_467 2011-06-09",11.3636363636364,44,25.257910881126,NA,0,NA
"SMCR8_474 2009-07-05",99.5989304812834,44,1.49983356429031,NA,0,NA
"SMCR8_483 2011-06-06",43.048128342246,44,38.5162303926244,NA,0,NA
"SMCR8_494 2011-06-20",0,44,0,NA,0,NA
"SMCR8_501 2011-06-14",0,44,0,NA,0,NA
"SMCR8_511 2011-06-09",0.267379679144385,44,1.23945326436168,NA,0,NA
"SMCR8_512 2011-07-19",67.6470588235294,44,28.859381929,NA,0,NA
"SMCR8_513 2009-06-22",54.6791443850267,44,29.4139409715937,NA,0,NA
"SMCR8_521 2011-06-06",0,44,0,NA,0,NA
"SMCR8_528 2011-07-11",7.48663101604278,44,15.8635261756057,NA,0,NA
"SMCR8_533 2011-06-07",0,44,0,NA,0,NA
"SMCR8_549 2011-06-13",9.49197860962567,44,14.5872594159114,NA,0,NA
"SMCR8_558 2011-08-08",0,44,0,NA,0,NA
"SMCR8_566 2011-06-15",0,44,0,NA,0,NA
"SMCR8_572 2009-06-30",9.09090909090909,44,23.6132073366133,NA,0,NA
"SMCR8_575 2011-06-07",5.74866310160428,44,13.7508574603274,NA,0,NA
"SMCR8_590 2011-07-20",98.1283422459893,44,5.9195441627236,NA,0,NA
"SMCR8_593 2011-06-13",1.8716577540107,44,4.87598306681143,NA,0,NA
"SMCR8_594 2011-06-20",0,44,0,NA,0,NA
"SMCR8_598 2010-06-15",60.0267379679144,44,30.2235320597352,NA,0,NA
"SMCR8_600 2009-06-28",27.2727272727273,44,40.159233014137,NA,0,NA
"SMCR8_601 2009-06-24",0,44,0,NA,0,NA
"SMCR8_605 2009-07-01",79.6791443850267,44,23.1311905501788,NA,0,NA
"SMCR8_607 2011-07-19",96.1229946524064,44,8.1175064737506,NA,0,NA
"SMCR8_613 2009-06-29",46.7914438502674,44,42.3984127661993,NA,0,NA
"SMCR8_618 2011-07-19",87.2994652406417,44,23.3558296882552,NA,0,NA
"SMCR8_622 2011-06-16",97.4598930481283,44,7.33145723475519,NA,0,NA
"SMCR8_629 2011-07-14",87.2994652406417,44,21.6389379067013,NA,0,NA
"SMCR8_633 2011-07-26",0,44,0,NA,0,NA
"SMCR8_688 2009-07-01",97.192513368984,44,6.88904772932668,NA,0,NA
"VA_RC 2010-06-02",29.2780748663102,44,35.4190364882081,NA,0,NA
"WN_RD 2010-05-27",36.096256684492,44,35.4667667140063,NA,0,NA
"WN_RD1 2010-05-27",78.7925696594427,38,20.5843500165099,NA,0,NA
