"","XBKF_H.result","XBKF_H.count","XBKF_H.sd","XKBF_W.result","XKBF_W.count","XKBF_W.sd","XWDEPTH.result","XWDEPTH.count","XWDEPTH.sd","XWIDTH.result","XWIDTH.count","XWIDTH.sd","XWDR.result","XWDR.count","XWDA.result","XWDA.count","XWDM.result","XWDM.count"
"SMC00464 2009-05-08",0.791818181818182,11,0.255218266658881,18.0909090909091,11,3.42650099823553,29.59,100,36.0583407742777,14.9142857142857,21,3.31440578600233,50.403128470043,21,0.198400383141762,100,45.225,40
"SMC00473 2009-06-03",0.381818181818182,11,0.0560032466591325,18.7272727272727,11,2.90141031537799,9.06666666666667,120,10.1689371574991,5.05,24,3.07571129984594,55.6985294117647,24,0.17953795379538,120,16.8372093023256,43
"SMC00476 2009-06-08",0.713636363636364,11,0.122659914175147,6.30909090909091,11,1.77564328932055,5.8,115,11.1222867773626,3.02791666666667,24,1.57778319766709,52.2054597701149,24,0.191550846291455,115,8.90697674418605,43
"SMC00479 2011-07-13",0.5,11,0,6.31818181818182,11,1.05528970602217,1.27083333333333,120,1.21768452492462,5.0695652173913,23,1.04910125285178,398.916607270135,23,0.0250678959405374,120,2.92857142857143,21
"SMC00480 2009-05-13",0.46,11,0.0904433524367601,7.68181818181818,11,2.20763139215684,9.68571428571429,105,9.23966604220242,4.89523809523809,21,2.20668896550379,50.5408062930187,21,0.197859922178988,105,17.1627906976744,43
"SMC00520 2009-05-19",0.65,11,0.0547722557505166,10.4090909090909,11,1.69673483223192,8.44761904761905,105,9.92663564547905,7.05238095238095,21,1.65185321612395,83.4836527621195,21,0.119783929777178,105,15.2790697674419,43
"SMC00520 2011-08-05",0.481818181818182,11,0.0873862897505303,14.4090909090909,11,5.31891991770031,19.2190476190476,105,20.498114806555,8.73809523809524,21,3.64218014250753,45.4658077304262,21,0.219945504087193,105,45.4761904761905,21
"SMC00531 2009-05-18",0.85,11,0,3,11,0,4.17083333333333,120,3.95855409969652,1.09166666666667,24,0.224415504902357,26.1738261738262,24,0.38206106870229,120,7.69767441860465,43
"SMC00544 2011-06-22",0.827272727272727,11,0.0261116483933546,8.59090909090909,11,1.89496941687962,3.51428571428571,105,3.30824810050659,1.03809523809524,21,0.367214093515201,29.5392953929539,21,0.338532110091743,105,7.33333333333333,21
"SMC00608 2011-06-27",0.9,11,0,7,11,0,2.44166666666667,120,2.12150189915617,3.16375,24,1.54262569074262,129.57337883959,24,0.0771763466350586,120,5.19047619047619,21
"SMC00632 2011-06-13",0.25,11,0,26,11,2.2248595461287,3.5047619047619,105,9.1116195992596,7.08571428571429,21,3.63720850574802,202.173913043478,21,0.0494623655913978,105,9.80952380952381,21
"SMC00665 2011-07-27",0.442727272727273,11,0.0303614588222994,11.6454545454545,11,1.95466807226375,5.12380952380952,105,6.03944603626098,5.97619047619048,21,1.10086546040139,116.635687732342,21,0.0857370517928287,105,14.047619047619,21
"SMC00670 2009-05-21",0.9,11,0,7.15454545454546,11,0.393353877224151,2.725,120,2.38152024040573,2.53333333333333,24,0.605530070819498,92.9663608562691,24,0.107565789473684,120,4.83720930232558,43
"SMC00684 2011-06-27",0.236363636363636,11,0.0233549683248457,31.2727272727273,11,7.61696670717299,11.1904761904762,105,9.42286013057039,29.2619047619048,21,6.61743728270062,261.489361702128,21,0.0382424735557364,105,21.3333333333333,21
"SMC00686 2011-06-27",0.525454545454546,11,0.0665377541496009,3.80545454545455,11,0.795190085908566,8.28571428571429,105,8.00446304079347,2.88952380952381,21,0.829496691919119,34.8735632183908,21,0.286750164798945,105,16.952380952381,21
"SMC00693 2010-05-31",0.728636363636364,11,0.54191369658411,2.17272727272727,11,1.0240516677306,4.22857142857143,105,4.15390720345858,1.27380952380952,21,0.475294394985636,30.1238738738739,21,0.33196261682243,105,8.42857142857143,21
"SMC00702 2011-07-19",0.25,11,0,4.24,11,0,3.71904761904762,105,3.13626723369871,2.34190476190476,21,0.079474464302633,62.9705505761844,21,0.15880439202928,105,6.33333333333333,21
"SMC00710 2009-05-20",0.491818181818182,11,0.748783255446036,6.13090909090909,11,1.8100688083355,7.73333333333333,105,8.63052127254765,3.17904761904762,21,1.39537416043836,41.1083743842364,21,0.243259436788496,105,13.8372093023256,43
"SMC00729 2009-06-03",0.640909090909091,11,0.137510330190466,7.81818181818182,11,2.75928185650476,18.55,100,16.4189930669738,3.2975,20,1.65501431063935,17.7762803234501,20,0.562547384382108,100,29.1190476190476,42
"SMC00748 2011-06-21",0.4,11,0,14,11,0,0.678333333333333,120,0.697074720002172,4.26666666666667,24,0.782230182216855,628.992628992629,24,0.0158984375,120,1.71428571428571,21
"SMC00756 2009-06-23",1.2,11,0,22,11,0,0.5375,120,0.395151816373395,1.60833333333333,24,0.212473357238577,299.22480620155,24,0.033419689119171,120,1,21
"SMC00766 2011-07-11",0.404545454545455,11,0.103572548135463,6.92363636363636,11,1.22300672710556,9.57142857142857,105,11.564083274433,3.9847619047619,21,1.49758345025451,41.6318407960199,21,0.240200764818356,105,22.8095238095238,21
"SMC00791 2011-06-22",0.406363636363636,11,0.186776482849031,4.52909090909091,11,1.41379244972842,6.34761904761905,105,6.70645635015667,2.10571428571429,21,0.813280833590534,33.1732933233308,21,0.301447308909995,105,14.7619047619048,21
"SMC00827 2009-06-15",4.10909090909091,11,11.9040921153572,14.9909090909091,11,3.26847198105003,11.5904761904762,105,13.2423383059611,7.9547619047619,21,4.432998555208,68.6318816762531,21,0.145704878778809,105,21.3255813953488,43
"SMC00830 2011-06-21",0.4,11,0,30,11,0,0.5125,120,0.663269530875824,9.83333333333333,24,2.64026788276372,1918.69918699187,24,0.00521186440677966,120,1.26190476190476,21
"SMC00857 2011-07-13",0.475454545454546,11,0.0452467979781192,12.2090909090909,11,1.34718561858012,11.1619047619048,105,12.2593165588805,7.63333333333333,21,1.2539271642856,68.3873720136519,21,0.146225826575172,105,24.8571428571429,21
"SMC00873 2009-05-19",0.954545454545455,11,0.0522232967867094,8.96363636363636,11,1.32383739732093,3.89047619047619,105,4.47910799433419,2.89047619047619,21,0.794295135264444,74.296205630355,21,0.134596375617792,105,6.88372093023256,43
"SMC00899 2011-07-12",0.693636363636364,11,0.152136302523279,7.45454545454545,11,2.92792200591602,1.64761904761905,105,1.59916415896743,3.04761904761905,21,0.98452478263325,184.971098265896,21,0.0540625,105,3.80952380952381,21
"SMC00903 2011-07-06",0.365454545454545,11,0.121191058776102,5.06363636363636,11,0.94474623817481,17.7857142857143,105,15.2699833041785,3.91190476190476,21,0.861670581182966,21.9946452476573,21,0.454656116859403,105,35.6428571428571,21
"SMC00910 2009-04-30",0.696363636363636,11,0.0881218165124536,10.0181818181818,11,2.34768745015949,34.6166666666667,120,37.5097036931573,5.84166666666667,24,3.02064154813491,16.8753009147809,24,0.592582025677604,120,63.4186046511628,43
"SMC00911 2009-06-04",0.539,10,0.129995726425482,6.07272727272727,11,2.35375908244277,7.91904761904762,105,14.8416519868791,3.025,20,1.5334429785359,38.1990378833434,20,0.261786698150335,105,11.9767441860465,43
"SMC00921 2010-06-02",0.581818181818182,11,0.051345531805247,8.09090909090909,11,1.20037872811421,31.4666666666667,105,31.3393543042151,5.58571428571429,21,1.53045278080891,17.751210653753,21,0.563341858482523,105,64.3333333333333,21
"SMC00924 2009-06-09",0.390909090909091,11,0.0768706114785807,7.79090909090909,11,2.45171554037353,9.09523809523809,105,9.98992166128117,4.63333333333333,21,1.6044729144904,50.9424083769633,21,0.196300102774923,105,15.953488372093,43
"SMC00924 2011-06-20",0.602727272727273,11,0.16395675704837,9.79818181818182,11,2.75488590755341,11.4952380952381,105,12.9474706540311,5.21904761904762,21,2.34723220999096,45.4018227009114,21,0.220255474452555,105,29.9047619047619,21
"SMC00926 2010-06-28",0.563636363636364,11,0.0595437196138648,10.8181818181818,11,2.78955845316716,19.0666666666667,105,21.4015036615271,5.52857142857143,21,1.80392429362844,28.996003996004,21,0.344875107665805,105,39.7619047619048,21
"SMC00957 2010-06-21",0.358181818181818,11,0.123597587502199,3.02909090909091,11,0.853492291066001,5.11666666666667,120,3.8505338128963,1.45708333333333,24,0.298539621821127,28.4771986970684,24,0.351158135544753,120,9.47619047619048,21
"SMC00958 2011-07-19",0.554545454545455,11,0.0522232967867094,4.60636363636364,11,0.460983139111893,11.6714285714286,105,10.2883495937219,2.75428571428571,21,0.385545995032648,23.5985312117503,21,0.423755186721992,105,23.3809523809524,21
"SMC00963 2010-06-17",0.713636363636364,11,0.0504524979109513,16.3727272727273,11,0.34085454109021,7.79047619047619,105,7.17996041088191,5.41380952380952,21,1.98236342831095,69.4926650366748,21,0.143900079162635,105,16.2857142857143,21
"SMC01004 2009-05-26",1,11,0,18,11,0,4.01428571428571,105,3.41972301429597,1.79047619047619,21,0.0436435780471985,44.6026097271649,21,0.224202127659574,105,6.67441860465116,43
"SMC01013 2010-06-24",0.456363636363636,11,0.181453725631232,7.94363636363636,11,3.19304015861772,34.747572815534,103,50.3483392343666,4.29666666666667,21,2.81421806783578,12.3653720778616,21,0.808709995706764,103,52.1578947368421,19
"SMC01040 2009-06-09",0.436363636363636,11,0.105097357461806,7.70454545454545,11,2.2871876339136,13.7428571428571,105,16.89846862169,4.81666666666667,21,1.6423560312348,35.0485100485101,21,0.285318833415719,105,21.906976744186,43
"SMC01046 2009-05-21",0.916781818181818,11,1.32346460611395,5.66432727272727,11,1.84081746030991,10.6761904761905,105,17.2434464909555,2.98604761904762,21,1.56083135527803,27.9692239072257,21,0.357535841293635,105,17.1162790697674,43
"SMC01049 2010-06-01",0.745454545454545,11,0.138662441660576,5.68181818181818,11,2.57169911996648,8.38095238095238,105,10.413915387578,1.61190476190476,21,0.748482591966033,19.2329545454545,21,0.519940915805022,105,15.5714285714286,21
"SMC01096 2010-06-07",0.768181818181818,11,0.123273531775331,26.4636363636364,11,11.328307263424,10.3428571428571,105,10.3355515756841,8.14761904761905,21,3.42937589768445,78.7753222836096,21,0.126943308007013,105,24.8571428571429,21
"SMC01151 2009-06-17",0.64,11,0.092736184954957,20.5454545454545,11,1.9679246105294,6.57211538461539,104,6.86924278596823,13.9285714285714,21,2.14968436221294,211.934371407671,21,0.0471844181459566,104,12.2261904761905,42
"SMC01155 2009-05-12",0.693636363636364,11,0.103176812053167,5.04545454545455,11,0.789130706998069,6.07619047619048,105,5.3595623352013,2.58095238095238,21,0.628982549534602,42.4764890282132,21,0.235424354243542,105,9.67441860465116,43
"SMC01158 2009-05-20",0.359090909090909,11,0.126131244777378,5.92727272727273,11,2.33627520172214,10.9875,120,20.370668328537,1.77916666666667,24,1.13174707831536,16.1926431551005,24,0.617564402810304,120,19.0697674418605,43
"SMC01161 2010-05-27",0.422727272727273,11,0.0606779876216918,6.31818181818182,11,2.06485746811647,10.7333333333333,105,11.1262567714209,2.76904761904762,21,0.698655170752387,25.7985803016859,21,0.387618228718831,105,23.9047619047619,21
"SMC01172 2009-06-24",0.669090909090909,11,0.135237165413546,5.27272727272727,11,1.45677102462323,17.0952380952381,105,21.2369977459168,1.66428571428571,21,1.09443396981532,9.73537604456825,21,1.02718168812589,105,25.953488372093,43
"SMC01174 2011-07-20",1.23727272727273,11,1.99989545181287,4.88181818181818,11,2.95122285902579,8.35833333333333,120,11.1640146940801,2.075,24,1.39229244804013,24.8255234297109,24,0.40281124497992,120,17.5238095238095,21
"SMC01196 2010-07-14",0.559090909090909,11,0.0301511344577763,8.02727272727273,11,1.74016718110123,3.07619047619048,105,3.05225401609279,1.61190476190476,21,0.496966991334626,52.3993808049536,21,0.190841949778434,105,6.85714285714286,21
"SMC01201 2010-06-02",0.486363636363636,11,0.0710313631113366,2.88181818181818,11,0.767877831192152,3.4952380952381,105,4.23838641630508,1.48571428571429,21,0.565937906740408,42.5068119891008,21,0.23525641025641,105,8.80952380952381,21
"SMC01208 2010-06-08",1.3,11,0,37.8,11,0,9.68571428571429,105,8.28032223187819,3.945,20,0.132684826404132,40.7300884955752,20,0.245518739815318,105,17.952380952381,21
"SMC01215 2011-07-13",0.718181818181818,11,0.118896440806122,28.3490909090909,11,20.193457086168,24,102,23.9467230441757,12.417619047619,21,8.37897064367808,51.7400793650794,21,0.193273766154082,102,39.5789473684211,19
"SMC01248 2011-07-26",0.43625,8,0.149182295004659,2.86875,8,0.859791295273784,3.17111111111111,90,5.26579666165506,0.726111111111111,18,0.360867237912633,22.8976874562018,18,0.43672532517215,90,7.86666666666667,15
"SMC01257 2011-06-16",0.659090909090909,11,0.0583874208121142,12.0272727272727,11,3.95956838786525,6.39166666666667,120,9.56648195685396,3.82125,24,2.81733502275373,59.7848761408083,24,0.167266383164322,120,15.952380952381,21
"SMC01258 2009-05-27",6.99,11,4.41998642531852,13.8790909090909,11,1.84067082633183,26.07,100,36.4237837161657,5.549,20,1.57332668003351,21.2850019179133,20,0.469814380969544,100,44.0714285714286,42
"SMC01278 2009-06-17",0.881818181818182,11,0.0404519917477945,50,11,0,12.5142857142857,105,10.2854586354066,4.67142857142857,21,0.0717137165600638,37.3287671232877,21,0.267889908256881,105,20.953488372093,43
"SMC01320 2010-06-07",0.692222222222222,9,0.0854075198354597,10.6090909090909,11,1.59465014686893,16.5428571428571,105,14.8213908380296,4.85,21,0.897217922246318,29.3177892918826,21,0.341089837997055,105,35.6666666666667,21
"SMC01341 2009-06-22",0.824545454545455,11,0.197957754905618,39.1,11,1.97787765041218,11.5809523809524,105,6.83427582171849,37.6761904761905,21,1.55077553562879,325.328947368421,21,0.0307381193124368,105,15.3023255813953,43
"SMC01358 2011-06-21",0.5,11,0,18,11,0,0.879166666666667,120,0.876863761380529,8.97916666666667,24,0.520851448960313,1021.32701421801,24,0.00979118329466357,120,1.9047619047619,21
"SMC01367 2011-06-23",0.451818181818182,11,0.136661492880634,4.00636363636364,11,1.15415140018347,14.9828571428571,105,15.8662102082894,2.55714285714286,21,0.759810126657594,17.0671243325706,21,0.585921787709497,105,28.3095238095238,21
"SMC01372 2010-07-13",0.590909090909091,11,0.0490824908607021,16.1818181818182,11,2.54236825885558,17.3047619047619,105,16.7527975904393,7.43571428571429,21,2.20103060275992,42.9691799669785,21,0.232724943964137,105,37.9523809523809,21
"SMC01383 2010-06-01",2.44545454545455,11,1.80906806746658,7.33636363636364,11,0.938160676294554,0.995,120,1.4830328906069,7.36916666666667,24,0.749468894076603,740.619765494137,24,0.0135022051340043,120,2.57142857142857,21
"SMC01384 2009-06-29",0.343636363636364,11,0.146783699862943,7.89090909090909,11,3.32879994756505,23.1904761904762,105,32.7854609070308,5.54761904761905,21,3.79613211672342,23.9219712525667,21,0.418025751072961,105,39.7674418604651,43
"SMC01424 2009-07-01",0.827272727272727,11,0.0261116483933546,7.81818181818182,11,1.4709304414677,2.8952380952381,105,4.48163734142704,1.04333333333333,21,0.606533868249196,36.0361842105263,21,0.277498858968508,105,5.25581395348837,43
"SMC01452 2010-07-15",0.55,11,0,13.3,11,0,0.875,120,1.14174052593898,6.44416666666667,24,2.95602688207266,736.47619047619,24,0.0135781714729083,120,1.61904761904762,21
"SMC01504 2011-06-28",0.809090909090909,11,0.128097973868016,12.2818181818182,11,5.99530119040206,12.247619047619,105,13.0588762565639,4.11047619047619,21,1.27074575029971,33.5614307931571,21,0.297961075069509,105,29.952380952381,21
"SMC01512 2010-06-23",0.6,11,0,3.7,11,0,1.77916666666667,120,1.7330158214901,1.94916666666667,24,0.672619258322765,109.555035128806,24,0.0912783240701154,120,4.07142857142857,21
"SMC01523 2011-07-07",0.386363636363636,11,0.0684503801702704,9.20909090909091,11,2.95954541963949,12.1761904761905,105,14.0408026549104,4.72142857142857,21,1.50470690074275,38.7759092686742,21,0.257892082702975,105,31.3809523809524,21
"SMC01544 2010-07-14",0.595,10,0.0437797517885456,14.6090909090909,11,1.30801723647247,6.86666666666667,105,7.09965690756449,6.81428571428571,21,2.00880205950853,99.2371705963939,21,0.100768693221523,105,16.4285714285714,21
"SMC01550 2009-06-25",0.415,10,0.0944281031614353,4.9,10,2.31900361745681,7.35238095238095,105,7.51406495587922,1.65,20,1.18565993171913,22.4417098445596,20,0.445598845598846,105,12.6976744186047,43
"SMC01555 2011-06-23",1.15,11,0,3.65,11,0,3.80952380952381,105,3.59378533586705,1.26333333333333,21,0.316659649045049,33.1625,21,0.301545420278929,105,8.73809523809524,21
"SMC01559 2011-06-21",0.36,11,0.0547722557505166,22.9363636363636,11,7.68651712120291,11.8704761904762,105,15.9066986603463,12.0571428571429,21,4.07106514668722,101.572528883184,21,0.0984518167456556,105,34.7619047619048,21
"SMC01567 2010-06-09",0.790909090909091,11,0.0490824908607021,15.8,11,3.01927143529693,6.62380952380952,105,7.22601501799526,8.99380952380952,21,2.68046726559098,135.780014378145,21,0.0736485413247207,105,14.0952380952381,21
"SMC01606 2009-05-26",0.303690909090909,11,0.0299286302575128,7.50947272727273,11,0.965637129661975,4.80952380952381,105,5.07462624257506,6.85788571428571,21,1.46840820560419,142.589702970297,21,0.0701312913323279,105,8.58139534883721,43
"SMC01640 2009-06-29",0.3,11,0,7.4,11,0,0.6125,120,0.693494681990843,1.60416666666667,24,0.332943612756518,261.904761904762,24,0.0381818181818182,120,1.24418604651163,43
"SMC01655 2011-07-06",0.388181818181818,11,0.0617767240662989,11.0363636363636,11,3.62222934869473,13.7047619047619,105,16.6026375392608,7.7047619047619,21,2.62230360379499,56.2195969423211,21,0.1778739184178,105,34.8809523809524,21
