"","W1H_BRDG.result","W1H_BRDG.count","W1H_BRDG.sd","W1H_BLDG.result","W1H_BLDG.count","W1H_BLDG.sd","W1H_LDFL.result","W1H_LDFL.count","W1H_LDFL.sd","W1H_LOG.result","W1H_LOG.count","W1H_LOG.sd","W1H_MINE.result","W1H_MINE.count","W1H_MINE.sd","W1H_ORVY.result","W1H_ORVY.count","W1H_ORVY.sd","W1H_PARK.result","W1H_PARK.count","W1H_PARK.sd","W1H_PSTR.result","W1H_PSTR.count","W1H_PSTR.sd","W1H_PVMT.result","W1H_PVMT.count","W1H_PVMT.sd","W1H_PIPE.result","W1H_PIPE.count","W1H_PIPE.sd","W1H_ROAD.result","W1H_ROAD.count","W1H_ROAD.sd","W1H_CROP.result","W1H_CROP.count","W1H_CROP.sd","W1H_VEGM.result","W1H_VEGM.count","W1H_VEGM.sd","W1H_WALL.result","W1H_WALL.count","W1H_WALL.sd","W1_HALL_EMAP.result","W1_HALL_SWAMP.result"
"SMC01215 2011-07-13",0,11,0,0,11,0,0.25,11,0.707106781186548,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.25,0.25
"SMC01248 2011-07-26",0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,8,NA,0,0
"SMC01257 2011-06-16",0,11,0,0,11,0,0.204545454545455,11,0.970004686024295,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.197,11,0.712176944305276,0.204545454545455,0.204545454545455
"SMC01258 2009-05-27",0,11,0,0,11,0,0.272727272727273,11,0.756787468664269,0,11,0,0,11,0,0,11,0,0,11,0,0.75,11,0,0,11,0,0,11,0,0.5,11,0,0,11,0,0,11,0,0,11,0,0.272727272727273,0.272727272727273
"SMC01278 2009-06-17",0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.181909090909091,11,0.348329389567351,0,11,0,0.454772727272727,11,0.616585657250696,0,11,0,0.0606363636363636,11,0.402216133666737,0,11,0,0,11,0,1.42427272727273,11,0.502317900066554,0.667,0.667
"SMC01320 2010-06-07",0,11,0,0.0909545454545455,11,0.311555277453442,0.204545454545455,11,0.700649049745371,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.121272727272727,11,0.336518161066045,0,11,0,0,11,0,0,11,0,0.2955,0.2955
"SMC01341 2009-06-22",0,11,0,0.242545454545455,11,0.311555277453442,0.113636363636364,11,0.517862740677313,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.356181818181818,0.356181818181818
"SMC01358 2011-06-21",0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0.667,0.667
"SMC01367 2011-06-23",0,11,0,0,11,0,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"SMC01372 2010-07-13",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC01383 2010-06-01",0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,1.5,11,0,0.667,0.667
"SMC01384 2009-06-29",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC01424 2009-07-01",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC01452 2010-07-15",0,11,0,1.03795454545455,11,0.523551421456471,0,11,0,0,11,0,0,11,0,0,11,0,0.0454545454545455,11,0.301511344577764,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,1.03795454545455,1.03795454545455
"SMC01504 2011-06-28",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.348636363636364,11,0.100403277744395,0,11,0,0,11,0,0,11,0,0,0
"SMC01512 2010-06-23",0,11,0,1,11,0,1.09090909090909,11,1.40129809949074,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,2.09090909090909,2.09090909090909
"SMC01523 2011-07-07",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC01544 2010-07-14",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC01550 2009-06-25",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC01555 2011-06-23",0,11,0,0.181909090909091,11,0.458596951185203,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.43181818181818,11,0.452267016866645,0.424409090909091,11,0.431061670340061,0,11,0,0,11,0,1.5,11,0,0.181909090909091,0.181909090909091
"SMC01559 2011-06-21",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
"SMC01567 2010-06-09",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC01606 2009-05-26",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.75,11,0,0,11,0,0.3335,11,0,1.5,11,0,0,0
"SMC01640 2009-06-29",0,11,0,0.424454545454545,11,0.67303632213209,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.295454545454545,11,0.583874208121142,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,1.5,11,0,0.424454545454545,0.424454545454545
"SMC01655 2011-07-06",0,11,0,0,11,0,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"SMC01676 2010-07-03",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC01684 2009-06-03",0,11,0,0,11,0,0.75,11,1.16189500386223,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0.75,0.75
"SMC01692 2011-06-20",0,11,0,0,11,0,0.0454545454545455,11,0.301511344577764,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0454545454545455,0.0454545454545455
"SMC01694 2010-06-28",0,11,0,0.242545454545455,11,0.311555277453442,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0.590909090909091,11,0.603022689155527,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,1.40909090909091,11,0.252262489554756,0.242545454545455,0.242545454545455
"SMC01716 2010-06-08",0,11,0,0.667,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,2.167,2.167
"SMC01717 2009-05-28",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC01726 2010-06-30",0,11,0,0.242545454545455,11,0.311555277453442,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,1.09090909090909,11,1.40129809949074,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0.242545454545455,0.242545454545455
"SMC01748 2009-06-03",0,11,0,0,11,0,0.363636363636364,11,0.719848468902878,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.363636363636364,0.363636363636364
"SMC01808 2011-06-13",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.212227272727273,11,0.336518161066045,0,11,0,0,11,0,0,11,0,0,0
"SMC01814 2010-06-09",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,1.06818181818182,11,1.00227015048112,0,11,0,0,11,0,0,11,0,0.121272727272727,11,0.336518161066045,0.0454545454545455,11,0.301511344577764,0,11,0,0.272727272727273,11,1.21355975243384,0.0681818181818182,0.0681818181818182
"SMC01860 2009-05-28",0,11,0,0.348636363636364,11,0.100403277744395,0.25,11,0.707106781186548,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.939454545454545,11,0.269410265040312,0.5,11,0,0,11,0,1.45454545454545,11,0.301511344577764,0.598636363636364,0.598636363636364
"SMC01909 2009-06-09",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.484954545454545,11,1.03760603839275,0,11,0,0,11,0,0,0
"SMC01923 2011-07-12",0,11,0,0.3335,11,0.421847839866462,0,11,0,0,11,0,0,11,0,0,11,0,0.530454545454545,11,0.742807977144222,0,11,0,0.667,11,0,0.181909090909091,11,0.547073088020571,0,11,0,0,11,0,1.22727272727273,11,1.01129979369486,0.121272727272727,11,0.539629569915579,0.3335,0.3335
"SMC01960 2010-06-23",0,11,0,0.667,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.15909090909091,11,0.844770006354608,2.167,2.167
"SMC01962 2010-06-08",0,11,0,0,11,0,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"SMC01972 2010-06-07",0,11,0,0.697272727272727,11,0.200806555488791,0.818181818181818,11,1.24681412189045,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.545454545454545,11,0.700649049745371,0.667,11,0,0,11,0,0,11,0,1.5,11,0,1.51545454545455,1.51545454545455
"SMC01979 2011-07-14",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC01990 2009-05-21",0,11,0,0,11,0,1.47727272727273,11,0.150755672288882,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.212136363636364,11,0.834554263173952,0,11,0,0,11,0,0,11,0,1.29545454545455,11,0.700649049745371,1.47727272727273,1.47727272727273
"SMC02006 2009-05-26",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.04545454545455,11,0.202259958738973,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,1.5,11,0,1.5,1.5
"SMC02059 2010-06-03",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0.568227272727273,11,0.536455844154272,1.5,1.5
"SMC02088 2011-06-14",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC02092 2011-06-14",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC02123 2011-07-05",0,11,0,0,11,0,1.5,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,1.5
"SMC02127 2009-06-04",0,11,0,0.0909545454545455,11,0.311555277453442,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.348636363636364,11,0.100403277744395,0,11,0,0,11,0,0.113636363636364,11,0.517862740677313,0.159136363636364,0.159136363636364
"SMC02145 2011-07-19",0,11,0,0,11,0,0.272727272727273,11,0.756787468664269,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,11,0.904534033733291,0.272727272727273,0.272727272727273
"SMC02152 2010-07-14",0,11,0,0,11,0,0.272727272727273,11,0.756787468664269,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.272727272727273,0.272727272727273
"SMC02167 2010-06-07",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC02206 2011-07-19",0,11,0,0.272863636363636,11,0.654760428081767,0,11,0,0,11,0,0,11,0,0,11,0,0.636681818181818,11,0.201108066833368,0,11,0,0,11,0,0.0454545454545455,11,0.301511344577764,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,1.5,11,0,0.272863636363636,0.272863636363636
"SMC02228 2009-06-23",0,11,0,0,11,0,1.22727272727273,11,1.21355975243384,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,1.22727272727273,1.22727272727273
"SMC02270 2010-06-30",0,11,0,0,11,0,0.25,11,0.974679434480896,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0.136363636363636,11,0.904534033733291,0.409181818181818,11,0.173903578299742,0,11,0,0,11,0,0.272727272727273,11,1.21355975243384,0.25,0.25
"SMC02417 2011-07-20",0,11,0,0.712409090909091,11,0.417365503649216,0.886363636363636,11,1.47247472582106,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.5,11,0,1.59877272727273,1.59877272727273
"SMC02436 2009-05-28",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC02452 2011-06-30",0,11,0,0.0303181818181818,11,0.201108066833368,0.181818181818182,11,0.636038878171338,0,11,0,0,11,0,0.363818181818182,11,0.201108066833368,0.242545454545455,11,0.311555277453442,0,11,0,0.0303181818181818,11,0.201108066833368,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,1.11363636363636,11,0.606779876216918,0.212136363636364,0.212136363636364
"SMC02457 2010-05-31",0,11,0,0,11,0,0,11,0,0,11,0,0.0454545454545455,11,0.301511344577764,0,11,0,0,11,0,0,11,0,0.0606363636363636,11,0.269814784957789,0,11,0,0,11,0,0,11,0,0.394,11,0.308086351531515,0.363681818181818,11,0.671939770028129,0.0454545454545455,0.0454545454545455
"SMC02464 2011-06-22",0,11,0,0,11,0,1.15909090909091,11,1.23029929839709,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0909545454545455,11,0.311555277453442,0,11,0,0,11,0,0,11,0,1.15909090909091,1.15909090909091
"SMC02536 2011-06-29",0,11,0,0.697181818181818,11,0.533700716268448,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.36363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,1.5,11,0,0.697181818181818,0.697181818181818
"SMC02548 2010-07-09",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC02563 2010-06-24",0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0.576045454545455,11,0.311555277453442,0,11,0,0,11,0,0.272727272727273,11,1.21355975243384,0.667,0.667
"SMC02573 2010-06-09",0,11,0,0,11,0,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"SMC02591 2011-07-21",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC02622 2010-06-15",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0.5,11,0,0,11,0,0,11,0,1.5,11,0,0,0
"SMC02644 2011-06-30",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.303181818181818,11,0.201108066833368,0.0303181818181818,11,0.201108066833368,0.667,11,0,0,11,0,0,11,0,0.636363636363636,11,1.1481209945741,0,0
"SMC02656 2009-06-23",0,11,0,0.363818181818182,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.954545454545455,11,0.301511344577764,0.272727272727273,11,1.01129979369486,0,11,0,0,11,0,0,11,0,1.5,11,0,0.363818181818182,0.363818181818182
"SMC02749 2011-06-27",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC02804 2011-06-20",0,11,0,0.181909090909091,11,0.348329389567351,0.0454545454545455,11,0.301511344577764,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,1.5,11,0,0.3335,11,0,0,11,0,0,11,0,1.5,11,0,0.227363636363636,0.227363636363636
"SMC02884 2010-06-23",0,11,0,0,11,0,0.75,11,1.5,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,1.0835,11,0,0.75,0.75
"SMC02902 2011-08-02",0,11,0,0.424454545454545,11,0.43132875038547,1.46213636363636,11,0.251158950033277,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.333363636363636,11,0.447213615827848,1.88659090909091,1.88659090909091
"SMC02933 2010-06-01",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.181909090909091,11,0.348329389567351,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC02947 2011-07-12",0,11,0,0.3335,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0.272727272727273,11,1.01129979369486,0.3335,11,0,0,11,0,0,11,0,1.5,11,0,0.401681818181818,0.401681818181818
"SMC02976 2010-07-27",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC02984 2010-06-23",0,11,0,0.0606363636363636,11,0.402216133666737,1.36363636363636,11,0.904534033733291,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.25,11,0,1.42427272727273,1.42427272727273
"SMC03110 2011-07-26",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.401681818181818,0.401681818181818
"SMC03133 2010-06-02",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.29545454545455,11,0.970004686024295,0,0
"SMC03216 2011-07-27",0,11,0,0,11,0,0.204545454545455,11,0.700649049745371,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.204545454545455,0.204545454545455
"SMC03234 2011-06-28",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC03268 2009-05-28",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.8335,11,0,0.818363636363636,11,0.100403277744395,0,11,0,1.5,11,0,0,0
"SMC03280 2011-08-11",0,11,0,0,11,0,0.181818181818182,11,0.924416277737175,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.181818181818182,0.181818181818182
"SMC03304 2011-06-29",0,11,0,0.121272727272727,11,0.336518161066045,0.0454545454545455,11,0.301511344577764,0,11,0,0,11,0,0,11,0,0.757636363636364,11,0.655937968242286,0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,1.5,11,0,0.166727272727273,0.166727272727273
"SMC03510 2011-07-21",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC03533 2010-06-01",0,11,0,0,11,0,0.613636363636364,11,1.47247472582106,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.272863636363636,11,0.269814784957789,0,11,0,0,11,0,0,11,0,0.613636363636364,0.613636363636364
"SMC03687 2010-06-02",0,11,0,0.636681818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0,11,0,0,11,0,0,11,0,0,11,0,1.47727272727273,11,0.150755672288882,0.636681818181818,0.636681818181818
"SMC03944 2010-07-12",0,11,0,0.242545454545455,11,0.311555277453442,0.204545454545455,11,0.700649049745371,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.954590909090909,11,0.155544089043472,0.136363636363636,11,0.606779876216918,0.401681818181818,11,0.452267016866645,0,11,0,0,11,0,1.5,11,0,0.447090909090909,0.447090909090909
"SMC03971 2011-07-11",0,11,0,0.667,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.667,11,0,0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,1.5,11,0,0.667,0.667
"SMC03988 2011-06-29",0,11,0,0,11,0,0.204590909090909,11,0.757821854815737,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0.204590909090909,0.204590909090909
"SMC04047 2009-05-14",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0909545454545455,11,0.311555277453442,0,11,0,0,11,0,0,11,0,0,0
"SMC04054 2009-05-27",0,11,0,0,11,0,1.43181818181818,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0.5,11,0,0,11,0,0,11,0,0,11,0,0.3335,11,0,0,11,0,0,11,0,0,11,0,1.43181818181818,1.43181818181818
"SMC04134 2011-07-26",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.181909090909091,11,0.348329389567351,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC04175 2009-06-11",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC04239 2009-06-11",0,11,0,0,11,0,0.0681818181818182,11,0.452267016866645,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.0681818181818182,0.0681818181818182
"SMC04264 2010-07-09",0,11,0,0.363818181818182,11,0.359753046610386,0.681818181818182,11,1.41581971117281,0,11,0,0,11,0,0,11,0,0.0303181818181818,11,0.201108066833368,0.181863636363636,11,0.433519801372231,0.469863636363636,11,0.417004817935978,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,1.04563636363636,1.04563636363636
"SMC04308 2009-06-17",0,11,0,0,11,0,1.15909090909091,11,0.78334945180064,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.681818181818182,11,0.233549683248457,1.15909090909091,1.15909090909091
"SMC04383 2010-06-09",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC04399 2009-06-11",0,11,0,0,11,0,0.340909090909091,11,0.78334945180064,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.340909090909091,0.340909090909091
"SMC04426 2011-07-25",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC04661 2011-07-18",0,11,0,0,11,0,0.136363636363636,11,0.606779876216918,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.136363636363636,0.136363636363636
"SMC04682 2011-07-25",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,0
"SMC04748 2009-07-02",0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0,11,0,0.212227272727273,11,0.336518161066045,0,11,0,0,11,0,0,0
"SMC04749 2009-06-23",0,11,0,0.454590909090909,11,0.155544089043472,1.46213636363636,11,0.251158950033277,0,11,0,0,11,0,0,11,0,0.0909090909090909,11,0.404519917477945,0,11,0,0.0454545454545455,11,0.301511344577764,1.15922727272727,11,0.336965091259128,0.530318181818182,11,0.201108066833368,0,11,0,0.204545454545455,11,0.970004686024295,1.0835,11,0,1.91672727272727,1.91672727272727
