"","PCT_CF.result","PCT_CF.count","PCT_CF.sd","PCT_DR.result","PCT_DR.count","PCT_DR.sd","PCT_GL.result","PCT_GL.count","PCT_GL.sd","PCT_POOL.result","PCT_POOL.count","PCT_POOL.sd","PCT_RA.result","PCT_RA.count","PCT_RA.sd","PCT_RI.result","PCT_RI.count","PCT_RI.sd","PCT_RN.result","PCT_RN.count","PCT_RN.sd","PCT_FAST.result","PCT_SLOW.result","PCT_CF_WT.result","PCT_CF_WT.count","PCT_GL_WT.result","PCT_GL_WT.count","PCT_POOL_WT.result","PCT_POOL_WT.count","PCT_RA_WT.result","PCT_RA_WT.count","PCT_RI_WT.result","PCT_RI_WT.count","PCT_RN_WT.result","PCT_RN_WT.count","PCT_FAST_WT.result","PCT_SLOW_WT.result"
"911NCPCR2 2010-09-14",0,10,0,0,10,0,51,10,26.6458251889485,9.5,10,15.7144660884309,0,10,0,39.5,10,27.2284573358259,0,10,0,39.5,60.5,0,10,51,10,9.5,10,0,10,39.5,10,0,10,39.5,60.5
"911S00538 2009-05-05",0,10,0,0,10,0,0,10,0,50,10,30.2765035409749,0,10,0,28,10,21.3697605664328,22,10,34.253953543107,50,50,0,10,0,10,50,10,0,10,28,10,22,10,50,50
"911S01818 2009-05-06",0,10,0,0,10,0,89,10,16.6332999331662,0,10,0,0,10,0,11,10,16.6332999331662,0,10,0,11,89,0,10,89,10,0,10,0,10,11,10,0,10,11,89
"911S02058 2009-05-05",1,10,3.16227766016838,0,10,0,47.5,10,31.3802839729379,17.5,10,27.8138654471311,0,10,0,34,10,29.8886823619465,0,10,0,35,65,1,10,47.5,10,17.5,10,0,10,34,10,0,10,35,65
"911S03354 2009-05-05",0,10,0,0,10,0,57,10,36.1478445646026,1.5,10,4.74341649025257,0,10,0,40.5,10,36.0901648652372,0,10,0,40.5,58.5,0,10,56.43,10,1.485,10,0,10,40.095,10,0,10,40.095,57.915
"911S04086 2009-05-06",0,10,0,0,10,0,95,10,15.8113883008419,0,10,0,0,10,0,5,10,15.8113883008419,0,10,0,5,95,0,10,95,10,0,10,0,10,5,10,0,10,5,95
"911TJPC2 2010-04-27",0,10,0,11.5,10,19.1557940175928,46,10,39.214509786274,10.5,10,23.6231995198694,0,10,0,25.5,10,32.0112827331587,6.5,10,11.5590272562665,32,56.5,0,10,40.71,10,9.2925,10,0,10,22.5675,10,5.7525,10,28.32,50.0025
"911TJPC2 2010-05-24",0,10,0,0,10,0,35,10,35.5902608401044,0.5,10,1.58113883008419,8.5,10,26.8793601114312,56,10,39.6372439898527,0,10,0,64.5,35.5,0,10,35,10,0.5,10,8.5,10,56,10,0,10,64.5,35.5
"911TJPC2 2010-06-14",0,10,0,0,10,0,35,10,34.3996124009172,0,10,0,0,10,0,65,10,34.3996124009172,0,10,0,65,35,0,10,35,10,0,10,0,10,65,10,0,10,65,35
"911TJPC2 2010-07-01",0,10,0,0,10,0,50,10,36.8178700572909,8,10,25.298221281347,0,10,0,42,10,38.2390143992,0,10,0,42,58,0,10,50,10,8,10,0,10,42,10,0,10,42,58
"911TJPC2 2010-07-19",0,10,0,60,10,45.9468291736341,35,10,41.1636301174282,5,10,15.8113883008419,0,10,0,0,10,0,0,10,0,0,40,0,10,14,10,2,10,0,10,0,10,0,10,0,16
"LALT-501 2009-06-22",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,40,10,0,60,10,0,100,0,0,10,0,10,0,10,0,10,40,10,60,10,100,0
"LALT500 2009-06-22",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"LALT500 2010-07-15",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"LALT501 2010-07-15",0,10,0,0,10,0,0,10,0,0,10,0,10,10,31.6227766016838,90,10,31.6227766016838,0,10,0,100,0,0,10,0,10,0,10,10,10,90,10,0,10,100,0
"LALT502 2009-06-22",0,10,0,0,10,0,8.5,10,18.2650242570633,83,10,36.5300485141266,0,10,0,0,10,0,8.5,10,18.2650242570633,8.5,91.5,0,10,8.5,10,83,10,0,10,0,10,8.5,10,8.5,91.5
"LALT502 2010-07-15",0,10,0,0,10,0,47.5,10,43.668575021913,51.5,10,44.6000747383529,0,10,0,1,10,3.16227766016838,0,10,0,1,99,0,10,47.5,10,51.5,10,0,10,1,10,0,10,1,99
"LALT503 2010-07-15",0,10,0,0,10,0,50,10,52.704627669473,0,10,0,0,10,0,50,10,52.704627669473,0,10,0,50,50,0,10,50,10,0,10,0,10,50,10,0,10,50,50
"LAR0052 2010-07-08",0,10,0,0,10,0,13,10,5.86893895388634,0,10,0,0,10,0,87,10,5.86893895388634,0,10,0,87,13,0,10,13,10,0,10,0,10,87,10,0,10,87,13
"LAR0080 2010-07-08",0,10,0,2,10,6.32455532033676,35.5,10,23.5053185470863,0,10,0,0,10,0,62.5,10,28.1118796557217,0,10,0,62.5,35.5,0,10,34.79,10,0,10,0,10,61.25,10,0,10,61.25,34.79
"LAR0092 2010-07-27",0,10,0,4,10,12.6491106406735,2,10,4.21637021355784,0,10,0,0,10,0,94,10,15.7762127549323,0,10,0,94,2,0,10,1.92,10,0,10,0,10,90.24,10,0,10,90.24,1.92
"LB_RA 2010-05-26",0,10,0,0,10,0,92,10,16.1932770686548,0,10,0,0,10,0,8,10,16.1932770686548,0,10,0,8,92,0,10,92,10,0,10,0,10,8,10,0,10,8,92
"LB_RA1 2010-05-26",0,10,0,0,10,0,99,10,2.10818510677892,0,10,0,0,10,0,1,10,2.10818510677892,0,10,0,1,99,0,10,99,10,0,10,0,10,1,10,0,10,1,99
"LC_R31 2010-05-25",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,65,10,21.0818510677892,35,10,21.0818510677892,100,0,0,10,0,10,0,10,0,10,65,10,35,10,100,0
"LC_R4 2010-05-25",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,100,10,0,0,10,0,100,0,0,10,0,10,0,10,0,10,100,10,0,10,100,0
"LC_R5 2010-05-25",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,90,10,12.9099444873581,10,10,12.9099444873581,100,0,0,10,0,10,0,10,0,10,90,10,10,10,100,0
"ME-CC 2010-07-12",0,10,0,0,10,0,52,10,33.0991775661504,1,10,2.10818510677892,0,10,0,47,10,33.2665998663324,0,10,0,47,53,0,10,52,10,1,10,0,10,47,10,0,10,47,53
"ME-CC 2011-07-07",0,10,0,0,10,0,49.5,10,27.3302843827949,28.5,10,20.5548047910945,0,10,0,22,10,32.8464440828667,0,10,0,22,78,0,10,49.5,10,28.5,10,0,10,22,10,0,10,22,78
"ME-SCR 2011-07-13",0,10,0,0,10,0,27,10,15.6702123647242,0,10,0,0,10,0,73,10,15.6702123647242,0,10,0,73,27,0,10,27,10,0,10,0,10,73,10,0,10,73,27
"ME-VR2 2010-07-07",0,10,0,0,10,0,17.5,10,12.9636243217534,82.5,10,12.9636243217534,0,10,0,0,10,0,0,10,0,0,100,0,10,17.5,10,82.5,10,0,10,0,10,0,10,0,100
"ME-VR2 2011-07-06",0,10,0,0,10,0,21.5,10,15.1015083867657,10,10,16.8325082306035,0,10,0,65.5,10,27.126248051165,3,10,3.4960294939005,68.5,31.5,0,10,21.5,10,10,10,0,10,65.5,10,3,10,68.5,31.5
"MO2_Mont 2010-06-30",0,10,0,0,10,0,60,10,51.6397779494322,0,10,0,0,10,0,0,10,0,0,10,0,0,60,0,10,36,10,0,10,0,10,0,10,0,10,0,36
"POM_RC 2010-05-28",0,10,0,0,10,0,12,10,10.5934990547138,0,10,0,0,10,0,88,10,10.5934990547138,0,10,0,88,12,0,10,12,10,0,10,0,10,88,10,0,10,88,12
"POM_RD 2010-06-16",0,10,0,0.5,10,1.58113883008419,87.5,10,14.3855637513601,0,10,0,0,10,0,12,10,13.984117975602,0,10,0,12,87.5,0,10,87.0625,10,0,10,0,10,11.94,10,0,10,11.94,87.0625
"REF-CS 2008-10-22",17.5,10,21.2459146399699,12.5,10,10.6066017177982,0,10,0,66,10,29.2308816911917,0,10,0,4,10,6.58280588604383,0,10,0,21.5,66,15.3125,10,0,10,57.75,10,0,10,3.5,10,0,10,18.8125,57.75
"REF-CS 2009-04-29",20,10,42.1637021355784,0,10,0,15,10,26.3523138347365,38.5,10,42.9502295945228,0,10,0,26.5,10,33.3374997396159,0,10,0,46.5,53.5,20,10,15,10,38.5,10,0,10,26.5,10,0,10,46.5,53.5
"REF-TCAS 2009-04-30",3,10,3.4960294939005,2.5,10,6.34647758821992,39,10,17.9195734076208,0.5,10,1.58113883008419,0,10,0,55,10,17.6383420737639,0,10,0,58,39.5,2.925,10,38.025,10,0.4875,10,0,10,53.625,10,0,10,56.55,38.5125
"SA_RB 2010-06-02",0,10,0,0,10,0,2,10,4.21637021355784,0,10,0,0,10,0,58,10,50.0666222813829,0,10,0,58,2,0,10,1.2,10,0,10,0,10,34.8,10,0,10,34.8,1.2
"SGLT506 2010-07-06",0,10,0,0,10,0,95.5,10,7.61941963377497,0,10,0,0,10,0,4.5,10,7.61941963377497,0,10,0,4.5,95.5,0,10,95.5,10,0,10,0,10,4.5,10,0,10,4.5,95.5
"SGLT508 2009-05-26",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SGUR010 2010-06-18",0.5,10,1.58113883008419,0,10,0,0,10,0,0.5,10,1.58113883008419,0,10,0,99,10,2.10818510677892,0,10,0,99.5,0.5,0.5,10,0,10,0.5,10,0,10,99,10,0,10,99.5,0.5
"SGUR010 2011-06-27",4.5,10,11.1679103785006,0,10,0,38.5,10,14.9164338901763,0,10,0,0,10,0,57,10,21.1081869319834,0,10,0,61.5,38.5,4.5,10,38.5,10,0,10,0,10,57,10,0,10,61.5,38.5
"SGUR103 2010-07-22",7,10,5.86893895388634,0,10,0,5,10,0,1,10,2.10818510677892,0,10,0,87,10,5.3748384988657,0,10,0,94,6,7,10,5,10,1,10,0,10,87,10,0,10,94,6
"SGUR103 2011-08-03",7.5,10,16.2018517460196,0,10,0,10,10,3.33333333333333,3.5,10,8.18195847242239,0,10,0,79,10,24.0138848724372,0,10,0,86.5,13.5,7.5,10,10,10,3.5,10,0,10,79,10,0,10,86.5,13.5
"SGUT 503 2009-05-08",3.5,10,6.68746754924629,1.5,10,4.74341649025257,19,10,11.4987922071069,5,10,15.8113883008419,0,10,0,70,10,26.4575131106459,1,10,3.16227766016838,74.5,24,3.4475,10,18.715,10,4.925,10,0,10,68.95,10,0.985,10,73.3825,23.64
"SGUT 503 2010-05-27",0.5,10,1.58113883008419,0,10,0,1.5,10,3.37474278855276,0,10,0,4.5,10,12.5720147770974,93.5,10,12.4833222073827,0,10,0,98.5,1.5,0.5,10,1.5,10,0,10,4.5,10,93.5,10,0,10,98.5,1.5
"SGUT501 2010-07-07",2,10,2.58198889747161,0,10,0,20,10,42.1637021355784,1,10,3.16227766016838,7.5,10,6.34647758821992,23,10,25.7336787541584,46.5,10,34.4036496771943,79,21,2,10,20,10,1,10,7.5,10,23,10,46.5,10,79,21
"SGUT502 2009-05-13",9,10,5.16397779494322,0,10,0,3,10,6.32455532033676,3,10,6.74948557710553,0,10,0,67.5,10,18.4466196843155,17.5,10,15.8552479920337,94,6,9,10,3,10,3,10,0,10,67.5,10,17.5,10,94,6
"SGUT502 2010-05-27",0,10,0,0,10,0,5,10,4.08248290463863,0.5,10,1.58113883008419,0,10,0,94.5,10,4.37797517885457,0,10,0,94.5,5.5,0,10,5,10,0.5,10,0,10,94.5,10,0,10,94.5,5.5
"SGUT502 2011-06-28",1,10,2.10818510677892,0,10,0,5.5,10,1.58113883008419,1,10,2.10818510677892,14,10,11.7378779077727,71,10,27.5680975041804,7.5,10,22.0164080227048,93.5,6.5,1,10,5.5,10,1,10,14,10,71,10,7.5,10,93.5,6.5
"SGUT503 2011-07-27",0,10,0,0,10,0,13.5,10,13.1339255365637,5,10,10.5409255338946,7,10,14.3759057685652,74.5,10,24.8830598332815,0,10,0,81.5,18.5,0,10,13.5,10,5,10,7,10,74.5,10,0,10,81.5,18.5
"SGUT504 2010-07-07",0,10,0,0,10,0,0,10,0,0,10,0,15,10,16.996731711976,54,10,35.103022978402,31,10,28.7518115371304,100,0,0,10,0,10,0,10,15,10,54,10,31,10,100,0
"SGUT505 2010-07-08",0,10,0,0,10,0,0,10,0,0,10,0,12.5,10,23.0036229030704,12,10,20.976176963403,75.5,10,25.2157358277194,100,0,0,10,0,10,0,10,12.5,10,12,10,75.5,10,100,0
"Site 19 2010-07-10",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"Site 6 2010-07-08",0.5,10,1.58113883008419,0,10,0,43,10,35.3710490530195,0.5,10,1.58113883008419,0,10,0,56,10,36.4996194805127,0,10,0,56.5,43.5,0.5,10,43,10,0.5,10,0,10,56,10,0,10,56.5,43.5
"Site 7 2010-07-06",0.5,10,1.58113883008419,0,10,0,42,10,32.5064096243597,9.5,10,24.9944438270233,0,10,0,47.5,10,32.9351214089492,0.5,10,1.58113883008419,48.5,51.5,0.5,10,42,10,9.5,10,0,10,47.5,10,0.5,10,48.5,51.5
"SJC_C1Alt 2010-06-03",0,10,0,32,10,12.2927259430572,45.5,10,15.7144660884309,5,10,15.8113883008419,0,10,0,17.5,10,14.9536320374386,0,10,0,17.5,50.5,0,10,30.94,10,3.4,10,0,10,11.9,10,0,10,11.9,34.34
"SJC_R2 2010-05-25",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,100,10,0,0,10,0,100,0,0,10,0,10,0,10,0,10,100,10,0,10,100,0
"SMC00080 2011-06-13",0,10,0,0,10,0,24,10,13.4989711542111,0,10,0,0,10,0,66,10,25.4732975660571,0,10,0,66,24,0,10,21.6,10,0,10,0,10,59.4,10,0,10,59.4,21.6
"SMC00105 2009-05-12",0.5,10,1.58113883008419,0,10,0,45,10,32.7448045073142,1,10,3.16227766016838,0,10,0,23.5,10,20.5548047910945,0,10,0,24,46,0.35,10,31.5,10,0.7,10,0,10,16.45,10,0,10,16.8,32.2
"SMC00135 2010-06-07",17.5,10,23.7170824512628,0,10,0,0,10,0,0,10,0,62.5,10,39.5284707521047,20,10,42.1637021355784,0,10,0,100,0,17.5,10,0,10,0,10,62.5,10,20,10,0,10,100,0
"SMC00153 2009-06-08",0,10,0,0,10,0,58,10,39.1010087963071,19,10,26.0128173535022,0,10,0,0,10,0,23,10,32.3350515007407,23,77,0,10,58,10,19,10,0,10,0,10,23,10,23,77
"SMC00180 2010-06-18",28.6,10,11.8246446975045,3.3,10,10.4355162785557,2.6,10,4.97102716861527,3.3,10,10.4355162785557,28.6,10,11.8246446975045,25.4,10,11.5200308641562,8.2,10,12.4257796536073,90.8,5.9,27.6562,10,2.5142,10,3.1911,10,27.6562,10,24.5618,10,7.9294,10,87.8036,5.7053
"SMC00191 2010-07-12",0,10,0,0,10,0,27,10,27.7088032541605,0,10,0,0,10,0,73,10,27.7088032541605,0,10,0,73,27,0,10,27,10,0,10,0,10,73,10,0,10,73,27
"SMC00198 2009-05-20",0,10,0,0,10,0,57,10,29.4580681270476,1,10,3.16227766016838,0,10,0,7.5,10,6.34647758821992,34.5,10,24.318488622628,42,58,0,10,57,10,1,10,0,10,7.5,10,34.5,10,42,58
"SMC00206 2009-05-18",0.5,10,1.58113883008419,0,10,0,46,10,17.763883459299,33,10,16.1932770686548,0,10,0,11,10,13.4989711542111,0,10,0,11.5,79,0.4525,10,41.63,10,29.865,10,0,10,9.955,10,0,10,10.4075,71.495
"SMC00271 2009-06-04",5,10,15.8113883008419,11.5,10,20.0069432392302,20,10,33.6650164612069,21,10,34.4641520681676,0,10,0,42.5,10,33.103373443402,0,10,0,47.5,41,4.425,10,17.7,10,18.585,10,0,10,37.6125,10,0,10,42.0375,36.285
"SMC00282 2009-06-09",0,10,0,1,10,3.16227766016838,29.5,10,25.8682559649209,6,10,13.4989711542111,0,10,0,59,10,23.1900361745681,4.5,10,9.55975359979999,63.5,35.5,0,10,29.205,10,5.94,10,0,10,58.41,10,4.455,10,62.865,35.145
"SMC00288 2009-06-18",19,10,14.2984070596848,0,10,0,28,10,10.3279555898864,19.5,10,13.8343373129648,2.5,10,7.90569415042095,31,10,23.3095116493961,0,10,0,52.5,47.5,19,10,28,10,19.5,10,2.5,10,31,10,0,10,52.5,47.5
"SMC00318 2010-06-15",0,10,0,0,10,0,41.5,10,8.18195847242239,0,10,0,0,10,0,58.5,10,8.18195847242239,0,10,0,58.5,41.5,0,10,41.5,10,0,10,0,10,58.5,10,0,10,58.5,41.5
"SMC00324 2010-06-21",0,10,0,0,10,0,25,10,15.0923085635624,0,10,0,0,10,0,75,10,15.0923085635624,0,10,0,75,25,0,10,25,10,0,10,0,10,75,10,0,10,75,25
"SMC00345 2011-07-19",0,10,0,0,10,0,92,10,8.88194172964949,0.5,10,1.58113883008419,0,10,0,7.5,10,9.20446751432272,0,10,0,7.5,92.5,0,10,92,10,0.5,10,0,10,7.5,10,0,10,7.5,92.5
"SMC00375 2010-06-08",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,100,10,0,0,10,0,100,0,0,10,0,10,0,10,0,10,100,10,0,10,100,0
"SMC00382 2009-06-23",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC00428 2010-07-22",0,10,0,0,10,0,9,10,5.16397779494322,0,10,0,0,10,0,91,10,5.16397779494322,0,10,0,91,9,0,10,9,10,0,10,0,10,91,10,0,10,91,9
"SMC00428 2011-08-03",0,10,0,0,10,0,20,10,14.7196014438797,3,10,6.74948557710553,0,10,0,77,10,16.1932770686548,0,10,0,77,23,0,10,20,10,3,10,0,10,77,10,0,10,77,23
"SMC00436 2009-05-26",0,10,0,0.5,10,1.58113883008419,10.5,10,3.68932393686311,0,10,0,0,10,0,89,10,3.94405318873308,0,10,0,89,10.5,0,10,10.4475,10,0,10,0,10,88.555,10,0,10,88.555,10.4475
"SMC00440 2009-05-20",0,10,0,0,10,0,97.5,10,3.53553390593274,0,10,0,0,10,0,2.5,10,3.53553390593274,0,10,0,2.5,97.5,0,10,97.5,10,0,10,0,10,2.5,10,0,10,2.5,97.5
"SMC00446 2010-07-01",0,10,0,0,10,0,42,10,17.0293863659264,57.5,10,17.1998062004586,0,10,0,0.5,10,1.58113883008419,0,10,0,0.5,99.5,0,10,42,10,57.5,10,0,10,0.5,10,0,10,0.5,99.5
"SMC00457 2009-06-04",0.5,10,1.58113883008419,0,10,0,32.5,10,17.8341121325272,11,10,13.9044357430761,0,10,0,50,10,26.0341655863555,6,10,8.75595035770913,56.5,43.5,0.5,10,32.5,10,11,10,0,10,50,10,6,10,56.5,43.5
"SMC00464 2009-05-08",0,10,0,0,10,0,16,10,11.9721899973786,26,10,38.5717225150469,0,10,0,38,10,35.3710490530195,20,10,25.3859103528797,58,42,0,10,16,10,26,10,0,10,38,10,20,10,58,42
"SMC00473 2009-06-03",0,10,0,0,10,0,55.5,10,28.5238691469287,13,10,18.8856206322871,0,10,0,28.5,10,22.613909190781,3,10,9.48683298050514,31.5,68.5,0,10,55.5,10,13,10,0,10,28.5,10,3,10,31.5,68.5
"SMC00476 2009-06-08",2.5,10,4.24918292799399,0,10,0,6,10,13.4989711542111,21.5,10,25.3913808648175,0,10,0,70,10,29.0593262902712,0,10,0,72.5,27.5,2.5,10,6,10,21.5,10,0,10,70,10,0,10,72.5,27.5
"SMC00479 2011-07-13",0,10,0,0,10,0,84,10,9.66091783079296,0,10,0,0,10,0,16,10,9.66091783079296,0,10,0,16,84,0,10,84,10,0,10,0,10,16,10,0,10,16,84
"SMC00480 2009-05-13",1.5,10,3.37474278855276,0,10,0,0,10,0,0.2,10,0.632455532033676,9,10,28.4604989415154,81.3,10,32.7144208772421,8,10,16.1932770686548,99.8,0.2,1.5,10,0,10,0.2,10,9,10,81.3,10,8,10,99.8,0.2
"SMC00520 2009-05-19",0,10,0,0,10,0,12,10,17.6698110409314,1,10,3.16227766016838,0,10,0,85.5,10,19.9234646696915,1.5,10,3.37474278855276,87,13,0,10,12,10,1,10,0,10,85.5,10,1.5,10,87,13
"SMC00520 2011-08-05",0,10,0,0,10,0,8.5,10,5.2967495273569,0,10,0,3,10,6.74948557710553,77,10,23.3571307218065,11.5,10,14.7290340635238,91.5,8.5,0,10,8.5,10,0,10,3,10,77,10,11.5,10,91.5,8.5
"SMC00531 2009-05-18",0,10,0,0,10,0,84.5,10,10.1242283656583,0,10,0,0,10,0,15.5,10,10.1242283656583,0,10,0,15.5,84.5,0,10,84.5,10,0,10,0,10,15.5,10,0,10,15.5,84.5
"SMC00544 2011-06-22",0.5,10,1.58113883008419,0,10,0,7,10,3.4960294939005,0,10,0,0,10,0,92,10,3.4960294939005,0.5,10,1.58113883008419,93,7,0.5,10,7,10,0,10,0,10,92,10,0.5,10,93,7
"SMC00608 2011-06-27",0,10,0,0,10,0,58.5,10,13.9542904592897,0,10,0,0,10,0,41.5,10,13.9542904592897,0,10,0,41.5,58.5,0,10,58.5,10,0,10,0,10,41.5,10,0,10,41.5,58.5
"SMC00632 2011-06-13",0,10,0,0,10,0,89.5,10,15.5366949152286,0,10,0,0,10,0,10.5,10,15.5366949152286,0,10,0,10.5,89.5,0,10,89.5,10,0,10,0,10,10.5,10,0,10,10.5,89.5
"SMC00665 2011-07-27",0,10,0,0,10,0,63,10,17.5119007154183,0,10,0,0,10,0,37,10,17.5119007154183,0,10,0,37,63,0,10,63,10,0,10,0,10,37,10,0,10,37,63
"SMC00670 2009-05-21",0,10,0,0,10,0,95,10,9.7182531580755,0,10,0,0,10,0,5,10,9.7182531580755,0,10,0,5,95,0,10,95,10,0,10,0,10,5,10,0,10,5,95
"SMC00684 2011-06-27",0,10,0,0,10,0,0,10,0,0,10,0,0,10,0,100,10,0,0,10,0,100,0,0,10,0,10,0,10,0,10,100,10,0,10,100,0
"SMC00686 2011-06-27",0,10,0,0,10,0,85,10,13.1233464566864,0,10,0,0,10,0,15,10,13.1233464566864,0,10,0,15,85,0,10,85,10,0,10,0,10,15,10,0,10,15,85
"SMC00693 2010-05-31",0,10,0,2.5,10,7.90569415042095,80.5,10,14.2302494707577,0,10,0,0,10,0,17,10,9.77525219907679,0,10,0,17,80.5,0,10,78.4875,10,0,10,0,10,16.575,10,0,10,16.575,78.4875
"SMC00702 2011-07-19",0,10,0,0,10,0,5.5,10,1.58113883008419,0,10,0,0,10,0,94.5,10,1.58113883008419,0,10,0,94.5,5.5,0,10,5.5,10,0,10,0,10,94.5,10,0,10,94.5,5.5
"SMC00710 2009-05-20",0,10,0,0,10,0,64,10,20.6559111797729,4.5,10,7.61941963377497,0,10,0,23.5,10,17.0049012542463,8,10,12.952906151817,31.5,68.5,0,10,64,10,4.5,10,0,10,23.5,10,8,10,31.5,68.5
"SMC00729 2009-06-03",0,9,0,0,9,0,30.5555555555556,9,12.8560405171179,56.6666666666667,9,20,0,9,0,7.22222222222222,9,10.92906420717,5.55555555555556,9,8.81917103688197,12.7777777777778,87.2222222222222,0,9,27.5,9,51,9,0,9,6.5,9,5,9,11.5,78.5
"SMC00748 2011-06-21",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC00756 2009-06-23",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC00766 2011-07-11",0,10,0,0,10,0,96,10,5.16397779494322,0,10,0,0,10,0,4,10,5.16397779494322,0,10,0,4,96,0,10,96,10,0,10,0,10,4,10,0,10,4,96
"SMC00791 2011-06-22",0,10,0,0,10,0,72.5,10,28.2105181330179,0,10,0,0,10,0,27.5,10,28.2105181330179,0,10,0,27.5,72.5,0,10,72.5,10,0,10,0,10,27.5,10,0,10,27.5,72.5
"SMC00827 2009-06-15",0.5,10,1.58113883008419,2,10,3.4960294939005,42,10,30.0185128064518,2.5,10,3.53553390593274,0,10,0,52.5,10,33.5203089351979,0.5,10,1.58113883008419,53.5,44.5,0.49,10,41.16,10,2.45,10,0,10,51.45,10,0.49,10,52.43,43.61
"SMC00830 2011-06-21",0,10,0,0,10,0,100,10,0,0,10,0,0,10,0,0,10,0,0,10,0,0,100,0,10,100,10,0,10,0,10,0,10,0,10,0,100
"SMC00857 2011-07-13",0,10,0,0,10,0,85,10,15.8113883008419,1.5,10,3.37474278855276,0,10,0,13.5,10,15.1015083867657,0,10,0,13.5,86.5,0,10,85,10,1.5,10,0,10,13.5,10,0,10,13.5,86.5
"SMC00873 2009-05-19",0,10,0,0,10,0,77.5,10,15.8552479920337,0,10,0,0,10,0,22.5,10,15.8552479920337,0,10,0,22.5,77.5,0,10,77.5,10,0,10,0,10,22.5,10,0,10,22.5,77.5
"SMC00899 2011-07-12",0,10,0,0,10,0,6.5,10,3.37474278855276,0,10,0,0,10,0,93.5,10,3.37474278855276,0,10,0,93.5,6.5,0,10,6.5,10,0,10,0,10,93.5,10,0,10,93.5,6.5
"SMC00903 2011-07-06",0,10,0,0,10,0,16,10,33.3999334663343,0,10,0,10,10,17.4801474695025,74,10,32.6428484595869,0,10,0,84,16,0,10,16,10,0,10,10,10,74,10,0,10,84,16
"SMC00910 2009-04-30",0,10,0,0,10,0,33,10,18.1352940116473,43.5,10,23.8105952139892,0,10,0,20.5,10,25.8682559649209,3,10,9.48683298050514,23.5,76.5,0,10,33,10,43.5,10,0,10,20.5,10,3,10,23.5,76.5
"SMC00911 2009-06-04",54,10,36.1939221417077,0,10,0,7.5,10,23.7170824512628,38.5,10,37.2715262186386,0,10,0,0,10,0,0,10,0,54,46,54,10,7.5,10,38.5,10,0,10,0,10,0,10,54,46
"SMC00921 2010-06-02",0,10,0,0,10,0,26,10,33.8132124077754,62,10,43.6653943835008,0,10,0,8,10,9.48683298050514,4,10,9.66091783079296,12,88,0,10,26,10,62,10,0,10,8,10,4,10,12,88
"SMC00924 2009-06-09",19,10,23.7814119756493,3.5,10,3.37474278855276,33.5,10,32.5789639014025,8.5,10,12.4833222073827,0,10,0,35.5,10,32.184364734034,0,10,0,54.5,42,18.335,10,32.3275,10,8.2025,10,0,10,34.2575,10,0,10,52.5925,40.53
"SMC00924 2011-06-20",0,10,0,0,10,0,13.5,10,4.74341649025257,0,10,0,7,10,10.5934990547138,79.5,10,12.1220643639788,0,10,0,86.5,13.5,0,10,13.5,10,0,10,7,10,79.5,10,0,10,86.5,13.5
"SMC00926 2010-06-28",0,10,0,0,10,0,89,10,13.0809445802324,11,10,13.0809445802324,0,10,0,0,10,0,0,10,0,0,100,0,10,89,10,11,10,0,10,0,10,0,10,0,100
"SMC00957 2010-06-21",0,10,0,0,10,0,55,10,44.4722135470878,29.5,10,42.7167674598889,0,10,0,0,10,0,15.5,10,31.1314417698035,15.5,84.5,0,10,55,10,29.5,10,0,10,0,10,15.5,10,15.5,84.5
"SMC00958 2011-07-19",0,10,0,0,10,0,98,10,4.83045891539648,0,10,0,0,10,0,2,10,4.83045891539648,0,10,0,2,98,0,10,98,10,0,10,0,10,2,10,0,10,2,98
"SMC00963 2010-06-17",0,10,0,0,10,0,36,10,15.2388392675499,4,10,12.6491106406735,0,10,0,60,10,8.49836585598798,0,10,0,60,40,0,10,36,10,4,10,0,10,60,10,0,10,60,40
