"","FL_N_F.result","FL_N_M.result","FL_Q_F.result","FL_Q_M.result","FL_F.result","FL_M.result","MWVM_F.result","MWVM_M.result","XWV_F.result","XWV_M.result","PWVZ.result"
"404S11406 2009-05-11",NA,NA,2.4138714906624,0.0683532287132005,2.4138714906624,0.0683532287132005,0.26,0.079247999879543,0.0981818181818182,0.0299258181363309,0
"404S16516 2009-05-18",NA,NA,4.506203449856,0.127601471837963,4.506203449856,0.127601471837963,0.68,0.207263999684959,0.153076923076923,0.0466578460829262,38.4615384615385
"404S17266 2009-05-19",NA,NA,4.16778610688,0.118018559850132,4.16778610688,0.118018559850132,1.04,0.316991999518172,0.135,0.041147999937455,56.25
"404S17664 2009-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404S22464 2009-05-19",NA,NA,3.10484995488,0.0879195598883539,3.10484995488,0.0879195598883539,0.33,0.100583999847112,0.0825,0.0251459999617781,25
"901S00313 2009-04-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901S00469 2009-05-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901S00531 2009-05-07",NA,NA,0.159628791232,0.00452018399425997,0.159628791232,0.00452018399425997,0.37,0.11277599982858,0.108571428571429,0.0330925713782707,21.4285714285714
"901S00997 2009-05-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901S01705 2009-05-14",NA,NA,0.076208485632,0.00215798399725965,0.076208485632,0.00215798399725965,0.4,0.121919999814682,0.170909090909091,0.0520930908299094,18.1818181818182
"901S01811 2009-05-07",NA,NA,2.604220482176,0.0737433119063558,2.604220482176,0.0737433119063558,2.24,0.682751998962217,1.085,0.330707999497324,16.6666666666667
"901S06030 2009-04-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901SJMS1x 2008-05-13",NA,NA,0.0719459771136,0.00203728319741292,0.0719459771136,0.00203728319741292,0.06,0.0182879999722022,0.0142,0.0043281599934212,40
"901SJMS1x 2008-06-02",NA,NA,0.035197987008,0.000996695998734329,0.035197987008,0.000996695998734329,0.04,0.0121919999814682,0.0133333333333333,0.00406399999382272,22.2222222222222
"901SJMS1x 2008-06-25",NA,NA,0.013885444416,0.000393191999500699,0.013885444416,0.000393191999500699,0.08,0.0243839999629363,0.02,0.00609599999073408,45.4545454545455
"901SJMS1x 2008-07-03",NA,NA,0.006781263552,0.000192023999756155,0.006781263552,0.000192023999756155,0.06,0.0182879999722022,0.0157142857142857,0.00478971427843392,57.1428571428571
"901SJOF1x 2008-05-16",NA,NA,0.00322917312,9.14399998838834e-05,0.00322917312,9.14399998838834e-05,NA,NA,NA,NA,NA
"901SJOF1x 2008-06-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901SJOF1x 2008-07-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901TCSMP1 2010-05-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"902S00565 2009-04-27",NA,NA,10.07986389408,0.285429959637542,10.07986389408,0.285429959637542,2.05,0.624839999050243,0.838,0.255422399611758,30
"902S01097 2009-05-11",NA,NA,0.44724047712,0.0126644399839178,0.44724047712,0.0126644399839178,0.78,0.237743999638629,0.298571428571429,0.0910045712902445,42.8571428571429
"902SMAS1x 2008-04-02",NA,NA,0.252198420672,0.00714146399093129,0.252198420672,0.00714146399093129,0.39,0.118871999819315,0.228235294117647,0.0695661175413183,11.7647058823529
"902SMAS1x 2008-05-12",NA,NA,0.075508831456,0.00213817199728481,0.075508831456,0.00213817199728481,0.28,0.0853439998702771,0.137142857142857,0.0418011427936051,14.2857142857143
"902SMAS1x 2008-06-02",NA,NA,0.005489594304,0.000155447999802602,0.005489594304,0.000155447999802602,0.09,0.0274319999583034,0.0242857142857143,0.00740228570303424,57.1428571428571
"903ACPCT1 2010-05-25",NA,NA,1.54381384912,0.0437159399444866,1.54381384912,0.0437159399444866,1.5,0.457199999305056,1.09772727272727,0.3345872722187,0
"903CVPCT1 2010-06-01",NA,NA,0.676727046848,0.0191627759756658,0.676727046848,0.0191627759756658,2.07,0.630935999040977,0.745,0.227075999654844,0
"903CVPCT1 2010-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"904S00537 2009-05-04",NA,NA,5.028145465152,0.142381223819195,5.028145465152,0.142381223819195,4.1,1.24967999810049,0.756666666666667,0.230631999649439,26.6666666666667
"905DGCC1 2010-06-02",NA,NA,0.225181005568,0.0063764159919028,0.225181005568,0.0063764159919028,0.95,0.289559999559869,0.21625,0.0659129998998122,0
"905DGCC1 2010-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905DGSY1x 2008-04-24",NA,NA,0.6229613144,0.0176402999775992,0.6229613144,0.0176402999775992,0.45,0.137159999791517,0.201666666666667,0.0614679999065686,33.3333333333333
"905DGSY1x 2008-05-14",NA,NA,0.476625952512,0.0134965439828612,0.476625952512,0.0134965439828612,0.38,0.115823999823948,0.185625,0.0565784999140007,18.75
"905DGSY1x 2008-06-03",NA,NA,0.364573645248,0.0103235759868904,0.364573645248,0.0103235759868904,0.35,0.106679999837846,0.173846153846154,0.0529883076117655,15.3846153846154
"905DGSY1x 2008-06-24",NA,NA,0.010817729952,0.000306323999611009,0.010817729952,0.000306323999611009,0.03,0.00914399998610112,0.009,0.00274319999583034,60
"905DGSY1x 2008-07-02",NA,NA,0.00161458656,4.57199999419417e-05,0.00161458656,4.57199999419417e-05,0.03,0.00914399998610112,0.00727272727272727,0.00221672726935785,45.4545454545455
"905DGSY1x 2008-07-09",NA,NA,0.00053819552,1.52399999806472e-05,0.00053819552,1.52399999806472e-05,0.01,0.00304799999536704,0.000714285714285714,0.00021771428538336,92.8571428571429
"905DGSY1x 2008-07-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905DGSY1x 2010-06-01",NA,NA,3.260819016576,0.0923361118827455,3.260819016576,0.0923361118827455,1.87,0.569975999133637,0.569,0.173431199736385,0
"905DGSY1x 2010-06-14",NA,NA,0.120743110048781,0.00341906412525824,0.120743110048781,0.00341906412525824,0.094488,0.0287999423562241,0.0364744,0.0111173971031016,0
"905DGSY1x 2010-06-29",NA,NA,1.5448418025632,0.0437450483444496,1.5448418025632,0.0437450483444496,1.24,0.377951999425513,0.493533333333333,0.150428959771348,0
"905DGSY1x 2010-07-20",NA,NA,1.120845989952,0.0317388239596959,1.120845989952,0.0317388239596959,1.25,0.38099999942088,0.42625,0.12992099980252,0
"905DGSY1x 2010-08-19",NA,NA,0.598419598688,0.0169453559784817,0.598419598688,0.0169453559784817,0.93,0.283463999569135,0.3105,0.0946403998561466,0
"905DGSY1x 2010-09-15",NA,NA,0.214094177856,0.00606247199230147,0.214094177856,0.00606247199230147,0.43,0.131063999800783,0.123846153846154,0.0377483076349303,23.0769230769231
"905DGUT1 2010-06-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905DGUT1 2010-07-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"907S00577 2009-05-12",NA,NA,0.059309146304,0.00167944799786732,0.059309146304,0.00167944799786732,0.42,0.128015999805416,0.086,0.0262127999601565,60
